time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Total_A
1780826989.70,0.15,-0.97,-0.19,-3.10,16.27,5.96,1.00
1780826989.90,0.11,-0.94,-0.26,-23.32,5.48,-1.40,0.98
1780826990.10,0.13,-0.70,-0.30,-35.05,13.88,14.53,0.77
1780826990.30,0.07,-0.50,-0.20,-5.77,5.66,32.66,0.55
1780826990.51,0.25,-0.96,-0.37,20.49,-33.73,10.42,1.06
1780826990.70,-1.23,-2.00,-1.09,129.68,45.49,152.64,2.59
1780826990.90,-0.00,-0.24,0.72,248.92,-167.57,9.54,0.76
1780826991.11,-0.35,-0.38,0.16,53.31,-45.02,53.19,0.54
1780826991.31,-1.20,-0.04,1.97,52.47,175.34,125.56,2.31
1780826991.51,-0.45,-0.34,0.78,23.86,2.37,-13.51,0.96
1780826991.70,-0.60,-0.20,0.75,-22.59,-1.32,-11.22,0.98
1780826991.92,-0.72,-0.37,0.61,49.35,27.68,-12.76,1.01
1780826992.10,-0.68,-0.35,0.59,64.18,-41.79,44.86,0.97
1780826992.32,-0.47,-0.42,0.73,-5.18,12.66,-2.28,0.96
1780826992.51,-0.71,-0.01,0.83,-37.82,16.36,-7.27,1.10
1780826992.71,-0.48,-0.16,0.79,6.38,-16.38,-10.22,0.94
1780826992.91,-0.60,-0.17,0.71,-0.23,1.27,6.40,0.95
1780826993.10,-0.56,-0.27,0.62,14.11,-3.73,-2.34,0.88
