time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Total_A
1780823081.81,0.12,-0.96,-0.23,5.58,-0.85,-0.60,1.00
1780823082.01,0.15,-0.94,-0.29,-10.18,8.79,-5.20,1.00
1780823082.21,0.19,-0.91,-0.30,-15.70,34.28,-20.04,0.97
1780823082.40,0.15,-0.79,-0.34,-11.71,49.42,-10.16,0.88
1780823082.61,0.08,-0.84,-0.26,-37.05,68.31,16.42,0.88
1780823082.81,0.12,-0.84,-0.30,58.66,-14.86,-5.92,0.90
1780823083.01,0.53,-1.15,-0.21,49.92,66.37,-39.64,1.28
1780823083.21,1.60,-1.73,-0.16,144.27,230.15,-92.47,2.36
1780823083.41,0.10,-0.72,0.15,97.73,28.79,-107.46,0.75
1780823083.61,0.34,0.37,0.48,44.79,139.28,-39.60,0.69
1780823083.81,-0.20,-0.37,1.06,-25.40,-7.93,-18.98,1.14
1780823084.01,0.03,-0.37,0.97,14.18,37.73,0.89,1.04
1780823084.21,-0.33,-0.22,0.85,5.50,9.50,3.88,0.93
1780823084.41,-0.27,-0.25,0.81,-1.54,-7.71,12.80,0.89
1780823084.61,-0.17,-0.37,0.82,-0.73,1.57,2.26,0.91
1780823084.81,-0.26,-0.24,0.89,-2.92,-9.59,-0.94,0.96
