time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Total_A
1780826421.22,0.06,-0.97,-0.21,-4.48,-9.21,-0.79,1.00
1780826421.40,0.08,-0.95,-0.30,-1.45,-2.06,-3.48,1.00
1780826421.61,0.17,-0.96,-0.37,-0.26,-12.95,-10.81,1.04
1780826421.80,0.18,-0.94,-0.34,1.61,-5.02,-8.86,1.01
1780826422.00,0.17,-0.91,-0.32,5.74,-8.79,-9.52,0.98
1780826422.20,0.21,-0.91,-0.29,11.21,-6.44,-11.95,0.98
1780826422.40,0.31,-0.80,-0.28,19.39,-7.48,-18.38,0.90
1780826422.60,0.28,-0.76,-0.27,29.48,3.17,-18.51,0.86
1780826422.80,0.23,-0.73,-0.22,24.85,10.93,-13.38,0.80
1780826423.02,0.18,-0.45,0.00,53.51,41.43,-10.02,0.49
1780826423.20,1.08,-2.00,2.00,0.08,250.13,-250.14,3.03
1780826423.40,0.34,0.78,0.43,148.47,0.74,-8.63,0.95
1780826423.60,0.43,0.22,1.01,-55.71,58.08,-15.17,1.12
1780826423.82,-0.27,0.07,1.20,-74.41,-3.15,-23.24,1.23
1780826424.00,0.07,-0.33,0.63,14.53,-65.98,7.82,0.72
1780826424.20,0.62,-0.23,0.72,-46.01,-68.05,-11.65,0.98
1780826424.40,0.71,-0.04,0.83,26.32,-43.91,-27.81,1.09
1780826424.60,0.79,0.05,0.55,25.18,-23.77,10.91,0.96
1780826424.80,0.83,0.12,0.59,-1.79,0.40,5.29,1.02
1780826425.00,0.73,-0.01,0.61,-12.73,13.30,2.44,0.95
1780826425.20,0.69,0.00,0.65,-1.05,-0.71,15.24,0.95
1780826425.41,0.75,-0.02,0.57,-1.80,-6.12,-3.56,0.94
1780826425.60,0.73,-0.02,0.64,-7.97,-4.26,0.05,0.97
