time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Total_A
1780825619.91,0.03,-0.94,0.07,24.47,-23.70,6.69,0.95
1780825620.11,0.02,-0.85,-0.08,40.92,-40.57,-2.79,0.85
1780825620.31,0.03,-0.31,-0.07,24.21,-32.29,21.13,0.32
1780825620.51,0.25,-2.00,-0.96,3.92,-19.39,-80.37,2.23
1780825620.71,-0.69,-1.48,0.05,171.95,-30.06,98.93,1.63
1780825620.91,0.10,-0.15,0.09,130.92,34.98,65.91,0.20
1780825621.11,0.06,2.00,0.91,-123.07,135.92,-121.71,2.20
1780825621.32,-0.37,-0.11,0.26,63.02,7.58,40.00,0.47
1780825621.51,-0.48,-0.02,0.69,15.16,-58.16,-16.31,0.84
1780825621.72,-0.62,-0.21,0.72,14.44,-109.53,-23.71,0.98
1780825621.91,-0.29,-0.04,0.90,42.24,-34.47,0.62,0.95
1780825622.11,-0.75,-0.13,0.79,27.78,28.40,6.60,1.10
1780825622.31,-0.35,-0.15,0.81,34.02,-60.65,-17.01,0.90
1780825622.53,-0.45,-0.18,0.77,2.22,9.83,-10.08,0.91
