time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Total_A
1773564904.16099,-0.07,1.02,-0.09,-15.05,-5.73,-5.54,1.02
1773564904.193213,-0.16,0.99,-0.13,-31.1,-25.36,11.53,1.01
1773564904.373381,-0.18,0.96,-0.05,-65.97,-39.3,36.03,0.98
1773564904.3974004,-0.1,0.88,0.04,-76.37,-41.57,26.09,0.89
1773564904.567386,-0.01,0.89,0.13,-79.08,-56.41,3.83,0.9
1773564904.600919,0.05,0.89,0.25,-84.95,-135.82,-22.79,0.93
1773564904.7826445,0.03,0.91,0.31,-39.91,-173.59,-7.54,0.96
1773564904.8113155,-0.07,0.72,0.37,0.55,-195.02,43.98,0.81
1773564904.9826496,-0.12,0.5,0.31,-62.35,-202.43,68.72,0.6
1773564905.0194485,0.16,0.64,0.29,-87.5,-290.17,75.46,0.72
1773564905.1918428,0.86,2.0,-1.04,-39.24,-270.38,321.3,2.41
1773564905.217907,-0.01,0.34,1.04,51.56,-191.95,417.25,1.09
1773564905.3836403,0.5,0.52,0.14,374.93,-297.04,241.19,0.74
1773564905.4244845,1.13,-1.41,-0.55,386.0,195.08,-48.05,1.89
1773564905.6003325,1.39,-0.19,-0.53,93.22,63.39,99.75,1.5
1773564905.6367657,1.07,-0.22,-0.44,16.81,-88.32,109.43,1.18
1773564905.7336268,0.97,0.04,-0.8,3.48,-56.53,-107.82,1.26
1773564905.8450007,0.73,0.3,-0.7,-55.08,-1.92,-93.34,1.06
1773564905.936013,0.73,0.3,-0.46,-4.41,2.92,36.61,0.91
1773564906.0336616,0.86,0.21,-0.5,-3.62,61.76,73.1,1.02
1773564906.1514993,0.96,0.07,-0.25,31.27,69.71,98.09,0.99
1773564906.2502744,1.12,0.08,-0.15,1.74,39.37,77.16,1.14
1773564906.3502424,1.08,-0.02,-0.13,6.52,-15.31,31.62,1.09
1773564906.451979,0.93,-0.01,-0.19,37.86,-19.45,-6.81,0.95
1773564906.550262,1.0,-0.08,-0.33,-28.02,-29.76,18.29,1.05
