time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Total_A
1780827387.53,0.19,-0.81,-0.30,-0.26,-8.82,0.33,0.88
1780827387.73,0.02,-0.28,-0.08,12.31,-60.52,-4.05,0.29
1780827387.93,0.62,-1.22,-0.72,173.61,-90.40,58.31,1.55
1780827388.13,-1.17,-2.00,2.00,250.13,125.18,250.13,3.06
1780827388.33,0.52,0.06,0.43,120.64,143.93,18.24,0.68
1780827388.53,-0.02,-0.28,0.45,-53.22,-189.48,8.47,0.53
1780827388.73,-1.12,-0.16,0.32,-6.69,-77.63,-84.74,1.17
1780827388.93,-0.84,0.21,0.61,-37.41,-48.02,-1.38,1.06
1780827389.13,-0.45,-0.51,0.60,-50.53,16.37,-4.11,0.90
1780827389.33,-0.51,-0.02,0.68,27.04,55.43,37.47,0.84
1780827389.53,-0.38,-0.25,0.50,-0.90,-57.83,-7.89,0.67
1780827389.74,-0.61,-0.08,0.76,8.06,11.06,-6.23,0.98
1780827389.93,-0.64,-0.13,0.69,-12.68,-7.76,4.11,0.95
1780827390.13,-0.66,-0.12,0.67,1.65,8.15,-4.59,0.95
1780827390.34,-0.61,-0.15,0.70,-4.43,-1.62,-2.15,0.93
1780827390.53,-0.64,-0.13,0.71,-2.50,-2.31,-1.67,0.96
1780827390.73,-0.65,-0.14,0.70,-1.30,-3.50,1.59,0.96
