time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Total_A
1780823635.14,-0.03,-0.99,0.04,17.37,-12.85,18.97,0.99
1780823635.34,-0.13,-0.99,-0.02,-13.52,-5.91,5.11,1.00
1780823635.54,-0.17,-1.02,-0.17,-7.18,-32.94,0.40,1.05
1780823635.74,-0.10,-0.97,-0.05,-6.34,-29.85,-3.34,0.97
1780823635.94,-0.03,-0.99,-0.04,3.78,-18.98,-1.08,0.99
1780823636.14,-0.04,-1.00,-0.05,8.54,-10.95,3.82,1.00
1780823636.34,-0.03,-0.97,-0.04,12.75,-9.10,3.22,0.98
1780823636.54,-0.04,-0.97,-0.02,11.63,-6.74,10.21,0.97
1780823636.74,-0.01,-0.97,-0.02,17.21,-9.12,7.20,0.97
1780823636.94,-0.01,-0.87,-0.02,32.98,-11.85,21.02,0.87
1780823637.14,-0.04,-0.42,0.00,35.66,-20.89,28.13,0.42
1780823637.35,-0.16,-0.30,0.01,51.32,-58.44,-1.57,0.34
1780823637.54,-0.74,-0.07,0.96,250.13,-28.79,213.64,1.21
1780823637.74,-1.03,0.80,1.37,26.07,-53.40,13.57,1.89
1780823637.94,-0.25,0.15,0.98,3.18,29.37,47.82,1.02
1780823638.14,-0.24,0.10,0.97,-37.62,-1.53,-21.15,1.00
1780823638.34,-0.21,-0.14,0.56,-11.84,13.76,-17.89,0.62
1780823638.54,-0.26,-0.03,0.77,-7.24,0.17,-5.41,0.81
1780823638.74,-0.31,-0.11,0.92,-34.25,3.95,-3.52,0.98
1780823638.94,-0.45,0.10,1.01,26.17,-17.89,6.24,1.12
1780823639.14,-0.41,-0.08,0.85,-10.15,-11.35,-4.77,0.95
1780823639.34,-0.22,-0.15,0.70,-48.30,10.67,-29.52,0.75
