time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Total_A
1773565148.00,-0.23,-0.95,-0.09,27.07,-30.29,-61.37,0.99
1773565148.10,-0.06,-0.96,0.01,19.79,-44.49,-62.93,0.96
1773565148.20,0.05,-1.00,0.09,2.05,-57.39,-12.98,1.01
1773565148.31,0.03,-0.96,0.14,-5.53,-47.10,-35.05,0.97
1773565148.41,0.13,-0.91,0.06,-25.24,-43.53,-32.63,0.92
1773565148.51,-0.06,-1.04,0.10,3.18,4.53,-28.43,1.05
1773565148.61,0.03,-0.99,0.00,17.95,11.07,-43.41,0.99
1773565148.71,0.10,-0.89,0.02,3.54,-8.92,-49.36,0.89
1773565148.83,0.09,-1.00,0.06,7.30,-7.73,-38.50,1.00
1773565148.92,0.08,-0.96,0.19,1.42,-0.95,-23.71,0.98
1773565149.03,0.06,-0.93,0.15,-1.51,1.97,-26.55,0.94
1773565149.14,0.01,-0.88,0.14,1.39,-13.74,-29.83,0.89
1773565149.23,-0.05,-0.78,0.07,19.63,-14.75,-53.89,0.78
1773565149.34,-0.08,-0.65,0.02,53.83,-38.43,-39.53,0.66
1773565149.44,-0.19,-0.33,-0.03,179.30,-154.98,-71.68,0.38
1773565149.55,0.34,-0.51,0.11,42.89,-272.96,-72.18,0.62
1773565149.65,-0.77,-0.07,1.98,-156.32,-440.98,-59.66,2.12
1773565149.75,1.21,-2.00,-2.00,-4.84,-510.57,-213.76,3.08
1773565149.86,1.99,0.67,-1.04,-47.63,-327.28,-374.34,2.34
1773565149.96,0.70,-0.66,0.10,-7.79,-118.72,11.17,0.96
1773565150.06,0.62,-0.28,0.05,-129.08,-28.58,57.75,0.68
1773565150.16,0.83,-0.34,-0.39,-81.74,61.42,-29.60,0.97
1773565150.27,0.83,-0.16,-0.35,-109.30,-72.43,-87.91,0.92
1773565150.37,1.07,-0.22,-0.19,21.59,97.62,8.78,1.11
1773565150.47,0.92,-0.33,-0.13,-18.92,79.18,-17.25,0.99
