time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Total_A
1780825051.82,-0.03,-0.94,-0.09,25.56,5.01,15.28,0.95
1780825052.01,0.04,-0.95,-0.15,6.66,-17.71,-4.82,0.96
1780825052.21,0.15,-0.77,-0.28,-22.14,-39.51,-19.17,0.83
1780825052.41,-0.12,-0.27,-0.02,33.15,2.99,-6.51,0.30
1780825052.61,0.46,-1.61,-0.57,56.71,27.42,40.02,1.77
1780825052.81,-0.24,-0.61,2.00,96.23,159.02,167.49,2.10
1780825053.01,-2.00,2.00,2.00,85.63,248.63,250.13,3.46
1780825053.21,-0.68,-0.58,0.17,18.37,92.52,70.30,0.91
1780825053.41,-0.48,0.47,0.73,-13.95,-75.16,-84.46,0.99
1780825053.61,-0.42,0.28,0.63,-18.11,-62.63,-40.14,0.81
1780825053.81,-0.71,-0.80,0.80,25.08,31.02,-43.55,1.33
1780825054.01,-0.51,-0.06,0.69,1.99,20.63,-29.65,0.86
1780825054.21,-0.61,-0.35,0.83,-3.64,43.18,-5.21,1.09
1780825054.41,-0.48,-0.14,0.69,-0.18,-19.73,-32.37,0.85
1780825054.61,-0.73,-0.09,0.72,-5.84,-1.53,-9.20,1.03
