time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Total_A
1780824974.49,0.52,-0.74,-0.57,4.61,31.97,-12.69,1.07
1780824974.68,0.45,-0.77,-0.40,39.42,6.12,0.98,0.98
1780824974.88,0.53,-0.69,-0.34,12.46,-8.67,-13.89,0.93
1780824975.08,0.52,-0.82,-0.16,18.61,34.38,13.09,0.98
1780824975.29,0.38,-0.77,-0.26,-5.50,11.33,-6.21,0.89
1780824975.48,0.14,-0.25,-0.04,33.96,-0.24,34.43,0.29
1780824975.69,0.63,-0.87,-0.63,-56.83,-16.31,-44.41,1.24
1780824975.89,1.09,-1.39,0.84,233.73,102.99,-250.14,1.96
1780824976.08,-0.54,0.06,-0.14,-131.02,-141.27,84.53,0.56
1780824976.28,0.92,0.17,0.18,23.95,-45.01,-120.43,0.95
1780824976.48,0.38,-0.49,0.55,24.47,39.70,55.63,0.83
1780824976.68,0.63,-0.08,0.57,-4.54,-62.08,-71.56,0.86
1780824976.90,1.07,0.36,0.25,51.37,-70.76,-32.20,1.16
1780824977.09,0.86,0.20,0.33,-29.32,4.36,10.86,0.94
1780824977.28,0.86,0.14,0.39,4.49,14.37,-6.90,0.95
1780824977.48,0.89,0.18,0.43,11.69,5.56,-1.14,1.00
