time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Total_A
1800420085.0,-0.03,-0.93,0.5,-18.65,-7.53,18.94,1.06
1800420085.1083264,0.09,-1.0,0.4,-12.91,37.55,66.69,1.09
1800420085.2166529,0.03,-0.96,0.32,-21.47,32.63,63.23,1.01
1800420085.3249793,0.1,-1.02,0.35,-14.17,43.28,4.96,1.09
1800420085.4333057,0.12,-1.0,0.26,-5.14,7.67,4.36,1.04
1800420085.5416322,-0.06,-0.99,0.3,-21.88,-11.36,31.33,1.04
1800420085.6499586,-0.06,-0.99,0.25,10.16,-31.65,45.29,1.02
1800420085.758285,-0.05,-0.98,0.26,5.24,-13.27,29.94,1.02
1800420085.8666115,-0.15,-1.01,0.32,-6.41,-29.49,43.53,1.07
1800420085.974938,-0.1,-0.99,0.18,-23.26,-25.89,87.9,1.01
1800420086.0832644,-0.05,-0.92,0.29,-45.83,-45.11,85.07,0.97
1800420086.1915908,-0.07,-0.8,0.2,-43.41,-43.37,54.01,0.83
1800420086.2999172,0.01,-0.55,0.25,-22.8,-54.28,43.95,0.6
1800420086.4082437,-0.18,-0.65,0.25,-16.91,-50.3,66.11,0.72
1800420086.51657,-1.27,-0.69,0.62,9.83,-2.7,116.52,1.58
1800420086.6248965,-1.48,-0.43,0.51,-88.72,-85.72,-41.26,1.62
1800420086.733223,-1.38,-0.23,-0.67,-218.26,-224.51,123.63,1.55
1800420086.8415494,-0.67,0.11,-0.69,22.59,-113.34,76.62,0.97
1800420086.9498758,-0.6,-0.19,-0.53,64.21,-124.31,-18.57,0.83
1800420087.0582023,-0.63,-0.35,-0.42,96.81,30.26,-8.81,0.83
1800420087.1665287,-0.71,-0.5,-0.46,-37.06,-3.19,-18.38,0.98
1800420087.2748551,-0.64,-0.66,-0.37,23.74,51.15,-12.23,0.99
1800420087.3831816,-0.66,-0.6,-0.22,-21.36,37.54,26.83,0.92
1800420087.491508,-0.67,-0.7,-0.2,21.22,51.9,19.81,0.98
