time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Total_A
1780825588.00,0.14,-1.03,0.10,-0.71,1.58,-5.04,1.05
1780825588.20,0.10,-0.89,-0.07,2.30,5.57,6.37,0.90
1780825588.40,0.02,-0.76,-0.09,-31.51,-4.65,13.24,0.77
1780825588.61,0.13,-0.37,0.18,19.49,13.79,17.23,0.43
1780825588.80,0.61,-1.46,-0.71,6.54,60.30,-29.28,1.73
1780825589.01,-0.69,-1.04,0.91,73.23,75.73,106.35,1.55
1780825589.20,-0.18,-0.29,0.02,-3.89,32.53,35.11,0.34
1780825589.40,-0.73,-0.35,0.46,250.13,-70.07,171.79,0.93
1780825589.60,-0.46,-0.42,0.04,5.27,60.03,-203.82,0.62
1780825589.80,-0.52,0.39,0.51,-35.62,-11.48,106.04,0.83
1780825590.00,-0.72,-0.07,0.78,-7.05,-7.85,9.24,1.07
1780825590.20,-0.61,-0.11,0.71,-7.19,7.11,-4.18,0.94
1780825590.41,-0.63,-0.08,0.80,-0.22,-6.26,-17.04,1.02
1780825590.60,-0.58,-0.11,0.75,-5.76,3.49,7.27,0.96
1780825590.80,-0.57,-0.10,0.76,-2.37,-2.22,-2.09,0.96
1780825591.01,-0.56,-0.15,0.73,-1.38,-4.32,-0.01,0.93
1780825591.21,-0.57,-0.11,0.76,-3.10,0.37,-1.96,0.96
1780825591.40,-0.55,-0.12,0.74,-0.62,-1.52,-2.73,0.93
1780825591.61,-0.56,-0.10,0.76,1.22,-6.41,0.91,0.95
1780825591.80,-0.51,-0.13,0.70,7.78,-21.16,3.50,0.88
