time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Total_A
1780823421.95,0.21,-0.88,-0.36,-3.18,-6.02,-7.02,0.98
1780823422.14,0.17,-0.86,-0.34,-11.91,-1.40,-0.30,0.94
1780823422.34,0.28,-0.88,-0.31,-7.14,-33.50,-29.76,0.97
1780823422.54,0.22,-0.82,-0.37,16.39,-24.44,-10.12,0.93
1780823422.74,0.20,-0.70,-0.33,26.31,-55.57,-34.19,0.80
1780823422.94,0.20,-0.81,-0.46,-8.79,-15.66,5.52,0.95
1780823423.14,0.34,-0.57,-0.43,24.40,37.73,-18.09,0.79
1780823423.34,1.53,-1.63,-0.91,250.13,156.14,-250.14,2.41
1780823423.55,0.36,-0.62,0.32,51.40,132.21,-70.18,0.78
1780823423.74,-0.09,-0.41,0.31,117.38,131.24,-13.12,0.52
1780823423.94,-0.35,0.28,0.76,12.24,8.11,82.82,0.88
1780823424.15,0.06,-0.32,1.00,-58.44,22.61,50.63,1.05
1780823424.34,-0.34,-0.65,0.53,-59.73,-6.10,62.97,0.91
1780823424.54,-0.15,-0.35,0.89,-37.62,-5.35,31.51,0.97
1780823424.74,-0.17,-0.46,0.78,-15.24,-4.91,-12.36,0.92
1780823424.95,-0.21,-0.40,0.83,-16.72,1.50,5.37,0.95
1780823425.14,-0.12,-0.41,0.81,1.20,-10.68,0.80,0.91
1780823425.34,-0.09,-0.42,0.83,5.21,-6.32,2.40,0.94
