time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Total_A
1780826743.39,0.13,-0.89,-0.44,1.04,10.98,5.47,1.00
1780826743.59,0.24,-0.85,-0.57,-20.88,15.96,12.40,1.05
1780826743.79,0.19,-0.60,-0.49,-38.76,10.56,30.42,0.80
1780826743.99,0.10,-0.37,-0.37,-3.18,24.25,16.73,0.53
1780826744.19,0.09,-0.86,-0.44,38.40,-6.09,26.76,0.97
1780826744.39,0.29,-2.00,-1.43,-155.59,22.60,189.13,2.47
1780826744.59,-0.63,-0.04,0.82,53.83,-87.68,83.18,1.04
1780826744.79,-0.35,0.34,0.69,161.83,-80.09,-64.49,0.85
1780826745.00,-0.64,-0.59,0.71,-34.37,-58.37,14.26,1.12
1780826745.20,-0.84,-0.40,0.76,75.92,24.89,-10.72,1.20
1780826745.39,-0.64,-0.22,0.87,0.69,-26.59,10.53,1.10
1780826745.60,-0.60,-0.47,0.54,-0.83,-0.34,6.82,0.93
1780826745.79,-0.49,-0.22,0.69,0.15,0.23,17.93,0.88
1780826745.99,-0.57,-0.42,0.59,-0.08,1.25,-9.92,0.92
1780826746.19,-0.61,-0.28,0.70,-1.76,-0.41,1.93,0.97
1780826746.39,-0.46,-0.32,0.61,-0.98,-5.76,-10.93,0.83
