time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Total_A
1780824446.53,-0.02,-0.94,-0.18,-1.44,1.82,4.24,0.95
1780824446.73,-0.02,-0.99,-0.23,1.03,7.55,8.40,1.02
1780824446.93,-0.04,-0.96,-0.23,2.25,6.60,8.82,0.99
1780824447.13,-0.07,-0.97,-0.25,-5.60,22.51,18.33,1.00
1780824447.33,-0.13,-0.78,-0.25,14.84,10.54,32.76,0.83
1780824447.53,-0.16,-0.63,-0.29,14.43,-38.30,26.82,0.72
1780824447.73,-0.06,-0.52,-0.14,22.73,-32.98,22.10,0.55
1780824447.93,-0.80,-1.18,-0.42,-32.54,-134.00,81.24,1.48
1780824448.13,0.61,0.10,-0.53,-74.45,-140.42,-53.18,0.82
1780824448.33,-1.04,0.64,1.09,-70.02,104.66,-27.17,1.63
1780824448.53,-0.44,-0.65,1.40,13.67,25.20,5.76,1.60
1780824448.73,-0.07,-0.14,0.54,66.50,56.60,37.54,0.56
1780824448.93,-0.82,-0.30,0.70,-10.58,0.70,16.93,1.12
1780824449.13,-0.42,0.02,0.82,-12.04,-30.44,-5.52,0.92
1780824449.33,-0.23,-0.04,0.92,7.11,-6.20,-6.73,0.95
1780824449.53,-0.51,-0.16,0.80,-3.60,7.56,1.90,0.96
1780824449.73,-0.43,-0.09,0.92,1.14,0.01,-1.75,1.02
