time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Total_A
1780827357.12,0.21,-0.82,-0.15,29.28,10.09,34.79,0.86
1780827357.32,0.07,-0.72,-0.09,18.03,-1.76,24.07,0.73
1780827357.52,-0.18,-0.72,-0.18,28.31,-37.51,41.35,0.76
1780827357.72,0.02,-1.00,-0.11,63.17,58.31,-29.71,1.00
1780827357.92,-0.26,-2.00,-0.22,-162.37,-105.97,-82.18,2.03
1780827358.12,-0.57,2.00,0.64,-250.14,-8.89,-86.10,2.18
1780827358.32,-1.37,0.01,0.46,201.01,-17.31,-5.34,1.45
1780827358.52,-0.79,-0.24,0.45,0.56,-3.69,-78.16,0.94
1780827358.72,-0.94,0.25,0.63,-33.66,37.89,36.53,1.15
1780827358.92,-0.67,-0.51,0.25,-23.26,12.60,-143.03,0.88
1780827359.12,-0.56,-0.23,0.48,-1.25,-5.93,-27.58,0.77
1780827359.32,-0.84,-0.21,0.38,-7.02,18.43,1.31,0.95
1780827359.53,-0.82,-0.23,0.47,14.24,-13.17,-14.98,0.97
1780827359.73,-0.88,-0.21,0.39,-20.50,6.96,27.60,0.99
1780827359.92,-0.84,-0.17,0.45,4.31,1.35,2.02,0.97
1780827360.13,-0.84,-0.19,0.44,-0.73,-5.16,5.65,0.97
1780827360.32,-0.83,-0.20,0.45,-2.85,-2.76,-0.66,0.97
1780827360.52,-0.83,-0.19,0.43,0.48,-2.53,6.28,0.96
