time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Total_A
1780823508.08,0.29,-0.89,-0.41,12.05,-1.07,-2.44,1.02
1780823508.28,0.25,-0.88,-0.21,10.98,-10.05,-13.47,0.94
1780823508.48,0.36,-0.91,-0.27,-16.82,-8.21,3.07,1.01
1780823508.68,0.32,-0.89,-0.25,5.77,-5.27,-2.75,0.98
1780823508.88,0.33,-0.75,-0.25,-11.74,-5.82,4.98,0.85
1780823509.08,0.25,-0.61,-0.23,-0.98,-17.02,-1.41,0.70
1780823509.28,0.31,-0.71,-0.26,18.47,-60.12,13.39,0.82
1780823509.48,-0.31,-1.54,-0.45,143.48,-43.47,119.18,1.63
1780823509.68,-0.25,-0.26,0.68,241.30,-78.59,175.60,0.77
1780823509.88,-0.27,0.27,0.25,28.11,-216.05,46.88,0.45
1780823510.08,-0.87,-0.25,2.00,-24.17,-36.27,65.55,2.19
1780823510.28,-0.23,-0.25,0.84,-18.97,56.56,-27.14,0.91
1780823510.48,-0.23,-0.08,0.76,-6.05,14.87,43.92,0.80
1780823510.68,-0.34,-0.36,0.79,2.92,21.06,-19.08,0.94
1780823510.88,-0.43,-0.04,0.90,-6.51,-24.01,-28.51,0.99
1780823511.08,-0.37,-0.24,0.86,-1.25,-7.84,-2.12,0.97
1780823511.28,-0.45,-0.18,0.84,-4.84,-4.02,2.97,0.97
1780823511.48,-0.38,-0.17,0.85,-4.86,-5.64,-0.95,0.94
