time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Total_A
1780824770.17,-0.01,-0.93,-0.30,-11.57,9.50,-2.47,0.97
1780824770.37,0.03,-0.97,-0.38,13.86,6.11,14.68,1.05
1780824770.57,0.00,-0.89,-0.41,-6.79,6.47,21.69,0.98
1780824770.77,0.01,-0.63,-0.30,2.66,-4.02,27.63,0.70
1780824770.97,-0.05,-0.64,-0.15,-48.17,2.32,24.18,0.66
1780824771.17,-0.42,-0.52,-0.36,60.34,-83.49,52.66,0.76
1780824771.37,-1.03,-2.00,-0.99,240.79,-35.92,250.13,2.46
1780824771.57,-0.55,0.02,0.46,35.37,-130.34,68.75,0.72
1780824771.77,-0.05,0.99,0.96,-63.18,61.34,-57.98,1.38
1780824771.97,-0.75,-0.13,0.66,-4.25,-0.99,-45.69,1.00
1780824772.17,-0.60,-0.28,0.77,11.21,4.89,-52.84,1.01
1780824772.37,-0.78,-0.18,0.54,11.51,0.29,6.29,0.97
1780824772.57,-0.63,-0.23,0.86,-1.02,-17.64,-8.18,1.09
1780824772.77,-0.70,-0.17,0.73,-13.45,1.56,15.15,1.03
1780824772.97,-0.62,-0.19,0.67,-0.19,2.56,1.20,0.93
1780824773.17,-0.62,-0.15,0.69,-1.75,-1.64,0.64,0.93
