time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Total_A
1773565364.7734606,-0.9,-0.13,-0.67,27.14,55.37,-10.72,1.13
1773565364.8796744,-0.84,-0.15,-0.77,97.77,66.14,1.71,1.15
1773565364.9711185,-1.01,-0.09,-0.69,165.51,-15.02,-70.38,1.23
1773565365.081827,-0.63,-0.15,-0.93,241.1,28.24,-70.41,1.13
1773565365.1848128,-0.55,-0.35,-0.61,200.21,102.98,-59.59,0.89
1773565365.289155,-0.67,-0.74,-0.17,255.77,-37.22,4.24,1.01
1773565365.3886642,-0.71,-0.8,0.0,229.05,-14.28,10.49,1.07
1773565365.4968543,-0.51,-0.76,0.15,208.4,-90.26,12.98,0.93
1773565365.5998423,-0.63,-0.71,0.28,84.06,-62.96,-17.36,0.98
1773565365.706883,-0.55,-0.71,0.37,140.34,-99.57,-16.26,0.98
1773565365.8072822,-0.44,-0.62,0.54,122.72,-89.25,-38.03,0.93
1773565365.9076872,-0.52,-0.58,0.7,69.6,-115.24,-32.98,1.05
1773565366.017355,-0.51,-0.62,0.64,69.4,-124.32,-53.6,1.03
1773565366.1121497,-0.33,-0.66,0.57,14.41,-53.65,-52.78,0.93
1773565366.2290988,-0.19,-0.66,0.75,82.23,-47.18,-5.28,1.02
1773565366.320696,0.15,-0.69,0.51,103.14,-153.54,-31.85,0.87
1773565366.4213586,0.06,-0.56,0.6,19.88,-29.82,36.12,0.82
1773565366.5207322,-0.17,-0.45,0.66,11.59,40.14,69.31,0.81
1773565366.6446872,-0.2,-0.32,0.72,98.09,39.22,66.56,0.81
1773565366.735787,-0.43,-0.15,1.18,136.58,-82.63,49.13,1.27
1773565366.8373778,-0.34,-0.11,1.09,52.5,-41.22,28.21,1.15
1773565366.938113,-0.41,-0.14,1.14,16.84,-22.69,-4.67,1.22
1773565367.044597,-0.28,-0.0,1.12,68.41,-55.88,-66.17,1.15
1773565367.1456482,-0.07,-0.13,1.18,-72.99,66.52,-48.99,1.19
1773565367.252164,-0.08,-0.03,0.94,-58.98,-92.41,-25.45,0.95
