time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Total_A
1773565518.18,0.06,-0.87,0.35,48.53,-34.92,6.79,0.94
1773565518.27,0.04,-0.84,0.35,70.98,-17.62,10.53,0.91
1773565518.39,0.02,-0.79,0.38,94.05,-2.17,13.22,0.88
1773565518.49,-0.01,-0.70,0.43,116.75,13.72,17.51,0.82
1773565518.59,-0.04,-0.55,0.51,160.35,14.98,9.51,0.75
1773565518.70,-0.11,-0.40,0.56,192.20,41.89,20.29,0.70
1773565518.80,-0.37,-0.23,0.24,172.76,40.17,13.53,0.50
1773565518.91,0.79,0.02,2.00,221.24,-31.02,84.12,2.15
1773565519.01,2.00,2.00,0.01,-270.69,418.40,-231.30,2.83
1773565519.11,0.03,1.63,0.67,-56.61,-51.44,-268.54,1.76
1773565519.22,-0.13,0.44,0.64,201.74,66.01,-5.45,0.78
1773565519.33,-0.18,0.26,0.84,2.24,59.22,-19.89,0.90
1773565519.43,-0.46,0.34,0.77,39.42,57.05,-22.76,0.96
1773565519.52,-0.53,0.43,0.69,-2.86,-16.44,-50.96,0.97
1773565519.62,-0.35,0.26,0.82,-41.50,-50.44,-41.02,0.93
1773565519.73,-0.34,0.28,0.82,-46.41,-18.69,-22.12,0.93
1773565519.83,-0.43,0.22,0.81,-43.08,-29.95,-22.05,0.94
1773565519.94,-0.34,0.15,0.83,-38.09,-39.15,-15.60,0.91
