time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Total_A
1773564771.603483,-0.08,0.73,0.55,-9.82,-5.19,25.8,0.91
1773564771.71021,-0.07,0.77,0.5,-39.83,4.53,29.57,0.92
1773564771.8077035,-0.05,0.78,0.5,-53.65,22.0,23.56,0.93
1773564771.9167454,-0.17,0.77,0.57,-44.29,78.43,47.04,0.97
1773564772.0212502,-0.15,0.83,0.46,-64.67,168.88,42.21,0.96
1773564772.1156576,-0.34,0.94,0.31,-30.26,61.95,87.31,1.05
1773564772.2306828,-0.24,0.77,0.25,57.54,104.88,186.53,0.84
1773564772.317973,-0.19,0.08,0.27,109.95,55.98,242.03,0.34
1773564772.4304774,0.13,-0.57,0.63,100.53,119.92,222.93,0.86
1773564772.5320778,-1.68,0.19,1.02,284.05,305.4,-83.34,1.97
1773564772.6376617,-1.54,2.0,0.59,31.57,489.97,498.34,2.59
1773564772.7317042,0.24,0.19,1.19,53.6,-7.59,272.96,1.23
1773564772.8502526,0.05,0.28,0.82,205.97,247.05,48.21,0.87
1773564772.9474256,-0.79,0.2,-0.0,209.08,151.3,-502.2,0.82
1773564773.0490148,-1.67,-0.19,-0.07,68.99,-83.57,-165.92,1.69
1773564773.1470509,-0.76,0.11,0.44,61.04,-132.24,147.68,0.89
1773564773.2635927,-0.84,0.61,0.44,10.41,-13.22,-0.05,1.13
1773564773.365008,-0.92,0.44,0.25,-86.09,90.56,184.32,1.05
1773564773.4684806,-0.64,0.49,0.15,19.79,129.47,58.95,0.82
1773564773.571283,-0.79,0.61,0.13,-3.18,60.24,-59.5,1.01
1773564773.6646056,-1.16,0.45,-0.05,36.7,8.44,43.4,1.24
1773564773.7802129,-0.72,0.67,-0.07,9.74,28.88,127.86,0.99
1773564773.88048,-0.63,0.74,-0.14,-9.94,38.01,83.04,0.98
