time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Total_A
1780825002.57,0.02,-0.98,-0.16,-1.63,0.92,0.77,1.00
1780825002.76,0.02,-0.94,-0.17,9.88,-2.59,1.66,0.95
1780825002.96,-0.01,-1.00,-0.18,13.22,-2.26,6.87,1.02
1780825003.17,0.01,-0.99,-0.21,5.16,-6.88,4.40,1.01
1780825003.37,-0.01,-0.99,-0.18,8.82,1.92,8.27,1.00
1780825003.56,-0.02,-0.96,-0.17,14.76,-5.32,10.94,0.97
1780825003.76,-0.02,-0.81,-0.14,25.82,-25.00,13.10,0.82
1780825003.96,-0.04,-0.32,-0.24,42.57,17.54,41.86,0.40
1780825004.16,-0.50,-1.00,0.11,78.55,0.73,30.07,1.12
1780825004.36,0.71,0.94,-0.85,220.13,-250.14,121.53,1.45
1780825004.57,-1.58,-0.35,1.40,12.16,-250.14,-153.58,2.14
1780825004.76,-0.47,0.28,0.77,141.97,109.65,54.82,0.95
1780825004.97,-0.44,-0.34,0.73,37.27,50.63,39.56,0.92
1780825005.16,-0.46,-0.17,0.87,-0.61,16.54,-24.67,1.00
1780825005.36,-0.64,0.01,0.87,-53.49,0.75,-25.80,1.08
1780825005.56,-0.43,-0.26,0.61,-38.80,22.34,-4.55,0.79
1780825005.76,-0.57,-0.05,0.77,-27.05,-9.34,0.08,0.96
1780825005.96,-0.67,0.04,0.66,11.35,-6.38,13.79,0.94
1780825006.16,-0.59,-0.34,0.63,-5.14,-11.60,-1.98,0.93
1780825006.36,-0.58,0.02,0.76,-18.29,2.28,3.84,0.96
1780825006.56,-0.64,-0.09,0.71,-6.01,-6.66,4.61,0.96
