time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Total_A
1780825058.40,0.13,-0.97,-0.17,-3.93,-8.79,-0.17,0.99
1780825058.60,0.17,-0.94,-0.24,9.25,0.31,13.44,0.98
1780825058.80,0.12,-1.01,-0.19,10.65,4.99,11.62,1.04
1780825059.00,0.14,-0.99,-0.22,5.50,-6.50,2.39,1.02
1780825059.20,0.04,-0.67,-0.18,10.18,-5.93,15.40,0.70
1780825059.40,-0.04,-0.43,-0.20,0.54,-38.49,20.53,0.47
1780825059.60,0.76,-2.00,-0.94,21.31,-17.66,-32.53,2.34
1780825059.80,-0.21,-1.05,-0.11,101.15,27.19,82.33,1.07
1780825060.00,1.71,0.87,0.93,46.73,-165.86,-50.78,2.13
1780825060.20,2.00,1.23,0.98,177.72,85.96,-137.26,2.55
1780825060.40,-1.36,0.20,1.08,32.35,73.85,52.74,1.75
1780825060.60,-0.53,0.30,0.58,-108.29,-53.56,-21.51,0.84
1780825060.80,-0.39,0.29,0.62,-12.76,-33.59,-23.79,0.79
1780825061.00,-0.63,0.03,0.57,-43.44,-2.95,22.16,0.85
1780825061.20,-0.62,0.06,0.71,-27.47,-0.32,-5.80,0.95
1780825061.40,-0.72,0.01,0.48,-17.82,-11.24,4.97,0.87
1780825061.60,-0.50,-0.04,0.57,0.50,-24.73,-10.08,0.76
1780825061.80,-0.66,-0.04,0.60,13.10,-12.63,-7.48,0.89
