time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Total_A
1780824575.87,0.09,-0.98,-0.25,0.05,-2.69,3.02,1.02
1780824576.07,0.13,-0.98,-0.27,-0.76,10.05,10.61,1.03
1780824576.27,0.01,-0.93,-0.27,3.49,23.50,27.73,0.97
1780824576.47,0.05,-0.83,-0.21,1.56,14.27,25.12,0.86
1780824576.67,-0.03,-0.69,-0.29,9.76,5.93,25.89,0.76
1780824576.87,0.01,-0.74,-0.29,34.85,-17.18,16.00,0.79
1780824577.07,-0.22,-1.28,-0.18,16.36,-67.80,43.82,1.31
1780824577.27,0.46,0.34,0.05,190.61,-152.69,101.89,0.58
1780824577.47,-0.02,0.33,0.97,-160.66,-93.76,-162.53,1.03
1780824577.67,-0.53,-0.05,0.68,-53.18,193.73,27.47,0.86
1780824577.87,-0.33,-0.31,0.57,20.73,18.87,6.11,0.72
1780824578.07,-0.65,-0.24,0.69,10.55,-1.55,-24.34,0.98
1780824578.27,-0.68,-0.44,0.89,-87.31,69.75,85.31,1.20
1780824578.47,-0.40,-0.05,0.76,1.50,-45.44,-26.74,0.86
1780824578.67,-0.48,-0.24,0.59,-29.31,21.03,-0.75,0.80
1780824578.87,-0.60,-0.22,0.72,-3.15,-3.12,-9.50,0.96
1780824579.07,-0.55,-0.17,0.82,6.03,2.57,6.04,1.00
1780824579.27,-0.56,-0.20,0.72,6.89,12.88,11.16,0.93
