time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Total_A
1780827587.11,0.09,-0.91,-0.25,7.45,9.64,4.36,0.95
1780827587.31,0.10,-0.97,-0.31,5.93,-9.62,0.69,1.02
1780827587.51,0.10,-0.96,-0.34,9.98,0.60,14.01,1.02
1780827587.71,0.07,-0.91,-0.30,9.16,-7.75,15.35,0.96
1780827587.91,-0.14,-0.58,-0.07,-24.02,-29.63,-23.70,0.60
1780827588.11,0.30,-0.83,-0.51,92.69,-23.16,70.17,1.02
1780827588.31,-0.74,-1.27,1.46,-250.14,202.34,64.49,2.07
1780827588.51,-0.14,0.42,0.53,78.41,-102.34,182.21,0.69
1780827588.71,-0.95,1.06,1.57,175.69,-5.26,168.48,2.12
1780827588.91,-0.27,0.20,0.40,126.88,-2.07,100.44,0.52
1780827589.11,-0.75,0.10,0.57,-8.62,8.11,-3.89,0.95
1780827589.31,-0.92,0.01,0.51,5.81,46.60,1.36,1.06
1780827589.51,-0.60,-0.08,0.90,63.95,-12.40,-22.20,1.09
1780827589.71,-0.75,-0.21,0.76,30.83,0.89,-64.69,1.08
1780827589.91,-1.08,0.12,0.59,39.32,6.30,27.84,1.24
1780827590.11,-0.61,-0.14,0.67,7.89,-12.28,-6.49,0.91
1780827590.31,-0.86,-0.03,0.51,-0.05,6.44,9.83,1.00
1780827590.51,-0.69,-0.10,0.61,3.21,-10.05,-5.68,0.92
1780827590.71,-0.80,-0.03,0.54,1.40,3.04,3.23,0.97
1780827590.91,-0.78,-0.04,0.57,-5.35,0.70,-0.77,0.96
1780827591.11,-0.75,-0.04,0.59,-2.51,-3.35,-2.60,0.96
1780827591.31,-0.81,-0.06,0.59,2.82,-1.98,1.49,1.00
