time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Total_A
1780826065.14,0.01,-0.91,-0.19,-3.97,-11.73,-13.19,0.93
1780826065.34,0.01,-0.98,-0.27,2.32,12.17,4.44,1.01
1780826065.55,0.06,-0.97,-0.27,2.54,16.42,-4.47,1.01
1780826065.74,0.01,-0.98,-0.29,-3.21,10.47,-7.47,1.02
1780826065.94,0.09,-0.95,-0.26,-5.51,1.36,-7.10,0.98
1780826066.14,0.12,-0.93,-0.27,-7.76,4.31,-13.00,0.97
1780826066.34,0.22,-0.94,-0.23,-10.11,18.14,-19.60,0.99
1780826066.54,0.20,-0.81,-0.26,-11.38,29.09,-21.53,0.88
1780826066.74,0.29,-0.84,-0.26,-21.37,45.18,-25.07,0.93
1780826066.94,0.30,-0.81,-0.22,-25.00,62.14,-19.14,0.89
1780826067.14,0.31,-0.39,-0.30,-28.91,138.65,-39.94,0.58
1780826067.35,2.00,-1.56,1.11,37.02,173.97,-250.14,2.77
1780826067.54,0.07,-0.06,-0.22,-22.18,8.46,-47.21,0.24
1780826067.74,1.43,-0.39,-0.05,-6.77,33.68,36.19,1.49
1780826067.94,0.79,-0.56,-0.41,-51.08,-18.02,54.69,1.05
1780826068.14,0.97,-0.54,-0.35,43.98,54.72,-0.82,1.17
1780826068.34,0.81,-0.33,0.04,23.63,12.99,-16.11,0.88
1780826068.54,0.91,-0.37,0.10,-1.69,-7.54,13.05,0.99
1780826068.74,0.90,-0.42,0.05,27.44,-27.22,3.70,1.00
1780826068.95,0.92,-0.41,-0.02,1.29,-15.24,-2.89,1.01
1780826069.15,0.93,-0.41,0.01,-9.72,-6.36,7.76,1.02
1780826069.34,0.90,-0.42,0.02,-2.67,0.88,5.54,0.99
1780826069.54,0.87,-0.39,0.04,1.85,-5.14,6.47,0.96
