rows,duration,AccelX_mean,AccelX_std,AccelX_max,AccelX_min,AccelX_range,AccelX_median,AccelY_mean,AccelY_std,AccelY_max,AccelY_min,AccelY_range,AccelY_median,AccelZ_mean,AccelZ_std,AccelZ_max,AccelZ_min,AccelZ_range,AccelZ_median,GyroX_mean,GyroX_std,GyroX_max,GyroX_min,GyroX_range,GyroX_median,GyroY_mean,GyroY_std,GyroY_max,GyroY_min,GyroY_range,GyroY_median,GyroZ_mean,GyroZ_std,GyroZ_max,GyroZ_min,GyroZ_range,GyroZ_median,Total_A_mean,Total_A_std,Total_A_max,Total_A_min,Total_A_range,Total_A_median,A_peak,A_mean,A_std,A_range,A_min,A_peak_index_ratio,gyro_abs_peak,gyro_abs_mean,accel_abs_peak,AccelX_first,AccelX_last,AccelX_delta,AccelY_first,AccelY_last,AccelY_delta,AccelZ_first,AccelZ_last,AccelZ_delta,GyroX_first,GyroX_last,GyroX_delta,GyroY_first,GyroY_last,GyroY_delta,GyroZ_first,GyroZ_last,GyroZ_delta,label,label_name
25,2.470646858215332,0.1324,0.17227110417401212,0.59,-0.21,0.7999999999999999,0.1,-0.9323999999999998,0.3001149779667786,-0.33,-1.76,1.43,-0.95,0.1616,0.10439029329077171,0.37,-0.01,0.38,0.14,-6.745599999999999,67.2857340674827,149.36,-155.42,304.78,-5.6,-26.3216,94.69692016639189,160.53,-182.46,342.99,-46.75,-0.9296000000000006,79.46330743808741,168.23,-200.05,368.28,-3.42,0.9732000000000001,0.30096677557497936,1.79,0.35,1.44,0.98,1.79,0.9732000000000001,0.30096677557497936,1.44,0.35,0.7916666666666666,200.05,111.63040000000001,1.76,0.09,-0.12,-0.21,-0.98,-1.15,-0.16999999999999993,0.07,0.14,0.07,-6.55,34.12,40.669999999999995,-46.75,-182.46,-135.71,2.78,-54.26,-57.04,0,normal
22,2.088596820831299,-0.022272727272727277,0.3918203161822523,1.06,-0.59,1.65,0.05,-0.4313636363636364,0.7738050416120604,1.31,-2.0,3.31,-0.75,-0.5259090909090909,0.6286467634902396,0.5,-2.0,2.5,-0.36,-53.50045454545455,83.19851500948529,74.0,-311.79,385.79,-49.565,-44.084090909090904,117.63384213652492,173.31,-267.83,441.14,-5.98,24.41363636363636,142.4611089300366,498.34,-335.27,833.6099999999999,1.4649999999999999,1.1813636363636364,0.416473808180578,2.32,0.81,1.5099999999999998,1.0350000000000001,2.32,1.1813636363636364,0.416473808180578,1.5099999999999998,0.81,0.5714285714285714,498.34,132.79636363636362,2.0,0.06,-0.25,-0.31,-0.95,-0.04,0.9099999999999999,0.15,-0.82,-0.97,-11.59,25.89,37.480000000000004,3.5,5.45,1.9500000000000002,-11.13,-50.44,-39.309999999999995,1,fall
25,2.446662425994873,0.214,0.13441230102437304,0.53,0.03,0.5,0.2,-0.0176,0.13261095982861548,0.33,-0.31,0.64,-0.04,0.9068,0.20245822614389697,1.32,0.59,0.7300000000000001,0.9,1.0924000000000011,61.76138385485438,142.0,-117.57,259.57,-0.32,-6.592800000000002,37.6451718373906,97.71,-61.41,159.12,-6.86,2.8360000000000003,48.25166327012296,121.04,-77.5,198.54000000000002,4.2,0.9472,0.21151280497092056,1.34,0.66,0.68,0.94,1.34,0.9472,0.21151280497092056,0.68,0.66,0.9583333333333334,142.0,61.4772,1.32,0.21,0.48,0.27,0.13,0.33,0.2,0.89,0.92,0.030000000000000027,-26.76,-74.56,-47.8,-35.25,97.71,132.95999999999998,4.2,-50.15,-54.35,0,normal
25,3.148275136947632,-0.132,0.13425721582097552,0.07,-0.44,0.51,-0.1,-0.934,0.11789826122551596,-0.74,-1.33,0.5900000000000001,-0.92,0.25639999999999996,0.11849331908030371,0.49,0.03,0.45999999999999996,0.27,-17.852400000000003,48.91921795845337,63.6,-108.06,171.66,-19.85,-16.5244,35.315836990411725,45.94,-101.1,147.04,-13.33,-9.311599999999999,54.36394084317288,106.9,-127.02,233.92000000000002,3.89,0.9948,0.10638452268383156,1.35,0.83,0.5200000000000001,0.98,1.35,0.9948,0.10638452268383156,0.5200000000000001,0.83,0.16666666666666666,127.02,64.9712,1.33,-0.44,-0.07,0.37,-0.84,-0.87,-0.030000000000000027,0.49,0.31,-0.18,-91.3,-19.85,71.44999999999999,-0.21,-8.23,-8.02,19.39,23.37,3.9800000000000004,0,normal
25,2.4833791255950928,4.440892098500626e-18,0.23883397301612402,0.47,-0.58,1.0499999999999998,0.04,-0.9648,0.25803940267589626,-0.5,-1.57,1.07,-0.97,0.17559999999999998,0.20754678187499478,0.85,-0.05,0.9,0.13,10.2904,47.64756722366141,104.53,-87.42,191.95,9.69,20.292800000000003,143.60473586433932,268.32,-254.89,523.21,55.66,3.9439999999999986,58.42936868561905,166.23,-108.81,275.03999999999996,-2.38,1.0204,0.290953604548904,1.76,0.53,1.23,0.99,1.76,1.0204,0.290953604548904,1.23,0.53,0.6666666666666666,268.32,129.90239999999997,1.57,0.04,-0.38,-0.42,-0.97,-1.1,-0.13000000000000012,0.18,0.35,0.16999999999999998,64.7,99.47,34.769999999999996,150.14,65.62,-84.51999999999998,-26.7,-48.18,-21.48,0,normal
25,2.4691858291625977,-0.12760000000000002,0.3915916240166534,0.68,-0.98,1.6600000000000001,0.0,0.4536,0.648150445498574,1.02,-2.0,3.02,0.48,0.4336,0.6135068595106876,2.0,-0.71,2.71,0.18,-46.67360000000001,114.63960175553066,103.21,-501.91,605.12,-19.05,7.1279999999999974,173.141675779307,489.97,-510.57,1000.54,-5.86,-2.7720000000000016,118.96902713171468,293.1,-310.31,603.4100000000001,-5.3,1.0304,0.5205324197396354,2.91,0.0,2.91,0.99,2.91,1.0304,0.5205324197396354,2.91,0.0,0.5416666666666666,510.57,127.464,2.0,0.1,-0.25,-0.35,0.98,0.2,-0.78,0.18,0.82,0.6399999999999999,-17.48,-3.24,14.24,-7.85,-72.95,-65.10000000000001,8.7,61.22,52.519999999999996,1,fall
25,2.477468252182007,-0.4604,0.5788456904334119,0.09,-2.0,2.09,-0.16,-0.6572,0.29855931850583173,0.18,-0.93,1.11,-0.77,0.017600000000000008,0.44926124545376345,0.87,-1.17,2.04,0.22,-14.956400000000004,73.25843073667357,136.18,-253.83,390.01,-9.24,26.263999999999996,76.29456386270256,260.67,-73.5,334.17,14.92,38.93879999999999,73.16284868474345,270.4,-152.93,423.33,26.53,1.052,0.3804164384811291,2.27,0.38,1.8900000000000001,0.96,2.27,1.052,0.3804164384811291,1.8900000000000001,0.38,0.625,270.4,78.5192,2.0,-0.06,-0.85,-0.79,-0.92,-0.58,0.3400000000000001,0.42,-0.26,-0.6799999999999999,-7.65,27.95,35.6,4.14,-49.19,-53.33,21.31,16.35,-4.959999999999997,1,fall
25,2.476839303970337,0.38239999999999996,0.5496307851640044,1.33,-0.17,1.5,0.04,0.086,0.24787429609918546,0.56,-0.2,0.76,-0.03,0.61,0.4463836167841886,1.04,-0.39,1.4300000000000002,0.87,15.387600000000003,124.97851789674363,356.96,-158.99,515.95,-17.79,-63.296800000000005,158.13415340357903,190.18,-498.86,689.04,-27.83,-15.490800000000004,72.91140868204371,87.97,-166.76,254.73,-6.34,1.0056,0.23869576172748994,1.46,0.4,1.06,0.95,1.46,1.0056,0.23869576172748994,1.06,0.4,0.75,498.86,137.65879999999999,1.33,0.23,0.84,0.61,-0.2,0.25,0.45,0.89,-0.39,-1.28,-56.15,-148.64,-92.48999999999998,-45.42,190.18,235.60000000000002,-12.32,78.35,90.66999999999999,1,fall
24,2.3713667392730713,-0.17833333333333334,0.1948392127898789,0.07,-0.64,0.71,-0.135,-0.8983333333333334,0.13166712529731167,-0.62,-1.15,0.5299999999999999,-0.89,0.31125,0.09900867331352516,0.48,0.1,0.38,0.325,3.610833333333334,39.954626647982955,90.4,-43.82,134.22,-0.16500000000000004,39.32666666666667,52.56184495361189,119.3,-29.44,148.74,12.475000000000001,-23.551666666666666,41.38620875801888,63.8,-81.73,145.53,-25.59,0.9891666666666667,0.14625518695124945,1.28,0.72,0.56,0.97,1.28,0.9891666666666667,0.14625518695124945,0.56,0.72,0.043478260869565216,119.3,69.10833333333333,1.15,-0.06,-0.01,0.049999999999999996,-0.88,-0.92,-0.040000000000000036,0.3,0.41,0.10999999999999999,11.65,-30.26,-41.910000000000004,3.36,119.3,115.94,63.8,-61.36,-125.16,0,normal
18,1.7471745014190674,-0.21833333333333332,0.6446909884496876,1.53,-2.0,3.5300000000000002,-0.13,-0.17666666666666667,0.27991595377268264,0.72,-0.62,1.3399999999999999,-0.20500000000000002,0.8283333333333334,0.47381120588640513,2.0,-0.52,2.52,0.825,-9.186666666666667,66.72545356114993,168.63,-107.1,275.73,-2.16,-7.567222222222219,64.62269077048944,178.59,-133.5,312.09000000000003,-25.58,18.84722222222222,150.29347904939604,232.12,-461.8,693.9200000000001,59.06,1.0922222222222222,0.5162370130034956,2.92,0.6,2.32,0.92,2.92,1.0922222222222222,0.5162370130034956,2.32,0.6,0.8823529411764706,461.8,113.29111111111112,2.0,-0.13,-0.96,-0.83,-0.14,-0.17,-0.03,0.91,0.78,-0.13,83.71,-107.1,-190.81,-47.04,178.59,225.63,44.73,232.12,187.39000000000001,1,fall
25,2.4415698051452637,-0.4808,0.5576507270087016,0.14,-1.61,1.75,-0.15,-0.5952,0.41016378842278767,0.21,-1.02,1.23,-0.77,-0.05279999999999999,0.25092362715907535,0.72,-0.54,1.26,0.0,14.6984,104.05306669675815,454.67,-122.11,576.78,-2.5,7.900400000000001,75.91335348496557,209.77,-128.57,338.34000000000003,-4.58,48.494400000000006,103.65797280318898,439.16,-65.48,504.64000000000004,20.43,1.0191999999999999,0.26919509653780843,1.64,0.47,1.17,0.97,1.64,1.0191999999999999,0.26919509653780843,1.17,0.47,0.6666666666666666,454.67,102.51640000000002,1.61,0.1,-1.03,-1.1300000000000001,-0.93,-0.5,0.43000000000000005,0.07,-0.13,-0.2,-30.99,5.01,36.0,-18.2,-29.73,-11.530000000000001,3.02,-65.48,-68.5,1,fall
25,2.462458610534668,0.0019999999999999996,0.0917877987534291,0.2,-0.18,0.38,0.01,-0.9468,0.13634270546433108,-0.69,-1.32,0.6300000000000001,-0.93,0.16879999999999998,0.1201499063670047,0.35,-0.11,0.45999999999999996,0.2,-5.3988,22.8986885213979,48.9,-61.42,110.32,-6.86,-56.0308,37.994199000198265,13.19,-133.86,147.05,-45.28,9.446,31.112021658302226,86.11,-64.32,150.43,0.3,0.9708000000000001,0.14430638701503595,1.36,0.7,0.6600000000000001,0.97,1.36,0.9708000000000001,0.14430638701503595,0.6600000000000001,0.7,0.8333333333333334,133.86,60.377199999999995,1.32,0.03,-0.18,-0.21,-0.98,-0.97,0.010000000000000009,0.21,0.2,-0.009999999999999981,22.26,-14.66,-36.92,-41.48,-53.27,-11.790000000000006,-1.94,-14.21,-12.270000000000001,0,normal
22,2.1777169704437256,-0.08272727272727272,0.4344145684896137,0.64,-1.45,2.09,-0.02,-0.4136363636363637,0.6953077116304793,1.41,-1.85,3.26,-0.435,-0.604090909090909,0.5339846537023423,-0.08,-2.0,1.92,-0.41,-66.02272727272727,122.46512709384886,94.05,-460.63,554.68,-37.945,-19.23409090909091,141.5186561034434,368.43,-491.31,859.74,-13.305,-19.679090909090913,98.6103457292818,230.5,-315.21,545.71,-7.855,1.1018181818181818,0.5000917664706898,2.64,0.59,2.0500000000000003,0.98,2.64,1.1018181818181818,0.5000917664706898,2.0500000000000003,0.59,0.5714285714285714,491.31,123.03681818181818,2.0,-0.03,-0.32,-0.29000000000000004,-1.0,-0.3,0.7,-0.08,-0.81,-0.7300000000000001,-24.4,23.21,47.61,2.37,12.52,10.149999999999999,6.21,-24.61,-30.82,1,fall
25,2.481898784637451,-0.0304,0.11024518130059019,0.14,-0.31,0.45,-0.02,-0.8715999999999999,0.14343058716094464,-0.57,-1.06,0.4900000000000001,-0.91,0.37800000000000006,0.11807483502705673,0.65,0.13,0.52,0.35,-10.93,54.84355902625819,71.22,-108.31,179.53,-10.46,-41.553999999999995,83.11904244315298,144.47,-239.3,383.77,-47.66,10.9192,48.698613765349286,92.67,-95.88,188.55,14.63,0.9620000000000001,0.15898113095584648,1.21,0.62,0.59,0.99,1.21,0.9620000000000001,0.15898113095584648,0.59,0.62,0.375,239.3,92.0244,1.06,0.06,0.09,0.03,-0.75,-0.74,0.010000000000000009,0.32,0.31,-0.010000000000000009,-0.73,-24.43,-23.7,-48.09,-80.53,-32.44,34.56,88.34,53.78,0,normal
25,3.2441089153289795,-0.14800000000000002,0.14730919862656236,0.1,-0.37,0.47,-0.17,-0.9176000000000001,0.13242230426429932,-0.64,-1.26,0.62,-0.93,0.33039999999999997,0.12228654872879519,0.56,0.07,0.49000000000000005,0.35,-8.920000000000002,38.53721469783029,65.1,-77.04,142.14,-15.8,-5.7356,41.57549038395899,69.72,-102.84,172.56,-11.53,-8.5012,30.66901249904644,42.73,-63.15,105.88,-11.34,1.0036,0.13689655461941572,1.3,0.73,0.5700000000000001,0.99,1.3,1.0036,0.13689655461941572,0.5700000000000001,0.73,0.4166666666666667,102.84,52.50840000000001,1.26,-0.33,-0.13,0.2,-0.86,-0.91,-0.050000000000000044,0.35,0.19,-0.15999999999999998,-69.89,17.86,87.75,-26.37,45.18,71.55,6.76,-30.11,-36.87,0,normal
25,2.3727102279663086,-0.132,0.17958284996067972,0.15,-0.56,0.7100000000000001,-0.11,-0.8652,0.1729431505823036,-0.48,-1.16,0.6799999999999999,-0.87,0.3716,0.165546569480212,0.7,0.0,0.7,0.34,-1.2707999999999993,58.98601514483468,81.65,-101.6,183.25,1.6,38.142799999999994,75.19298197083732,161.71,-163.33,325.04,48.53,-34.506,53.87534508783524,70.0,-129.39,199.39,-28.02,0.976,0.1952135582723017,1.26,0.52,0.74,0.97,1.26,0.976,0.1952135582723017,0.74,0.52,0.4583333333333333,163.33,87.368,1.16,-0.28,0.09,0.37,-0.87,-0.87,0.0,0.32,0.18,-0.14,24.26,43.19,18.929999999999996,70.7,8.66,-62.040000000000006,-106.87,-39.97,66.9,0,normal
18,1.755187749862671,0.25277777777777777,0.19643306165821042,0.73,-0.02,0.75,0.22,-0.9083333333333334,0.23835835601537642,-0.54,-1.38,0.8399999999999999,-0.925,0.1322222222222222,0.09607322915087806,0.33,-0.02,0.35000000000000003,0.12,-1.8738888888888876,50.40742990739838,92.53,-141.89,234.42,-6.460000000000001,-7.77888888888889,53.54216918509888,113.68,-176.4,290.08000000000004,-7.475,-26.970555555555553,141.71488848148687,265.5,-502.2,767.7,-16.925,0.9783333333333335,0.2217112589674714,1.38,0.58,0.7999999999999999,1.0,1.38,0.9783333333333335,0.2217112589674714,0.7999999999999999,0.58,0.6470588235294118,502.2,86.27222222222223,1.38,-0.02,0.2,0.22,-0.85,-0.92,-0.07000000000000006,0.17,0.23,0.06,12.18,-7.48,-19.66,10.58,-8.43,-19.009999999999998,-45.74,-1.71,44.03,0,normal
25,2.4658524990081787,0.1944,0.25575183283800723,0.76,-0.34,1.1,0.26,-0.2708,0.14946906034360422,0.13,-0.46,0.5900000000000001,-0.32,0.8535999999999998,0.27681040442873533,2.0,0.51,1.49,0.83,0.5503999999999984,76.86587737091148,191.37,-145.1,336.47,-13.8,-30.773600000000002,69.8786360341986,99.37,-280.18,379.55,-18.15,33.4876,73.74464247658943,253.83,-77.88,331.71000000000004,4.81,0.9596000000000001,0.2886243232993367,2.18,0.57,1.6100000000000003,0.94,2.18,0.9596000000000001,0.2886243232993367,1.6100000000000003,0.57,0.7083333333333334,280.18,81.5632,2.0,0.27,-0.15,-0.42000000000000004,-0.35,-0.13,0.21999999999999997,0.83,0.79,-0.039999999999999925,-13.88,128.17,142.04999999999998,-18.15,-30.86,-12.71,4.27,18.7,14.43,1,fall
23,2.203789234161377,-0.1073913043478261,0.08119658475264875,0.02,-0.27,0.29000000000000004,-0.12,-0.9239130434782609,0.11590509952052007,-0.73,-1.26,0.53,-0.92,0.10304347826086956,0.19868739225702578,0.49,-0.25,0.74,0.05,9.022608695652174,68.99824650060394,158.99,-104.34,263.33000000000004,-2.87,-22.37608695652174,28.776587032947845,54.79,-86.46,141.25,-23.48,5.670869565217392,62.63651214551255,148.04,-157.73,305.77,11.3,0.9565217391304348,0.13949938727959846,1.38,0.74,0.6399999999999999,0.93,1.38,0.9565217391304348,0.13949938727959846,0.6399999999999999,0.74,0.5,158.99,71.74043478260869,1.26,-0.17,-0.14,0.03,-0.94,-0.9,0.039999999999999925,0.05,0.36,0.31,-2.0,-2.87,-0.8700000000000001,-10.49,-11.3,-0.8100000000000005,-36.64,13.59,50.230000000000004,0,normal
25,3.3066658973693848,0.0011999999999999997,0.07114070564732965,0.12,-0.21,0.32999999999999996,0.02,-0.9684,0.13215142829345433,-0.62,-1.29,0.67,-0.96,0.046799999999999994,0.1189089287367998,0.26,-0.12,0.38,0.0,-15.0088,33.40921334003541,80.2,-60.69,140.89,-18.41,-40.9176,96.57135890452545,133.28,-174.46,307.74,-63.91,2.6996,29.39362310093807,85.71,-52.09,137.8,3.69,0.9812000000000001,0.12326529654908286,1.29,0.66,0.63,0.97,1.29,0.9812000000000001,0.12326529654908286,0.63,0.66,0.375,174.46,96.6476,1.29,0.05,0.04,-0.010000000000000002,-0.94,-0.92,0.019999999999999907,0.23,0.26,0.03,-40.5,-6.44,34.06,-106.44,-164.81,-58.370000000000005,6.47,7.75,1.2800000000000002,0,normal
25,2.321758508682251,-0.04,0.1254657987926059,0.23,-0.21,0.44,-0.04,-0.9644000000000001,0.1688954311598353,-0.71,-1.3,0.5900000000000001,-0.93,0.11400000000000002,0.1521238530496341,0.4,-0.27,0.67,0.13,-6.208799999999999,25.919538691882618,45.33,-66.06,111.39,-9.01,-40.2108,23.344120051953126,11.62,-95.18,106.80000000000001,-39.27,0.7839999999999996,40.59327653688478,132.67,-91.13,223.79999999999998,1.16,0.9888000000000001,0.1757915432171487,1.32,0.71,0.6100000000000001,0.96,1.32,0.9888000000000001,0.1757915432171487,0.6100000000000001,0.71,0.7916666666666666,132.67,49.62879999999999,1.3,-0.21,0.01,0.22,-0.93,-0.96,-0.029999999999999916,-0.09,0.28,0.37,-5.1,-9.01,-3.91,-1.57,-20.05,-18.48,-29.8,23.37,53.17,0,normal
24,2.341621160507202,-0.24875000000000003,0.4866684658493643,1.38,-0.93,2.31,-0.33499999999999996,0.4054166666666667,0.6272575170961471,1.27,-2.0,3.27,0.405,0.6254166666666666,0.47402971074255107,2.0,-0.12,2.12,0.615,-42.388333333333335,145.69912728892245,211.63,-501.91,713.54,-25.345,6.961666666666666,162.68237259648996,489.97,-510.57,1000.54,-10.2,-23.075000000000003,145.55726245080976,302.18,-502.2,804.38,-21.18,1.0666666666666667,0.5574294002220228,3.15,0.13,3.02,0.96,3.15,1.0666666666666667,0.5574294002220228,3.02,0.13,0.43478260869565216,510.57,137.93125,2.0,-0.08,-0.44,-0.36,0.92,0.26,-0.66,0.43,0.82,0.38999999999999996,1.42,-34.14,-35.56,6.63,-9.7,-16.33,21.72,-2.75,-24.47,1,fall
25,2.41231107711792,-0.2604,0.635311472166737,0.87,-2.0,2.87,0.07,-0.5548000000000001,0.6117741958162887,1.3,-1.31,2.6100000000000003,-0.79,-0.3836,0.4763566590976416,0.85,-1.3,2.15,-0.3,-37.0796,164.42859330319246,365.56,-490.11,855.6700000000001,-40.76,-73.91,157.63322368185374,106.98,-510.57,617.55,-15.41,30.433199999999996,139.94932933386997,498.34,-174.08,672.42,-9.36,1.1556,0.39217428098572027,2.53,0.66,1.8699999999999997,1.05,2.53,1.1556,0.39217428098572027,1.8699999999999997,0.66,0.5416666666666666,510.57,152.202,2.0,0.08,-0.29,-0.37,-0.92,-0.2,0.72,0.13,-1.04,-1.17,-24.53,33.1,57.63,-13.63,74.79,88.42,-23.88,57.92,81.8,1,fall
23,2.272055149078369,0.1391304347826087,0.12500592871315638,0.36,-0.02,0.38,0.1,-0.98,0.2379648560760028,-0.65,-1.45,0.7999999999999999,-0.92,0.061739130434782616,0.15775850859960966,0.45,-0.15,0.6,0.04,-3.741739130434782,78.19180744415235,182.15,-137.16,319.31,1.48,-36.3295652173913,120.59350496901341,181.97,-209.97,391.94,-62.14,-1.3334782608695634,83.28728979800718,170.11,-144.29,314.4,-8.54,1.0121739130434781,0.23616166500050398,1.45,0.7,0.75,0.93,1.45,1.0121739130434781,0.23616166500050398,0.75,0.7,0.4090909090909091,209.97,128.92391304347825,1.45,-0.0,0.08,0.08,-0.96,-0.83,0.13,0.05,0.04,-0.010000000000000002,10.76,1.48,-9.28,-62.14,-87.94,-25.799999999999997,-98.08,54.17,152.25,0,normal
20,1.9529459476470947,0.253,0.07189905203972112,0.4,0.13,0.27,0.255,-0.013999999999999999,0.1270060089751248,0.29,-0.22,0.51,-0.06,0.8995000000000001,0.13732309193630676,1.16,0.69,0.47,0.885,-6.390500000000001,29.860287564272596,32.4,-76.26,108.66,4.54,-10.763500000000002,15.901930460432188,10.46,-51.76,62.22,-9.155000000000001,-3.1295000000000006,29.19706518686965,61.08,-49.16,110.24,-2.6799999999999997,0.9465,0.14191454062958192,1.21,0.77,0.43999999999999995,0.94,1.21,0.9465,0.14191454062958192,0.43999999999999995,0.77,0.05263157894736842,76.26,34.50899999999999,1.16,0.24,0.27,0.030000000000000027,-0.05,-0.08,-0.03,1.01,0.85,-0.16000000000000003,-26.49,-45.19,-18.7,-25.22,0.64,25.86,-23.13,-35.89,-12.760000000000002,0,normal
25,2.435035467147827,-0.07840000000000001,0.11047925898858423,0.01,-0.5,0.51,-0.04,-0.9664,0.14340734523261586,-0.77,-1.57,0.8,-0.97,0.1616,0.07898734075787081,0.41,0.08,0.32999999999999996,0.13,-1.4188,21.097584443090476,56.11,-40.79,96.9,-0.34,-42.683600000000006,28.032843665957255,53.79,-86.82,140.60999999999999,-42.84,7.528799999999999,17.09188216668954,55.62,-19.25,74.87,5.05,0.99,0.1510794492973813,1.6,0.81,0.79,0.97,1.6,0.99,0.1510794492973813,0.79,0.81,1.0,86.82,48.158,1.57,-0.03,0.01,0.04,-0.99,-1.57,-0.5800000000000001,0.12,0.32,0.2,-40.79,56.11,96.9,-28.41,53.79,82.2,-12.03,-2.18,9.85,0,normal
16,1.5520093441009521,-0.09562499999999999,0.1253777625152616,0.04,-0.42,0.45999999999999996,-0.08,-0.85375,0.16003645418049814,-0.58,-1.12,0.5400000000000001,-0.875,0.330625,0.14507325735641285,0.54,0.06,0.48000000000000004,0.33499999999999996,-21.230625,53.01422720600575,91.34,-97.98,189.32,-28.465,-52.13250000000001,112.97176871531518,140.32,-233.16,373.48,-54.16,13.162499999999998,64.971654075707,143.66,-93.42,237.07999999999998,5.065,0.936875,0.15789104893353942,1.21,0.67,0.5399999999999999,0.97,1.21,0.936875,0.15789104893353942,0.5399999999999999,0.67,0.8,233.16,116.599375,1.12,0.04,-0.16,-0.2,-0.92,-0.7,0.22000000000000008,0.53,0.23,-0.30000000000000004,-65.56,-21.62,43.94,-140.67,-132.32,8.349999999999994,63.65,-17.77,-81.42,0,normal
25,2.467832565307617,0.1632,0.10687687620185513,0.35,-0.01,0.36,0.18,-0.0216,0.15512575543732252,0.4,-0.19,0.5900000000000001,-0.07,0.9208,0.15364786580576598,1.21,0.7,0.51,0.91,-1.9571999999999985,38.64520976352265,83.34,-86.46,169.8,2.89,-17.6412,25.227757417839054,40.35,-57.73,98.08,-27.51,4.640800000000002,55.9224573196374,159.75,-63.31,223.06,-14.89,0.9516,0.1641818097922747,1.27,0.72,0.55,0.94,1.27,0.9516,0.1641818097922747,0.55,0.72,0.5416666666666666,159.75,54.1988,1.21,0.25,0.22,-0.03,0.3,-0.13,-0.43,1.13,1.07,-0.05999999999999983,28.27,18.76,-9.509999999999998,40.35,15.28,-25.07,135.8,-20.03,-155.83,0,normal
25,3.2284793853759766,-0.055600000000000004,0.14224626532883033,0.15,-0.3,0.44999999999999996,-0.07,-0.9316000000000001,0.15399350635659934,-0.7,-1.46,0.76,-0.95,0.24960000000000002,0.13151299048636475,0.53,-0.08,0.61,0.25,-10.5756,35.13970606498201,64.95,-70.26,135.21,-14.87,-66.28439999999999,60.181298664950724,57.71,-202.14,259.84999999999997,-65.01,17.9712,37.84735760481393,72.79,-62.57,135.36,29.69,0.9843999999999999,0.15567273364337122,1.47,0.74,0.73,0.97,1.47,0.9843999999999999,0.15567273364337122,0.73,0.74,0.7916666666666666,202.14,81.81280000000001,1.46,0.02,0.02,0.0,-0.97,-0.87,0.09999999999999998,0.34,0.18,-0.16000000000000003,-39.65,45.11,84.75999999999999,-202.14,8.27,210.41,72.79,55.19,-17.60000000000001,0,normal
23,2.27047061920166,-0.13347826086956524,0.17966151749766898,0.07,-0.58,0.6499999999999999,-0.07,-0.9147826086956521,0.1695949603994334,-0.32,-1.16,0.8399999999999999,-0.93,0.23521739130434782,0.15117327701612632,0.56,0.01,0.55,0.18,3.3347826086956522,37.99839971146694,66.99,-112.24,179.23,-1.85,-3.644347826086957,19.638304830121935,19.95,-51.12,71.07,-2.05,-4.305652173913045,38.05447253920561,49.72,-72.12,121.84,-4.26,0.9739130434782608,0.20513275369944264,1.37,0.34,1.03,0.97,1.37,0.9739130434782608,0.20513275369944264,1.03,0.34,0.5,112.24,44.022608695652174,1.16,0.02,-0.02,-0.04,-0.97,-0.97,0.0,0.09,0.22,0.13,40.26,-7.69,-47.949999999999996,-17.56,-11.48,6.079999999999998,-1.1,-11.21,-10.110000000000001,0,normal
25,2.395841598510742,-0.07039999999999999,0.13330666399946653,0.15,-0.3,0.44999999999999996,-0.02,-0.8704000000000001,0.13550768735881127,-0.62,-1.11,0.4900000000000001,-0.87,0.3712,0.10513166348282836,0.63,0.21,0.42000000000000004,0.34,1.1591999999999991,39.04812702721263,93.69,-60.46,154.15,4.52,-9.7404,48.422376583558965,92.99,-142.86,235.85000000000002,-5.18,-5.929599999999999,49.210576647708564,145.91,-89.25,235.16,-14.11,0.9620000000000001,0.14071247279470286,1.26,0.72,0.54,0.97,1.26,0.9620000000000001,0.14071247279470286,0.54,0.72,0.5833333333333334,145.91,58.281600000000005,1.11,-0.14,0.1,0.24000000000000002,-0.82,-0.69,0.13,0.33,0.32,-0.010000000000000009,44.99,-56.05,-101.03999999999999,-61.99,-26.08,35.910000000000004,-24.76,145.91,170.67,0,normal
25,2.4948596954345703,0.019199999999999984,0.4937857160077976,1.68,-0.64,2.32,0.1,-0.46759999999999996,0.6916904413584639,1.36,-1.63,2.99,-0.8,-0.46,0.5645721093595278,0.14,-1.47,1.6099999999999999,-0.08,-62.383200000000016,144.92367490395304,169.1,-501.91,671.01,-19.74,-40.941599999999994,84.06242133478352,131.25,-236.86,368.11,-22.06,38.2408,114.5249151538651,358.69,-142.17,500.86,-10.63,1.1444,0.3569906628097342,2.31,0.77,1.54,0.99,2.31,1.1444,0.3569906628097342,1.54,0.77,0.5,501.91,135.84240000000003,1.68,0.08,-0.34,-0.42000000000000004,-0.96,0.06,1.02,0.09,-0.99,-1.08,-28.18,-46.17,-17.990000000000002,-0.24,1.33,1.57,-7.74,-40.87,-33.129999999999995,1,fall
