time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Total_A
1773566240.63,0.27,-0.02,0.72,28.37,19.42,20.20,0.77
1773566240.74,0.25,-0.12,0.73,-5.69,-12.96,-13.57,0.78
1773566240.85,0.25,-0.10,0.83,2.73,-12.49,-18.54,0.87
1773566240.95,0.29,-0.23,0.94,19.54,4.95,-24.96,1.01
1773566241.05,0.31,0.03,1.24,85.25,-6.57,31.71,1.28
1773566241.16,0.13,0.18,0.90,-91.88,-24.15,5.97,0.93
1773566241.25,0.22,-0.09,0.66,20.67,23.66,-31.47,0.70
1773566241.35,0.17,0.02,0.76,28.34,-11.82,38.79,0.78
1773566241.47,0.14,-0.02,0.96,49.97,-16.34,53.56,0.97
1773566241.57,0.06,-0.10,0.97,-34.11,-25.57,13.22,0.97
1773566241.68,0.28,-0.14,1.18,-12.53,0.34,21.11,1.22
1773566241.78,0.42,0.36,0.87,-114.92,-28.81,-9.66,1.03
1773566241.88,0.34,0.05,0.77,23.73,-30.32,11.75,0.84
1773566241.99,0.20,0.00,0.74,30.52,-1.08,26.70,0.77
1773566242.09,0.25,-0.09,0.82,38.05,-9.92,-0.75,0.86
1773566242.19,0.22,-0.11,0.85,-32.11,3.19,11.95,0.88
1773566242.30,0.26,-0.15,1.13,-23.91,20.84,3.43,1.17
