time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Total_A
1780907012.70,0.15,-0.97,-0.16,-9.89,15.86,12.55,0.99
1780907012.90,0.13,-0.95,-0.25,-6.58,28.89,15.25,0.99
1780907013.10,0.03,-0.93,-0.16,5.43,37.09,10.19,0.94
1780907013.30,-0.05,-0.86,-0.27,13.11,28.22,19.02,0.90
1780907013.50,-0.13,-0.90,-0.17,-14.03,4.76,16.09,0.93
1780907013.70,-0.16,-1.02,-0.25,-19.65,-37.11,-13.95,1.06
1780907013.90,-0.17,-1.07,-0.31,0.60,17.49,14.05,1.12
1780907014.10,-0.05,-0.68,-0.26,23.46,1.81,17.27,0.73
1780907014.30,-0.12,-0.92,-0.21,22.75,20.74,28.89,0.95
1780907014.50,-0.09,-1.12,-0.13,5.37,-20.86,8.20,1.13
1780907014.70,-0.19,-1.06,-0.41,-9.36,-48.76,-10.01,1.15
1780907014.90,-0.38,-1.16,-0.32,-55.79,-61.82,-7.14,1.26
1780907015.10,-0.06,-1.02,-0.28,-15.89,35.77,6.86,1.06
1780907015.30,-0.36,-1.12,-0.51,-19.41,97.48,30.25,1.28
1780907015.50,0.14,-1.00,-0.46,-23.95,117.87,-3.22,1.10
1780907015.70,-0.02,-0.88,-0.40,10.62,154.88,43.92,0.97
1780907015.90,0.24,-0.83,-0.39,13.95,108.98,29.92,0.94
1780907016.10,-0.02,-0.93,-0.28,12.56,90.77,18.68,0.97
1780907016.30,0.00,-0.97,-0.16,-6.35,92.90,0.40,0.98
1780907016.50,-0.38,-0.85,-0.10,11.78,59.51,13.11,0.94
1780907016.70,-0.17,-0.95,-0.04,6.47,45.95,7.76,0.96
1780907016.90,-0.31,-0.92,0.06,13.14,17.95,-10.77,0.97
1780907017.10,0.05,-0.56,-0.17,35.02,13.95,-18.20,0.59
1780907017.30,-0.02,-0.64,0.03,25.88,24.43,-10.89,0.64
1780907017.50,-0.20,-0.94,0.05,18.75,-15.05,2.50,0.96
1780907017.70,0.14,-1.18,0.01,-9.11,-19.59,0.03,1.18
1780907017.90,-0.07,-0.70,-0.17,26.14,-3.79,0.46,0.73
1780907018.10,0.04,-0.82,-0.04,9.64,-12.95,-18.84,0.83
1780907018.30,-0.15,-1.08,-0.09,4.53,-8.37,-10.97,1.10
1780907018.50,-0.13,-1.17,-0.17,-16.01,44.60,-1.57,1.19
1780907018.70,-0.17,-0.73,-0.18,-10.82,9.29,-0.32,0.77
