time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Total_A
1800430855.0,-0.13,-0.97,-0.4,-82.51,19.32,-57.74,1.05
1800430855.096263,-0.08,-0.94,-0.23,-101.38,125.14,-53.35,0.98
1800430855.1925256,-0.25,-0.75,-0.3,-16.75,105.92,-103.73,0.85
1800430855.2887886,-0.07,-0.82,-0.32,30.96,104.14,-48.02,0.89
1800430855.3850513,-0.07,-0.93,-0.24,-19.67,72.09,-38.65,0.96
1800430855.4813142,0.02,-0.92,-0.14,-56.23,29.03,-32.93,0.94
1800430855.577577,0.01,-0.93,-0.13,-60.27,-32.31,-26.78,0.94
1800430855.6738398,0.03,-1.02,-0.22,26.75,-111.54,-5.24,1.04
1800430855.7701027,0.14,-0.9,-0.27,29.25,-164.98,12.33,0.95
1800430855.8663654,0.05,-0.9,-0.18,1.29,-147.58,42.13,0.92
1800430855.9626284,-0.1,-0.99,-0.24,34.89,-111.0,73.7,1.02
1800430856.058891,-0.04,-0.85,-0.22,7.96,-108.21,51.88,0.88
1800430856.155154,0.02,-0.96,-0.24,3.53,-59.78,16.37,0.99
1800430856.251417,-0.11,-1.08,-0.25,-68.27,0.91,8.21,1.11
1800430856.3476796,-0.19,-0.88,-0.26,22.6,-4.95,-11.34,0.94
1800430856.4439425,0.04,-0.77,-0.1,-108.31,53.2,-52.53,0.78
