time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Total_A
1780909317.20,-0.25,-0.95,-0.37,-1.08,-2.01,-11.24,1.06
1780909317.39,-0.17,-0.95,-0.29,18.45,23.30,-28.73,1.01
1780909317.59,0.36,-0.97,-0.35,9.94,76.34,-28.81,1.09
1780909317.79,0.14,-0.93,-0.18,-22.31,30.34,-7.39,0.95
1780909317.99,0.15,-0.96,-0.22,-23.64,-29.50,-9.31,0.99
1780909318.19,0.11,-0.92,-0.45,-10.60,3.16,47.38,1.03
1780909318.39,-0.21,-0.93,-0.61,-25.77,19.47,43.76,1.13
1780909318.60,-0.16,-0.83,-0.45,-11.60,-7.31,4.72,0.96
1780909318.79,-0.28,-0.96,-0.37,17.21,22.57,17.73,1.07
1780909318.99,-0.27,-0.76,-0.35,32.22,55.69,15.84,0.88
1780909319.19,0.25,-0.70,-0.53,-7.29,21.70,-34.97,0.92
1780909319.39,0.14,-0.83,-0.50,-24.64,61.40,4.22,0.98
1780909319.59,-0.00,-0.72,-0.64,-41.86,19.82,6.43,0.96
1780909319.79,0.11,-0.72,-0.69,-33.79,-12.80,10.54,1.00
1780909319.99,-0.07,-0.91,-0.81,15.53,13.92,12.81,1.22
1780909320.19,-0.03,-0.78,-0.65,49.93,-19.25,6.18,1.02
1780909320.39,-0.05,-0.97,-0.50,56.31,-16.11,7.10,1.10
1780909320.59,-0.08,-0.90,-0.40,31.54,-9.47,1.34,0.99
1780909320.79,-0.05,-0.83,-0.34,7.77,7.82,-21.93,0.90
1780909320.99,0.00,-0.91,-0.35,-46.04,-1.66,-7.33,0.97
1780909321.19,-0.01,-0.85,-0.40,-42.35,5.73,-3.19,0.94
1780909321.39,-0.01,-0.87,-0.45,-28.31,-0.34,-2.34,0.99
1780909321.59,0.04,-0.90,-0.59,6.75,-4.45,-8.76,1.08
1780909321.79,-0.01,-0.94,-0.53,37.72,-11.99,8.58,1.08
1780909321.99,-0.13,-1.15,-0.25,123.26,-20.37,27.27,1.19
1780909322.19,-0.15,-0.64,0.63,64.98,-9.47,19.94,0.91
1780909322.39,-0.06,-0.80,0.41,67.53,-13.85,6.95,0.90
1780909322.59,-0.07,-0.75,0.38,41.24,-6.99,12.01,0.84
