time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Total_A
1773566233.43,0.24,-0.05,1.01,-26.49,-25.22,-23.13,1.04
1773566233.54,0.29,0.13,1.16,22.64,-51.76,61.08,1.21
1773566233.63,0.29,0.29,0.89,-50.86,-4.57,-9.88,0.99
1773566233.73,0.33,-0.09,0.69,9.91,-16.98,23.85,0.77
1773566233.84,0.18,-0.06,0.76,5.31,-5.15,13.19,0.78
1773566233.95,0.26,-0.11,0.87,25.14,5.48,15.54,0.91
1773566234.05,0.24,-0.15,0.89,-26.99,9.74,-0.52,0.93
1773566234.16,0.25,-0.22,0.96,-39.88,10.46,21.31,1.02
1773566234.26,0.35,0.20,1.14,-19.65,7.33,-10.83,1.21
1773566234.35,0.13,0.05,0.84,5.42,-16.86,-32.18,0.85
1773566234.47,0.19,-0.07,0.76,-9.56,-13.16,-21.07,0.79
1773566234.57,0.14,-0.06,0.80,3.77,-28.84,-4.84,0.81
1773566234.67,0.17,-0.07,0.96,32.40,-20.73,5.17,0.98
1773566234.78,0.22,-0.08,1.00,-8.47,-30.11,8.15,1.03
1773566234.87,0.30,0.10,1.14,20.70,-19.19,46.17,1.19
1773566234.99,0.40,0.15,0.88,-76.26,1.08,-49.16,0.98
1773566235.09,0.31,-0.02,0.74,14.41,-2.44,6.87,0.81
1773566235.18,0.19,-0.05,0.76,10.82,-13.37,-32.14,0.79
1773566235.29,0.31,-0.09,0.89,25.02,-1.62,-44.28,0.95
1773566235.39,0.27,-0.08,0.85,-45.19,0.64,-35.89,0.89
