time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Total_A
1780907025.90,-0.11,-1.05,-0.15,13.66,49.01,6.58,1.07
1780907026.10,-0.07,-0.73,-0.18,19.08,35.92,-4.63,0.75
1780907026.30,0.23,-0.79,-0.30,3.73,34.31,-6.34,0.87
1780907026.50,0.05,-0.86,-0.20,0.80,43.58,5.43,0.88
1780907026.70,0.10,-0.98,-0.20,1.48,-9.61,19.46,1.01
1780907026.90,0.09,-0.95,-0.26,25.85,-28.41,12.69,0.99
1780907027.10,-0.41,-1.34,-0.29,-58.44,-24.11,35.21,1.43
1780907027.30,-0.17,-0.91,-0.13,-27.57,-3.67,11.06,0.93
1780907027.50,-0.07,-1.10,-0.13,14.11,37.25,0.08,1.11
1780907027.70,-0.08,-0.51,-0.25,4.08,43.81,11.66,0.58
1780907027.90,-0.04,-0.69,-0.15,21.00,42.43,6.17,0.71
1780907028.10,-0.07,-0.93,-0.08,28.20,3.36,15.40,0.94
1780907028.30,0.07,-1.14,-0.23,-13.13,-15.37,-1.92,1.16
1780907028.50,-0.24,-1.44,-0.44,-45.85,-3.96,-3.81,1.52
1780907028.70,-0.15,-1.09,-0.18,-32.93,-20.67,-6.00,1.11
1780907028.94,-0.05,-0.96,-0.06,-6.31,13.77,3.58,0.96
1780907029.10,-0.09,-1.14,-0.45,7.94,5.63,-4.31,1.23
1780907029.30,0.20,-1.38,-0.28,-56.78,30.39,-28.94,1.42
1780907029.50,0.10,-0.99,-0.18,-25.64,-1.32,-16.66,1.01
1780907029.70,-0.02,-0.97,-0.19,-1.28,-54.31,-0.58,0.98
1780907029.90,-0.08,-0.95,-0.36,0.06,-50.80,1.15,1.02
1780907030.10,-0.11,-1.09,-0.31,-6.19,-30.63,-4.49,1.14
