time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Total_A
1780910091.45,-0.10,-0.87,0.08,-8.98,-56.33,3.80,0.88
1780910091.65,0.07,-1.04,-0.34,25.38,33.56,-10.66,1.09
1780910091.85,-0.06,-0.84,-0.38,6.23,28.03,-24.77,0.92
1780910092.05,-0.21,-0.74,-0.05,-15.28,-19.83,-7.93,0.77
1780910092.25,-0.37,-1.13,-0.91,49.18,-20.49,23.73,1.50
1780910092.45,0.17,-0.59,-0.27,8.25,7.82,28.20,0.67
1780910092.65,-0.10,-1.73,-1.13,-8.27,38.91,25.87,2.06
1780910092.85,-0.50,-0.76,0.03,40.81,12.23,-31.44,0.91
1780910093.05,-0.31,-1.60,-1.10,-48.80,-80.06,17.64,1.96
1780910093.25,0.15,-0.55,-0.17,19.29,-10.47,1.31,0.60
1780910093.48,-0.15,-1.43,-1.26,-40.30,22.09,18.76,1.91
1780910093.66,-0.29,-0.50,-0.19,9.51,-4.31,-1.76,0.61
1780910093.85,-0.20,-1.55,-1.21,-95.40,-109.14,-5.61,1.98
1780910094.06,-0.06,-0.68,-0.41,29.07,-100.69,-47.38,0.80
1780910094.26,-0.41,-1.04,-0.83,-23.81,-120.98,-46.55,1.39
1780910094.45,-0.24,-0.33,-0.33,-15.50,-210.02,-45.18,0.53
1780910094.65,0.15,-0.55,-0.69,0.34,-205.18,-85.51,0.90
1780910094.85,-0.54,-0.96,-0.67,30.74,-65.45,5.11,1.29
1780910095.05,-0.02,-0.68,-0.54,-30.87,-34.16,-28.66,0.87
1780910095.25,-0.14,-0.68,-0.26,3.22,14.37,-16.18,0.74
1780910095.45,-0.10,-1.01,-0.78,-40.40,-67.77,12.73,1.29
1780910095.65,0.09,-0.84,-0.66,-4.79,-2.44,-25.53,1.07
