time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Total_A
1780907510.58,-0.35,-0.73,0.16,-25.56,-98.37,-7.59,0.82
1780907510.78,-0.35,-0.82,0.72,-69.37,-27.64,2.01,1.15
1780907510.98,-0.05,-1.37,0.24,-49.37,-112.46,66.74,1.39
1780907511.18,-0.19,-0.69,0.11,-8.44,-145.85,59.53,0.73
1780907511.38,0.04,-0.77,0.33,-50.08,-3.07,11.74,0.84
1780907511.58,-0.15,-1.33,-0.15,23.62,-74.37,33.67,1.34
1780907511.78,-0.11,-0.70,0.30,-25.92,44.31,5.03,0.77
1780907511.98,-0.28,-0.71,0.21,-27.27,0.44,-36.62,0.79
1780907512.18,-0.58,-1.46,0.20,35.68,-8.72,-7.84,1.58
1780907512.38,-0.08,-0.57,0.08,-10.51,20.06,19.19,0.58
1780907512.58,-0.08,-1.09,0.33,-25.06,-54.14,19.44,1.14
1780907512.78,-0.21,-1.56,0.14,32.70,-18.10,12.05,1.58
1780907512.98,-0.08,-0.85,0.19,-7.97,55.65,14.08,0.87
1780907513.18,-0.14,-0.86,0.18,13.97,100.05,-53.32,0.89
1780907513.38,-0.22,-0.78,0.45,7.68,47.44,-37.44,0.92
