time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Total_A
1800430680.0,0.07,0.91,0.03,21.44,27.32,-3.28,0.92
1800430680.1057599,-0.0,0.9,0.03,-16.08,13.63,-5.53,0.9
1800430680.21152,0.02,0.92,0.03,2.38,15.81,-7.49,0.92
1800430680.3172798,0.05,0.91,-0.0,-2.01,29.35,11.85,0.91
1800430680.42304,-0.04,0.9,-0.05,6.0,21.72,4.81,0.91
1800430680.5287998,0.01,0.89,-0.0,5.32,43.48,-22.18,0.89
1800430680.6345599,-0.0,0.89,0.01,-6.12,19.46,-28.28,0.89
1800430680.7403197,0.12,0.88,0.05,-5.23,44.58,-0.54,0.89
1800430680.8460796,0.07,0.8,0.0,-5.96,35.51,-0.73,0.8
1800430680.9518397,0.0,0.85,-0.05,18.24,25.79,-1.5,0.85
1800430681.0575995,-0.01,0.84,-0.06,40.8,2.22,1.67,0.84
1800430681.1633596,-0.2,0.98,-0.11,17.82,1.43,-39.47,1.01
1800430681.2691195,0.02,1.39,0.01,-9.82,11.41,-14.19,1.39
1800430681.3748796,0.29,1.08,0.01,-33.88,48.83,-32.44,1.12
1800430681.4806395,0.31,0.81,0.14,22.83,38.27,-97.52,0.88
1800430681.5863993,0.31,0.89,0.1,39.53,-20.93,-87.05,0.94
1800430681.6921594,0.36,0.87,-0.1,6.07,-6.79,-69.44,0.95
1800430681.7979193,0.41,0.82,-0.04,6.24,31.09,-10.1,0.92
1800430681.9036794,0.33,0.92,0.11,33.79,24.01,27.78,0.98
1800430682.0094392,0.31,0.98,0.01,3.28,18.58,-3.85,1.03
1800430682.115199,0.24,0.94,0.01,18.98,31.81,12.06,0.97
1800430682.2209592,0.18,0.85,0.02,28.16,19.52,7.45,0.87
1800430682.326719,0.25,0.93,0.06,1.64,1.3,-5.3,0.96
1800430682.4324791,0.23,0.89,-0.01,-3.03,13.37,6.03,0.92
