time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Total_A
1780908878.95,-0.09,-0.93,0.27,-2.03,-4.82,-1.83,0.97
1780908879.15,-0.08,-0.98,0.15,-4.66,-8.98,2.34,0.99
1780908879.37,-0.13,-0.99,0.20,13.34,-0.29,-0.99,1.01
1780908879.56,-0.09,-0.91,0.29,22.18,-1.62,-11.08,0.96
1780908879.75,-0.10,-0.89,0.34,22.75,0.56,-5.77,0.95
1780908879.95,-0.08,-0.86,0.44,30.20,2.44,-3.59,0.97
1780908880.15,-0.06,-0.76,0.53,35.81,-3.76,-6.98,0.93
1780908880.36,-0.03,-0.72,0.61,40.91,-2.82,-4.27,0.94
1780908880.55,0.01,-0.56,0.76,69.18,-7.50,-4.52,0.95
1780908880.75,0.06,-0.34,0.89,75.48,-9.70,-24.53,0.96
1780908880.95,0.10,0.07,0.93,75.78,1.12,-21.18,0.94
1780908881.15,-0.05,0.49,1.07,41.08,1.73,-23.24,1.18
1780908881.35,-0.16,0.24,0.86,4.10,-3.38,-16.44,0.91
1780908881.55,-0.03,0.21,0.95,-2.18,-12.88,-14.11,0.98
1780908881.76,-0.06,0.17,0.89,-3.80,-0.93,0.76,0.90
1780908881.95,-0.10,0.15,0.87,0.32,4.03,0.60,0.89
1780908882.16,-0.01,0.20,0.93,-1.31,-1.46,1.48,0.95
1780908882.35,0.01,0.22,0.91,-7.47,-1.27,9.94,0.93
1780908882.55,0.06,0.21,0.94,1.89,-7.76,-0.38,0.97
1780908882.76,-0.03,0.15,0.88,-3.70,3.71,-2.69,0.89
