time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Total_A
1773566931.18,0.03,-1.00,0.02,-16.61,1.30,19.13,1.00
1773566931.28,0.02,-0.98,0.07,-1.07,3.30,21.68,0.98
1773566931.38,-0.02,-0.99,0.04,-16.26,8.99,33.89,0.99
1773566931.48,-0.10,-1.02,0.07,-31.77,4.61,22.85,1.03
1773566931.58,-0.10,-0.98,0.00,-35.47,-3.95,12.32,0.98
1773566931.68,-0.12,-0.95,-0.03,-19.57,10.06,15.25,0.96
1773566931.80,-0.09,-0.95,-0.01,-0.27,4.70,7.89,0.96
1773566931.90,-0.06,-0.92,-0.01,-5.28,8.53,28.64,0.92
1773566932.00,-0.17,-1.02,-0.02,-3.44,-8.55,34.09,1.04
1773566932.10,-0.09,-0.95,-0.01,14.44,-35.83,22.85,0.96
1773566932.20,-0.18,-0.99,0.04,9.10,-35.25,25.56,1.01
1773566932.30,-0.17,-0.90,0.02,-1.31,-51.57,18.67,0.91
1773566932.41,-0.21,-0.85,0.04,21.83,-29.31,-9.59,0.88
1773566932.52,-0.27,-0.89,0.08,22.18,24.53,0.32,0.93
1773566932.61,-0.25,-0.90,-0.04,-12.44,33.18,8.08,0.94
1773566932.73,-0.24,-0.92,0.09,17.74,30.06,-15.45,0.95
1773566932.83,-0.22,-0.88,0.14,-11.71,-7.63,-21.22,0.92
1773566932.92,-0.23,-0.85,0.11,-46.44,-43.08,-34.67,0.89
1773566933.03,-0.30,-0.89,0.13,-65.37,-36.69,-48.75,0.95
1773566933.13,-0.28,-1.05,0.05,-17.50,-30.70,-57.74,1.09
1773566933.23,0.22,-1.50,-0.15,-41.76,-69.82,-37.68,1.53
1773566933.35,-0.31,-0.98,0.04,25.30,8.66,-11.41,1.03
1773566933.45,0.21,-0.72,-0.12,-62.81,40.99,-82.83,0.76
1773566933.60,0.08,-1.00,-0.11,3.22,88.53,-19.15,1.01
1773566933.66,0.17,-1.02,0.11,2.78,-3.02,-16.96,1.04
