time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Total_A
1780908691.69,-0.14,-0.79,-0.46,-43.44,-1.18,0.25,0.92
1780908691.89,-0.20,-0.72,-0.61,17.99,18.92,7.51,0.97
1780908692.09,-0.11,-0.67,-0.37,5.18,18.03,9.44,0.77
1780908692.29,-0.13,-0.81,-0.51,21.71,0.36,-4.19,0.97
1780908692.49,-0.13,-0.89,-0.60,-31.90,-2.66,9.11,1.08
1780908692.69,-0.34,-1.09,-0.75,20.69,-41.92,-10.55,1.36
1780908692.89,-0.27,-0.82,-0.72,83.74,-0.17,-20.42,1.12
1780908693.09,-0.24,-0.91,-0.19,18.14,-1.09,0.28,0.96
1780908693.29,-0.19,-0.97,-0.03,5.41,-12.85,-2.95,0.98
1780908693.50,-0.15,-0.98,-0.21,-12.86,-22.73,-6.46,1.01
1780908693.69,-0.32,-0.98,-0.29,-14.69,1.44,-0.21,1.07
1780908693.89,-0.14,-0.93,-0.27,-31.28,0.91,4.95,0.98
1780908694.09,-0.20,-0.94,-0.32,-44.37,7.69,3.11,1.01
1780908694.29,-0.02,-0.88,-0.42,-38.28,25.27,-0.08,0.98
1780908694.49,-0.07,-0.88,-0.73,-93.27,52.34,17.06,1.15
1780908694.69,-0.05,-0.88,-1.07,-22.61,-1.02,-1.27,1.38
1780908694.89,-0.12,-0.75,-0.82,-0.19,-0.17,2.06,1.12
1780908695.09,-0.04,-0.82,-0.72,2.92,-4.53,7.50,1.09
1780908695.29,-0.05,-0.67,-0.74,50.31,-21.37,-12.24,1.00
1780908695.50,-0.15,-0.56,-0.40,42.65,-20.98,2.21,0.71
1780908695.71,-0.12,-0.84,-0.59,43.40,-8.21,9.59,1.03
1780908695.89,-0.06,-0.83,-0.46,31.59,37.69,22.32,0.95
