time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Total_A
1780907113.83,-0.08,-1.03,-0.34,-2.35,2.89,7.46,1.09
1780907114.03,-0.17,-0.95,-0.41,-6.51,12.27,4.86,1.04
1780907114.23,-0.13,-0.89,-0.36,15.82,64.60,13.27,0.97
1780907114.43,-0.17,-0.86,-0.44,26.73,82.73,4.86,0.98
1780907114.63,0.26,-0.98,-0.15,5.86,94.71,8.58,1.03
1780907114.83,0.05,-0.81,-0.10,12.92,64.60,4.73,0.82
1780907115.03,0.15,-0.94,-0.26,-0.15,79.50,26.54,0.99
1780907115.28,0.15,-0.99,-0.21,-5.31,91.92,33.31,1.02
1780907115.43,-0.12,-0.80,-0.25,37.18,75.35,13.29,0.85
1780907115.63,-0.29,-0.85,-0.31,-12.06,94.87,31.13,0.95
1780907115.83,-0.10,-0.98,-0.18,-12.34,20.37,1.04,1.01
1780907116.03,-0.26,-1.08,-0.17,-17.60,26.17,22.14,1.12
1780907116.23,-0.08,-1.00,-0.41,15.03,25.54,3.02,1.08
1780907116.43,0.06,-1.32,-0.35,-42.02,86.07,10.21,1.37
1780907116.63,0.06,-1.24,-0.25,4.92,8.01,-7.37,1.27
1780907116.83,-0.24,-1.03,-0.50,-2.51,-77.73,-19.79,1.17
1780907117.03,0.25,-1.02,-0.29,-25.07,-76.31,-26.26,1.08
1780907117.23,0.13,-1.08,-0.08,-18.32,8.89,-6.10,1.09
1780907117.43,0.26,-0.39,-0.60,35.31,137.30,40.58,0.76
1780907117.63,-0.04,-0.99,-0.26,36.92,57.25,-14.17,1.03
1780907117.83,-0.24,-0.88,-0.10,18.17,-43.56,-9.44,0.91
1780907118.08,-0.04,-0.43,-0.44,36.73,-76.83,12.11,0.61
1780907118.23,-0.10,-0.77,-0.18,48.19,-14.38,27.71,0.80
1780907118.43,0.06,-1.16,-0.21,15.56,62.56,-3.89,1.18
1780907118.63,-0.06,-0.48,-0.35,19.92,84.72,28.30,0.60
1780907118.83,0.02,-0.69,-0.04,3.19,14.92,-9.56,0.69
1780907119.03,-0.24,-1.03,-0.09,10.96,-42.00,5.16,1.06
1780907119.23,-0.07,-0.52,-0.43,17.08,-52.21,2.21,0.68
1780907119.43,0.10,-0.89,-0.23,35.37,-21.92,13.63,0.93
1780907119.63,-0.04,-1.28,-0.25,-0.34,29.86,-26.27,1.30
1780907119.83,-0.01,-0.71,-0.47,27.15,72.42,26.23,0.85
