time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Total_A
1800430805.0,0.23,-0.85,-0.24,15.56,-86.87,-38.42,0.91
1800430805.0914967,0.3,-0.85,-0.23,25.34,-86.51,-42.15,0.93
1800430805.1829932,0.2,-0.77,-0.13,29.61,-63.8,-45.2,0.81
1800430805.2744899,0.31,-0.71,-0.13,35.93,-42.8,-41.82,0.78
1800430805.3659866,0.31,-0.8,-0.11,35.24,-12.35,-9.71,0.87
1800430805.457483,0.48,-0.93,-0.21,17.7,-3.47,-13.75,1.07
1800430805.5489798,0.5,-0.79,-0.24,-23.89,4.28,-60.06,0.97
1800430805.6404765,0.3,-0.58,0.05,-41.61,15.8,-25.79,0.66
1800430805.731973,0.58,-0.84,-0.11,27.57,-43.06,1.86,1.03
1800430805.8234696,0.24,-0.55,-0.02,-8.23,33.04,24.43,0.6
1800430805.9149663,0.22,-0.92,-0.02,12.3,-3.31,42.2,0.94
1800430806.0064628,0.49,-0.97,-0.16,-28.79,-15.68,-24.04,1.1
1800430806.0979595,0.31,-0.78,-0.15,-32.39,-42.59,-38.01,0.85
1800430806.1894562,0.49,-0.88,-0.42,-30.36,-121.44,-43.09,1.09
1800430806.2809527,0.09,-0.44,-0.15,15.68,-39.7,-68.7,0.47
1800430806.3724494,0.43,-0.97,-0.47,36.18,-159.65,-24.91,1.16
1800430806.463946,0.2,-0.63,-0.18,45.78,-63.51,-49.69,0.68
1800430806.5554426,0.27,-0.87,-0.3,49.91,-74.38,-38.85,0.96
1800430806.6469393,0.27,-0.82,-0.2,67.83,-50.47,-61.99,0.88
1800430806.738436,0.49,-0.86,-0.16,42.93,-12.36,-63.97,1.0
1800430806.8299325,0.66,-0.9,-0.39,-92.78,-17.2,-96.15,1.18
1800430806.9214292,0.34,-0.45,0.05,13.74,7.25,-35.45,0.56
1800430807.0129259,0.62,-0.84,-0.3,-71.8,-108.76,-34.35,1.09
1800430807.1044223,0.16,-0.65,-0.09,30.59,32.72,-37.61,0.67
1800430807.195919,0.33,-0.84,-0.03,74.08,-38.68,-48.59,0.91
