time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Total_A
1780910319.55,0.05,-0.05,1.02,4.61,2.96,-6.31,1.02
1780910319.75,0.04,-0.10,0.91,-3.33,4.04,-5.45,0.92
1780910319.95,0.06,-0.09,0.93,-3.31,2.21,-5.08,0.94
1780910320.15,-0.00,-0.11,0.91,-3.24,0.67,1.03,0.92
1780910320.35,0.04,-0.11,0.91,-5.96,-0.58,3.00,0.92
1780910320.55,0.01,-0.14,0.91,-4.07,-1.95,0.59,0.92
1780910320.75,0.03,-0.14,0.91,-1.44,-2.03,-0.85,0.92
1780910320.95,0.03,-0.14,0.91,0.31,-0.54,0.12,0.92
1780910321.15,0.02,-0.13,0.92,-0.12,-0.89,1.14,0.93
1780910321.35,0.02,-0.12,0.93,0.44,-0.37,1.09,0.94
1780910321.55,0.02,-0.10,0.93,3.68,0.93,-0.61,0.94
1780910321.75,0.01,-0.10,0.93,-0.78,-0.38,0.11,0.94
1780910321.95,0.01,-0.10,0.93,-0.95,-0.10,-0.57,0.93
1780910322.15,0.00,-0.09,0.94,-3.75,-1.53,0.16,0.95
1780910322.35,0.02,-0.12,0.91,-8.21,-2.80,-0.23,0.92
1780910322.55,0.02,-0.12,0.91,-3.33,-1.47,0.07,0.92
1780910322.75,0.01,-0.14,0.95,-2.22,-4.78,-2.19,0.96
1780910322.95,0.03,-0.15,0.90,-1.11,-0.37,-0.03,0.92
1780910323.15,0.02,-0.13,0.94,0.24,-0.14,-0.98,0.95
1780910323.35,-0.00,-0.11,0.92,-0.39,-0.24,-1.29,0.93
