time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Total_A
1773567052.89,-0.02,-0.86,0.19,-32.03,52.56,-39.97,0.88
1773567052.91,-0.17,-0.95,0.25,21.07,82.79,4.06,1.00
1773567052.97,-0.10,-0.84,0.28,4.34,66.72,-23.51,0.89
1773567053.08,0.14,-1.03,0.30,36.31,62.95,-47.22,1.08
1773567053.18,0.08,-0.94,0.37,44.06,-8.08,-9.94,1.01
1773567053.28,0.09,-0.81,0.22,-17.57,-41.71,-19.99,0.85
1773567053.37,0.02,-0.90,0.30,38.21,-50.79,36.26,0.95
1773567053.49,-0.05,-0.95,0.42,-17.22,-57.95,54.46,1.04
1773567053.59,-0.16,-1.05,0.40,-58.09,-19.92,76.43,1.14
1773567053.70,-0.20,-0.77,0.35,-64.20,-39.01,13.66,0.87
1773567053.80,-0.13,-0.86,0.28,-35.05,3.59,22.72,0.91
1773567053.90,-0.32,-0.82,0.31,26.60,-57.73,6.41,0.93
1773567054.00,-0.17,-0.87,0.27,-27.66,-84.06,78.00,0.93
1773567054.10,-0.34,-0.89,0.24,2.40,-136.49,16.30,0.99
1773567054.22,-0.29,-0.87,0.28,-41.97,-147.10,37.77,0.96
1773567054.32,-0.32,-0.90,0.30,-52.95,-147.02,39.97,1.01
1773567054.42,-0.15,-0.97,0.32,2.15,-192.63,36.18,1.03
1773567054.52,0.24,-0.76,0.47,-0.05,-218.31,82.44,0.93
1773567054.62,-0.04,-0.88,0.51,-1.31,-160.49,73.94,1.02
1773567054.72,-0.12,-0.69,0.41,-32.99,-153.83,129.68,0.82
1773567054.83,-0.05,-0.68,0.22,24.95,-143.39,110.43,0.72
1773567054.93,-0.33,-0.81,0.38,35.33,-122.90,125.97,0.96
1773567055.03,-0.31,-0.67,0.64,-30.43,-106.84,110.70,0.97
1773567055.13,-0.41,-0.72,0.47,-90.44,-67.95,48.21,0.95
1773567055.25,-0.39,-0.75,0.50,-78.23,-27.39,-15.21,0.98
