time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Total_A
1780909255.24,0.02,-0.92,-0.31,-1.76,38.56,16.51,0.97
1780909255.43,-0.06,-0.96,-0.45,-43.61,10.75,-1.75,1.06
1780909255.63,-0.03,-0.87,-0.69,-10.24,-49.57,-3.91,1.12
1780909255.83,0.07,-0.96,-0.57,5.31,-6.86,-3.66,1.12
1780909256.04,-0.20,-0.92,-0.39,-4.98,-32.47,-36.14,1.02
1780909256.24,-0.13,-0.90,-0.45,-16.72,-117.49,-51.12,1.01
1780909256.44,0.00,-0.91,-0.36,-43.76,-44.00,-46.67,0.98
1780909256.64,0.16,-0.82,-0.51,6.76,-96.83,-71.79,0.98
1780909256.84,0.58,-0.78,-0.66,-3.02,-41.60,-53.34,1.18
1780909257.04,0.36,-0.82,-0.70,-36.39,-57.82,-33.13,1.14
1780909257.23,0.32,-0.71,-0.37,46.78,-65.44,2.41,0.87
1780909257.43,0.31,-1.08,-0.90,-83.75,42.27,60.46,1.44
1780909257.63,-0.25,-0.92,-0.68,-19.13,33.48,42.92,1.17
1780909257.84,-0.05,-0.89,-0.63,8.56,58.57,40.78,1.09
1780909258.03,-0.29,-0.80,-0.68,17.54,32.42,8.27,1.08
1780909258.23,0.07,-0.95,-0.78,9.86,32.67,-9.79,1.23
1780909258.43,0.31,-0.92,-0.57,19.46,-48.59,-60.72,1.13
1780909258.63,0.20,-0.88,-0.49,9.10,-69.58,-41.07,1.03
1780909258.89,0.44,-0.82,-0.47,0.34,-69.14,-27.28,1.04
1780909259.03,0.38,-0.83,-0.40,29.67,-34.53,11.60,1.00
1780909259.23,0.16,-0.83,-0.81,21.30,51.75,55.39,1.17
1780909259.44,-0.16,-1.01,-0.73,-22.21,70.88,64.99,1.26
1780909259.63,-0.07,-0.82,-0.53,-1.73,58.59,31.39,0.97
1780909259.83,-0.28,-0.83,-0.59,11.72,93.93,55.20,1.05
1780909260.04,-0.33,-0.86,-0.43,27.66,65.43,21.52,1.01
1780909260.24,0.20,-0.88,-0.71,6.82,9.01,-56.79,1.15
