time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Total_A
1780909905.25,-0.08,-0.72,-0.40,2.69,79.74,77.88,0.83
1780909905.45,0.47,-0.80,-0.53,-11.66,71.11,34.50,1.07
1780909905.65,0.48,-0.78,-0.68,10.61,171.39,23.52,1.13
1780909905.85,-0.01,-0.85,-0.54,-65.11,215.13,49.31,1.01
1780909906.05,0.35,-1.13,-0.38,-46.75,68.95,22.04,1.24
1780909906.26,0.04,-0.44,-0.50,8.27,97.13,36.64,0.67
1780909906.45,0.37,-0.59,-0.29,7.28,25.39,43.48,0.75
1780909906.65,0.01,-0.34,-0.29,47.76,65.99,23.27,0.45
1780909906.85,-0.05,-1.05,-0.50,6.34,91.95,82.85,1.17
1780909907.05,0.24,-0.36,-0.22,57.45,18.06,14.18,0.49
1780909907.25,0.43,-1.45,-0.84,7.01,-35.02,9.90,1.73
1780909907.45,0.18,-0.63,-0.18,22.56,1.94,0.52,0.68
1780909907.65,0.60,-1.37,-0.49,-55.75,30.95,-1.56,1.58
1780909907.85,0.06,-0.37,-0.28,75.59,-82.69,-46.05,0.47
1780909908.05,0.31,-1.50,-0.75,83.56,-114.40,-41.82,1.70
1780909908.25,0.03,-0.33,-0.22,69.98,-118.95,-44.25,0.40
1780909908.45,0.51,-1.69,-0.42,-56.97,-108.37,-49.48,1.81
1780909908.65,-0.13,-0.52,-0.36,3.73,-150.82,-6.89,0.65
1780909908.85,0.27,-1.04,-0.60,60.11,-107.40,44.87,1.23
1780909909.05,0.42,-0.69,-0.23,53.37,-78.78,-29.55,0.84
1780909909.25,0.25,-0.66,-0.60,-19.40,12.11,-10.93,0.92
1780909909.45,-0.08,-0.69,-0.29,-1.92,20.93,8.32,0.76
