file,rows,start_time,end_time,duration_seconds,max_total_a,max_abs_gyro
normal_318.csv,21,1800430570.0,1800430572.2561564,2.2561564445495605,1.55,140.15
normal_319.csv,26,1800430575.0,1800430577.469041,2.469041109085083,1.24,154.48
normal_320.csv,23,1800430580.0,1800430582.399088,2.399087905883789,1.18,144.37
normal_321.csv,25,1800430585.0,1800430587.2962182,2.296218156814575,1.2,112.19
normal_322.csv,19,1800430590.0,1800430591.8073764,1.8073763847351074,1.73,451.05
normal_323.csv,25,1800430595.0,1800430597.3778718,2.3778717517852783,1.97,202.19
normal_324.csv,18,1800430600.0,1800430601.6464086,1.6464085578918457,1.2,214.84
normal_325.csv,25,1800430605.0,1800430607.3040664,2.3040664196014404,1.32,227.24
normal_326.csv,25,1800430610.0,1800430612.405588,2.405587911605835,1.35,121.0
normal_327.csv,25,1800430615.0,1800430617.4925303,2.492530345916748,1.87,230.76
normal_328.csv,25,1800430620.0,1800430622.429114,2.4291141033172607,1.39,151.9
normal_329.csv,26,1800430625.0,1800430627.6475053,2.647505283355713,1.37,105.08
normal_330.csv,27,1800430630.0,1800430632.4264386,2.426438570022583,1.26,74.81
normal_331.csv,23,1800430635.0,1800430637.462712,2.462712049484253,2.08,369.27
normal_332.csv,23,1800430640.0,1800430642.4067872,2.406787157058716,1.42,108.58
normal_333.csv,22,1800430645.0,1800430646.9504569,1.9504568576812744,1.26,73.35
normal_334.csv,24,1800430650.0,1800430653.1811748,3.1811747550964355,1.21,185.03
normal_335.csv,25,1800430655.0,1800430657.4083977,2.408397674560547,2.19,206.25
normal_336.csv,18,1800430660.0,1800430661.8479724,1.8479723930358887,2.3,491.2
normal_337.csv,25,1800430665.0,1800430667.5387342,2.538734197616577,1.95,286.11
normal_338.csv,27,1800430670.0,1800430672.4404044,2.4404044151306152,1.26,99.76
normal_339.csv,25,1800430675.0,1800430677.3531015,2.3531014919281006,1.26,114.98
normal_340.csv,24,1800430680.0,1800430682.4324791,2.4324791431427,1.39,97.52
normal_341.csv,21,1800430685.0,1800430687.2451525,2.245152473449707,2.09,469.91
normal_342.csv,26,1800430690.0,1800430692.4926891,2.4926891326904297,1.13,158.05
normal_343.csv,25,1800430695.0,1800430697.4650354,2.4650354385375977,1.24,147.82
normal_344.csv,26,1800430700.0,1800430702.389857,2.389857053756714,1.52,182.83
normal_345.csv,26,1800430705.0,1800430708.363778,3.3637781143188477,1.25,183.32
normal_346.csv,24,1800430710.0,1800430712.4726582,2.472658157348633,1.2,207.16
normal_347.csv,19,1800430715.0,1800430716.870143,1.870142936706543,1.38,134.88
normal_348.csv,25,1800430720.0,1800430722.4186702,2.418670177459717,1.52,169.81
normal_349.csv,26,1800430725.0,1800430727.523989,2.523988962173462,1.66,183.25
normal_350.csv,25,1800430730.0,1800430732.2335663,2.2335662841796875,1.22,174.7
normal_351.csv,24,1800430735.0,1800430737.4351156,2.4351155757904053,1.25,105.04
normal_352.csv,25,1800430740.0,1800430742.3904696,2.390469551086426,1.07,161.65
normal_353.csv,25,1800430745.0,1800430747.4180894,2.4180893898010254,1.26,157.98
normal_354.csv,27,1800430750.0,1800430753.2603862,3.2603862285614014,1.09,146.75
normal_355.csv,23,1800430755.0,1800430757.3798454,2.379845380783081,1.78,324.28
normal_356.csv,27,1800430760.0,1800430762.5133574,2.513357400894165,1.42,91.75
normal_357.csv,27,1800430765.0,1800430768.1525114,3.1525113582611084,1.35,119.35
normal_358.csv,25,1800430770.0,1800430772.392086,2.3920860290527344,1.84,202.5
normal_359.csv,24,1800430775.0,1800430777.4564908,2.4564907550811768,1.84,301.11
normal_360.csv,24,1800430780.0,1800430782.4686975,2.4686975479125977,1.14,132.73
normal_361.csv,23,1800430785.0,1800430788.0811622,3.081162214279175,1.65,168.54
normal_362.csv,24,1800430790.0,1800430792.4497108,2.4497108459472656,1.22,117.61
normal_363.csv,23,1800430795.0,1800430797.3039308,2.3039307594299316,1.42,274.3
normal_364.csv,23,1800430800.0,1800430802.3727531,2.372753143310547,1.28,140.88
normal_365.csv,25,1800430805.0,1800430807.195919,2.1959190368652344,1.18,159.65
normal_366.csv,25,1800430810.0,1800430812.242357,2.242357015609741,1.08,182.45
normal_367.csv,25,1800430815.0,1800430817.405308,2.4053080081939697,1.59,273.49
normal_368.csv,26,1800430820.0,1800430822.588081,2.588080883026123,1.22,100.08
normal_369.csv,27,1800430825.0,1800430827.3677351,2.3677351474761963,1.14,167.87
normal_370.csv,22,1800430830.0,1800430832.1757956,2.175795555114746,1.14,200.85
normal_371.csv,24,1800430835.0,1800430837.3506236,2.350623607635498,1.05,136.96
normal_372.csv,23,1800430840.0,1800430842.3760364,2.3760364055633545,1.44,129.67
normal_373.csv,25,1800430845.0,1800430847.516564,2.516563892364502,1.64,264.53
normal_374.csv,24,1800430850.0,1800430853.2347667,3.234766721725464,1.41,157.02
normal_375.csv,16,1800430855.0,1800430856.4439423,1.4439423084259033,1.11,164.98
normal_376.csv,25,1800430860.0,1800430862.422189,2.4221889972686768,1.31,145.13
normal_377.csv,27,1800430865.0,1800430867.4154172,2.415417194366455,1.19,183.01
normal_378.csv,23,1800430870.0,1800430873.322318,3.3223180770874023,1.64,189.43
normal_379.csv,26,1800430875.0,1800430877.477704,2.4777040481567383,1.34,94.96
