rows,duration,AccelX_mean,AccelX_std,AccelX_max,AccelX_min,AccelX_range,AccelX_median,AccelY_mean,AccelY_std,AccelY_max,AccelY_min,AccelY_range,AccelY_median,AccelZ_mean,AccelZ_std,AccelZ_max,AccelZ_min,AccelZ_range,AccelZ_median,GyroX_mean,GyroX_std,GyroX_max,GyroX_min,GyroX_range,GyroX_median,GyroY_mean,GyroY_std,GyroY_max,GyroY_min,GyroY_range,GyroY_median,GyroZ_mean,GyroZ_std,GyroZ_max,GyroZ_min,GyroZ_range,GyroZ_median,Total_A_mean,Total_A_std,Total_A_max,Total_A_min,Total_A_range,Total_A_median,A_peak,A_mean,A_std,A_range,A_min,A_peak_index_ratio,gyro_abs_peak,gyro_abs_mean,accel_abs_peak,accel_abs_mean,AccelX_first,AccelX_last,AccelX_delta,AccelY_first,AccelY_last,AccelY_delta,AccelZ_first,AccelZ_last,AccelZ_delta,GyroX_first,GyroX_last,GyroX_delta,GyroY_first,GyroY_last,GyroY_delta,GyroZ_first,GyroZ_last,GyroZ_delta,label,label_name
25,4.800000190734863,0.031599999999999996,0.1484273110538174,0.34,-0.31,0.65,0.01,-0.7931999999999999,0.08264986388373545,-0.53,-0.95,0.41999999999999993,-0.79,-0.616,0.07291547618075785,-0.51,-0.78,0.27,-0.6,-5.1256,16.782850641850647,24.95,-63.43,88.38,-4.04,9.73,70.64774819482925,147.54,-96.09,243.63,-14.34,6.0536,45.856511522356335,95.44,-80.05,175.49,9.91,1.0171999999999999,0.07992287949433921,1.23,0.8,0.42999999999999994,1.02,1.23,1.0171999999999999,0.07992287949433921,0.42999999999999994,0.8,0.75,147.54,61.18999999999999,0.95,0.7959999999999999,-0.02,-0.04,-0.02,-0.8,-0.79,0.010000000000000009,-0.55,-0.6,-0.04999999999999993,0.12,3.31,3.19,-35.74,-14.34,21.400000000000002,-25.97,9.91,35.879999999999995,0,normal
25,2.4800000190734863,0.061200000000000004,0.15969554366564734,0.46,-0.21,0.67,0.01,-0.9688,0.1507846145997661,-0.85,-1.66,0.8099999999999999,-0.96,0.031599999999999996,0.13230898180647702,0.21,-0.34,0.55,0.04,-5.888,36.96075576427878,99.95,-112.9,212.85000000000002,-2.44,-13.966000000000001,36.31640113869582,99.92,-73.37,173.29000000000002,-7.88,-13.357599999999998,33.23492418626326,26.55,-118.57,145.12,-5.77,0.99,0.16327379867367983,1.74,0.87,0.87,0.97,1.74,0.99,0.16327379867367983,0.87,0.87,0.7916666666666666,118.57,36.4788,1.66,0.9688,0.02,0.28,0.26,-0.98,-0.89,0.08999999999999997,0.04,0.13,0.09,1.74,-10.38,-12.120000000000001,-21.18,-13.65,7.529999999999999,2.99,26.55,23.560000000000002,0,normal
18,3.4000000953674316,0.07500000000000001,0.3901319535445291,1.34,-0.41,1.75,0.04,-0.4705555555555556,0.38750289899822193,0.04,-1.22,1.26,-0.20500000000000002,0.33222222222222225,0.5894319853549492,1.05,-0.36,1.4100000000000001,0.365,5.420555555555554,63.28785800026287,158.76,-188.16,346.91999999999996,4.965,11.016111111111108,25.908250364084886,69.56,-17.21,86.77000000000001,4.16,-15.177222222222225,60.557386862337204,143.95,-186.56,330.51,-15.03,0.935,0.27931112738727926,1.82,0.45,1.37,0.915,1.82,0.935,0.27931112738727926,1.37,0.45,0.4117647058823529,188.16,51.669444444444444,1.34,0.8516666666666668,0.22,-0.13,-0.35,-0.97,-0.16,0.8099999999999999,-0.31,0.9,1.21,-1.51,5.01,6.52,8.37,3.47,-4.899999999999999,0.45,3.5,3.05,1,fall
19,3.5900001525878906,0.6710526315789473,0.4901801793087257,1.96,0.06,1.9,0.74,-0.4789473684210525,0.5454141620705631,0.1,-1.99,2.09,-0.52,-0.16631578947368422,0.5115576488238402,0.57,-1.8,2.37,-0.23,0.6789473684210533,44.28718348520971,74.8,-116.97,191.76999999999998,-5.94,19.005789473684207,35.80526176660965,128.15,-35.73,163.88,5.87,-25.17684210526316,61.255592583918556,32.4,-250.14,282.53999999999996,-3.53,1.0789473684210524,0.5628093691161442,3.32,0.59,2.73,0.98,3.32,1.0789473684210524,0.5628093691161442,2.73,0.59,0.4444444444444444,250.14,45.03631578947368,1.99,0.938421052631579,0.23,0.96,0.73,-0.94,0.0,0.94,-0.28,0.17,0.45000000000000007,-4.21,0.95,5.16,2.16,1.51,-0.6500000000000001,2.21,2.77,0.56,1,fall
18,3.4000000953674316,-0.5811111111111111,0.5683090386389195,0.8,-2.0,2.8,-0.745,-0.23333333333333328,0.482017817586226,0.34,-1.32,1.6600000000000001,-0.005,0.3516666666666667,0.5109420365421916,1.47,-0.91,2.38,0.5,5.433333333333334,60.561091761081364,157.95,-87.03,244.98,-2.175,-14.979999999999999,31.140328495754975,21.28,-99.18,120.46000000000001,-3.58,-0.5172222222222221,45.430182867334764,104.24,-118.71,222.95,-1.04,1.0377777777777777,0.4768592782381717,2.51,0.3,2.21,0.975,2.51,1.0377777777777777,0.4768592782381717,2.21,0.3,0.35294117647058826,157.95,45.121111111111105,2.0,0.87,-0.11,-0.83,-0.72,-0.97,0.0,0.97,-0.12,0.51,0.63,-0.05,-3.05,-3.0,-3.49,-0.57,2.9200000000000004,8.21,-0.27,-8.48,1,fall
25,3.3400001525878906,-0.07800000000000001,0.15016657417681206,0.2,-0.37,0.5700000000000001,-0.09,-0.9292,0.18511077764409073,-0.65,-1.53,0.88,-0.89,0.2676,0.21710750025429032,1.07,0.02,1.05,0.23,-27.637600000000003,35.5604265394366,61.18,-91.71,152.89,-33.66,-108.7208,56.37445778896681,-20.46,-224.57,204.10999999999999,-108.55,17.994,28.072768388600366,73.1,-26.73,99.83,13.22,0.992,0.24336187047275915,1.9,0.65,1.25,0.94,1.9,0.992,0.24336187047275915,1.25,0.65,0.08333333333333333,224.57,110.41239999999999,1.53,0.9292,0.09,-0.13,-0.22,-0.65,-0.99,-0.33999999999999997,0.09,0.13,0.04000000000000001,61.18,-22.27,-83.45,-29.88,-40.98,-11.099999999999998,2.29,1.5,-0.79,0,normal
16,3.010000228881836,0.213125,0.47411276787982276,1.53,-0.49,2.02,0.27,-0.5225,0.3346739707038279,-0.06,-1.07,1.01,-0.52,0.3225,0.5724392253040201,1.22,-0.59,1.81,0.37,6.131874999999998,55.85900502977713,128.57,-125.24,253.81,-4.245,13.920625,52.76921065277239,115.56,-75.36,190.92000000000002,-7.0,1.711875000000001,63.36503338790251,152.67,-112.58,265.25,-10.705,0.9881249999999999,0.2713231468194337,1.73,0.54,1.19,0.935,1.73,0.9881249999999999,0.2713231468194337,1.19,0.54,0.4,152.67,57.7225,1.53,0.8574999999999999,0.31,0.15,-0.16,-0.94,-0.08,0.86,-0.22,0.9,1.12,4.81,-4.6,-9.41,-5.58,-0.1,5.48,1.65,10.4,8.75,1,fall
23,4.389999866485596,-0.15086956521739134,0.14231568761282595,0.12,-0.44,0.56,-0.1,-0.6313043478260871,0.5309708462106858,0.6,-2.0,2.6,-0.8,0.28826086956521735,0.6425209736506876,1.89,-0.43,2.32,-0.15,15.123043478260866,50.207372370162986,183.01,-58.62,241.63,8.33,-5.168695652173914,19.048014762782024,43.97,-44.64,88.61,-3.84,6.061739130434782,21.4782967947084,58.73,-34.22,92.94999999999999,2.43,1.0156521739130433,0.4093323398253275,2.76,0.5,2.26,0.96,2.76,1.0156521739130433,0.4093323398253275,2.26,0.5,0.5454545454545454,183.01,37.97304347826086,2.0,0.8956521739130437,-0.1,-0.26,-0.16,-0.9,-0.45,0.45,-0.15,0.79,0.9400000000000001,-31.47,12.14,43.61,43.97,13.67,-30.299999999999997,20.71,-34.22,-54.93,1,fall
24,4.6000001430511475,0.08375,0.25532268585663026,0.45,-0.46,0.91,0.14,-0.8170833333333333,0.1600673544824631,-0.61,-1.1,0.4900000000000001,-0.77,-0.6966666666666667,0.16188204687811825,-0.45,-1.24,0.79,-0.66,-3.68,20.886801116244804,41.62,-34.56,76.18,-2.855,4.017916666666666,91.2577244844496,125.96,-153.67,279.63,25.945,3.2445833333333347,68.95634144809162,98.95,-129.98,228.93,0.6150000000000002,1.1145833333333333,0.17472908636855058,1.6,0.89,0.7100000000000001,1.065,1.6,1.1145833333333333,0.17472908636855058,0.7100000000000001,0.89,0.391304347826087,153.67,85.44583333333333,1.24,0.8429166666666666,0.21,-0.09,-0.3,-0.95,-1.08,-0.13000000000000012,-0.53,-0.61,-0.07999999999999996,14.13,41.62,27.489999999999995,90.31,51.24,-39.07,54.66,65.95,11.290000000000006,0,normal
25,2.4800000190734863,-0.08280000000000001,0.11678042073338608,0.09,-0.38,0.47,-0.08,-0.9528,0.1335889216963742,-0.67,-1.3,0.63,-0.95,0.1432,0.08620324819866129,0.33,-0.01,0.34,0.14,-5.478399999999999,43.333420385809994,68.96,-123.79,192.75,-10.4,7.1564,47.410175321337924,110.49,-66.66,177.14999999999998,1.79,-5.5964,26.86884547823619,49.95,-64.83,114.78,-5.45,0.9783999999999999,0.14305243793798134,1.32,0.68,0.64,0.98,1.32,0.9783999999999999,0.14305243793798134,0.64,0.68,0.8333333333333334,123.79,53.142799999999994,1.3,0.9528,-0.03,0.09,0.12,-0.91,-0.8,0.10999999999999999,0.14,0.02,-0.12000000000000001,-10.4,56.11,66.51,24.55,-16.35,-40.900000000000006,-29.48,-21.63,7.850000000000001,0,normal
21,4.0,-0.47142857142857136,0.5660148912730628,1.19,-1.02,2.21,-0.62,-0.3304761904761905,0.5765455419173423,0.6,-1.01,1.6099999999999999,-0.25,0.08523809523809522,0.245817392542087,0.75,-0.43,1.18,0.03,-0.40333333333333327,16.82132406599829,43.84,-43.47,87.31,-1.52,-3.3361904761904757,32.046907413382414,62.02,-72.87,134.89000000000001,1.76,20.869999999999997,47.1238226378124,169.06,-47.67,216.73000000000002,7.69,0.9952380952380951,0.16578959700834814,1.37,0.51,0.8600000000000001,0.99,1.37,0.9952380952380951,0.16578959700834814,0.8600000000000001,0.51,0.45,169.06,35.42904761904762,1.19,0.9257142857142858,-0.03,-0.96,-0.9299999999999999,-1.01,0.19,1.2,-0.01,0.16,0.17,-0.38,0.46,0.8400000000000001,-9.29,4.89,14.18,2.37,4.18,1.8099999999999996,1,fall
25,2.4800000190734863,-0.42,0.5961962764056817,0.91,-2.0,2.91,-0.17,-0.7308000000000001,0.36505616006307856,-0.21,-2.0,1.79,-0.69,-0.1492,0.2119929244102265,0.17,-0.7,0.87,-0.03,-1.1215999999999997,120.30590625844879,498.63,-209.5,708.13,-14.82,35.546800000000005,100.52806804237974,417.51,-64.67,482.18,6.53,42.3652,77.49324062566146,256.79,-105.68,362.47,45.3,1.0556,0.36890694400259433,2.26,0.53,1.7299999999999998,0.99,2.26,1.0556,0.36890694400259433,1.7299999999999998,0.53,0.5,498.63,93.6764,2.0,0.9568000000000001,0.15,-0.85,-1.0,-0.95,-0.57,0.38,0.04,-0.32,-0.36,-8.32,-51.66,-43.339999999999996,13.68,-21.68,-35.36,-9.89,-14.96,-5.07,1,fall
18,3.4000000953674316,-0.18944444444444444,0.3521943350952747,0.76,-0.67,1.4300000000000002,-0.32,-0.4677777777777778,0.462048578494609,0.84,-0.98,1.8199999999999998,-0.46,0.27944444444444444,0.7159565565379461,2.0,-0.85,2.85,0.16999999999999998,30.939444444444447,75.0145509392303,250.13,-50.79,300.92,1.6800000000000002,-7.032777777777777,66.60734660112074,75.6,-250.14,325.74,3.37,14.753888888888888,44.934483697527874,157.51,-56.05,213.56,4.885,1.011111111111111,0.346136472386745,2.2,0.6,1.6,0.965,2.2,1.011111111111111,0.346136472386745,1.6,0.6,0.5294117647058824,250.14,52.715,2.0,0.8666666666666667,0.06,-0.49,-0.55,-0.95,-0.19,0.76,-0.24,0.84,1.08,2.27,-2.98,-5.25,1.84,2.09,0.24999999999999978,0.05,4.5,4.45,1,fall
17,1.6699998378753662,0.23882352941176468,0.08469669067776324,0.42,0.06,0.36,0.25,-0.031176470588235295,0.13869401361185243,0.36,-0.23,0.59,-0.09,0.8864705882352941,0.16762835292957556,1.24,0.66,0.58,0.85,0.707058823529413,49.82916211475789,85.25,-114.92,200.17000000000002,19.54,-6.331176470588235,16.92701350000678,23.66,-30.32,53.980000000000004,-9.92,8.202352941176471,23.102819235271852,53.56,-31.47,85.03,11.75,0.9311764705882353,0.1680729883466249,1.28,0.7,0.5800000000000001,0.88,1.28,0.9311764705882353,0.1680729883466249,0.5800000000000001,0.7,0.25,114.92,41.84941176470588,1.24,0.8864705882352941,0.27,0.26,-0.010000000000000009,-0.02,-0.15,-0.13,0.72,1.13,0.4099999999999999,28.37,-23.91,-52.28,19.42,20.84,1.4199999999999982,20.2,3.43,-16.77,0,normal
21,3.990000009536743,-0.10380952380952377,0.16868539327624638,0.26,-0.37,0.63,-0.12,-0.9466666666666667,0.1927779378801769,-0.56,-1.26,0.7,-0.95,-0.2899999999999999,0.13999999999999999,-0.06,-0.55,0.49000000000000005,-0.3,-9.89,21.977824050619752,27.4,-49.02,76.42,-9.01,-15.385238095238094,96.93079369421503,152.24,-192.56,344.8,-18.26,-1.5819047619047621,30.699932999771775,62.48,-61.89,124.37,-5.55,1.0195238095238095,0.18219429712469573,1.36,0.69,0.6700000000000002,1.04,1.36,1.0195238095238095,0.18219429712469573,0.6700000000000002,0.69,0.85,192.56,79.82428571428571,1.26,0.9466666666666667,-0.03,-0.03,0.0,-0.9,-1.0,-0.09999999999999998,-0.25,-0.28,-0.030000000000000027,-1.93,16.81,18.74,-2.78,-33.21,-30.43,-5.55,-22.47,-16.919999999999998,0,normal
17,3.200000047683716,-0.38411764705882356,0.5401742638205912,0.21,-2.0,2.21,-0.44,-0.5352941176470589,0.5684421435715646,0.14,-2.0,2.14,-0.32,0.37941176470588234,0.5386263847537932,1.05,-0.41,1.46,0.67,-5.210588235294118,42.125787747914615,101.31,-90.95,192.26,-2.86,-16.57588235294118,69.00033542117961,34.74,-250.14,284.88,-0.93,-3.1835294117647046,57.92211310686711,117.69,-120.89,238.57999999999998,7.98,1.0905882352941176,0.5037542876769797,2.85,0.6,2.25,1.02,2.85,1.0905882352941176,0.5037542876769797,2.25,0.6,0.375,250.14,55.194705882352935,2.0,0.9194117647058823,0.21,-0.44,-0.65,-0.99,-0.21,0.78,-0.29,0.71,1.0,-5.21,-1.03,4.18,14.99,-10.82,-25.810000000000002,5.48,-15.89,-21.37,1,fall
21,4.0,0.41714285714285715,0.42946644638601117,1.25,-0.09,1.34,0.38,-0.5357142857142856,0.5915367395908003,0.82,-2.0,2.82,-0.48,0.30666666666666664,0.32066077610667215,0.94,-0.06,1.0,0.19,0.12857142857142867,23.58873529583862,39.89,-51.88,91.77000000000001,4.37,-0.030476190476191517,34.46155386458807,88.53,-69.98,158.51,-1.83,-13.431904761904761,24.60217807817991,23.55,-84.16,107.71,-6.05,1.0242857142857142,0.3412267783831074,2.24,0.5,1.7400000000000002,0.98,2.24,1.0242857142857142,0.3412267783831074,1.7400000000000002,0.5,0.5,88.53,28.590476190476195,2.0,0.9352380952380953,-0.08,0.78,0.86,-0.99,-0.12,0.87,-0.04,0.45,0.49,-7.12,8.64,15.760000000000002,22.67,-8.24,-30.910000000000004,-2.14,9.47,11.610000000000001,1,fall
24,4.599999904632568,-0.5583333333333335,0.45469212389949304,0.23,-1.8,2.0300000000000002,-0.725,-0.31708333333333333,0.5427104213567999,0.38,-2.0,2.38,-0.06,0.26333333333333336,0.4319688662962591,0.65,-0.95,1.6,0.53,15.367500000000001,46.56622887607639,161.61,-39.5,201.11,-0.03,-14.45875,54.60397806120628,59.48,-200.52,260.0,-2.9050000000000002,-3.853333333333333,36.76011125813067,61.56,-149.56,211.12,-0.37,0.9770833333333333,0.43984660534314013,2.85,0.24,2.6100000000000003,0.95,2.85,0.9770833333333333,0.43984660534314013,2.6100000000000003,0.24,0.2608695652173913,200.52,40.23916666666667,2.0,0.8075,0.02,-0.7,-0.72,-0.94,-0.05,0.8899999999999999,-0.04,0.59,0.63,5.32,-0.11,-5.430000000000001,1.79,-11.12,-12.91,5.69,6.89,1.1999999999999993,1,fall
18,3.4000000953674316,-0.5094444444444445,0.47356560166989253,0.2,-1.52,1.72,-0.615,-0.24388888888888888,0.6806237527521777,1.57,-1.64,3.21,-0.16999999999999998,0.2816666666666667,0.5490231967669812,1.56,-0.46,2.02,0.43,10.303333333333333,44.92008695188274,163.09,-40.3,203.39,5.03,12.670000000000002,54.899022384952616,165.7,-55.89,221.58999999999997,-1.505,32.235555555555564,59.717122997386326,216.26,-46.45,262.71,9.18,1.0466666666666666,0.5037506385925015,2.19,0.22,1.97,0.95,2.19,1.0466666666666666,0.5037506385925015,1.97,0.22,0.47058823529411764,216.26,54.89722222222221,1.64,0.8533333333333334,0.04,-0.73,-0.77,-0.87,-0.06,0.81,-0.32,0.62,0.94,19.17,15.77,-3.400000000000002,0.17,3.06,2.89,10.45,10.95,0.5,1,fall
27,5.199999809265137,-0.21407407407407406,0.26235998843719205,0.36,-0.69,1.0499999999999998,-0.18,-1.0422222222222224,0.6015002610993315,-0.23,-2.0,1.77,-0.89,-0.38185185185185183,0.39377890162097734,0.25,-1.89,2.1399999999999997,-0.29,-3.635925925925926,44.71031598904727,85.31,-87.71,173.01999999999998,12.09,-20.158518518518523,79.29570483584281,120.47,-189.91,310.38,-5.5,-2.639629629629629,23.73809166743182,33.77,-47.65,81.42,0.49,1.184814814814815,0.6783201556921581,2.78,0.35,2.4299999999999997,1.0,2.78,1.184814814814815,0.6783201556921581,2.4299999999999997,0.35,0.5769230769230769,189.91,74.84703703703703,2.0,1.0440740740740742,-0.09,0.07,0.16,-0.49,-0.77,-0.28,-0.22,-0.11,0.11,12.19,-2.16,-14.35,102.21,15.02,-87.19,33.77,13.34,-20.430000000000003,0,normal
26,5.0,-0.03076923076923077,0.11949637908901097,0.16,-0.36,0.52,-0.035,-0.9326923076923078,0.27271314881842706,-0.37,-1.35,0.9800000000000001,-1.01,-0.3876923076923078,0.15350068904881678,-0.04,-0.73,0.69,-0.36,3.433846153846154,19.269519781649585,41.45,-43.89,85.34,6.765,1.695384615384615,44.74702110583624,81.08,-70.42,151.5,2.005,2.6803846153846154,16.054883489024572,32.53,-27.92,60.45,2.49,1.0323076923076924,0.25322413300959595,1.49,0.54,0.95,1.085,1.49,1.0323076923076924,0.25322413300959595,0.95,0.54,0.2,81.08,41.184230769230766,1.35,0.9415384615384615,-0.11,-0.1,0.009999999999999995,-1.08,-1.12,-0.040000000000000036,-0.34,-0.48,-0.13999999999999996,3.23,12.44,9.209999999999999,-54.95,81.08,136.03,-16.9,11.47,28.369999999999997,0,normal
28,5.389999866485596,0.02107142857142857,0.25219538700680716,0.67,-0.49,1.1600000000000001,0.03,-1.0757142857142858,0.6113944509097009,-0.37,-2.0,1.63,-0.8200000000000001,-0.5328571428571429,0.35660806520508226,0.03,-1.21,1.24,-0.515,0.7610714285714284,40.92374402147792,104.08,-98.51,202.59,3.945,-19.2225,83.33755320982253,146.27,-177.02,323.29,-19.53,-13.313214285714285,24.004025905170252,34.97,-52.27,87.24000000000001,-10.129999999999999,1.2403571428571427,0.6795558579110064,2.29,0.49,1.8,0.98,2.29,1.2403571428571427,0.6795558579110064,1.8,0.49,0.2962962962962963,177.02,75.46250000000002,2.0,1.085357142857143,-0.06,0.41,0.47,-0.91,-2.0,-1.0899999999999999,-0.41,-0.9,-0.49000000000000005,48.23,-10.19,-58.419999999999995,146.27,23.76,-122.51,31.47,-32.42,-63.89,0,normal
21,4.039999961853027,-0.08380952380952382,0.1330216595324307,0.28,-0.28,0.56,-0.1,-0.9285714285714287,0.15127080730549813,-0.6,-1.19,0.59,-0.96,-0.21666666666666665,0.09697078597873347,-0.04,-0.39,0.35000000000000003,-0.19,-4.307142857142857,19.670423773487226,42.21,-37.17,79.38,-8.75,-3.072857142857143,35.69241728194619,73.88,-65.62,139.5,-4.32,3.575714285714285,14.38989456925539,28.66,-22.4,51.06,3.43,0.9728571428571429,0.13788193707454424,1.26,0.69,0.5700000000000001,0.99,1.26,0.9728571428571429,0.13788193707454424,0.5700000000000001,0.69,0.25,73.88,30.679523809523804,1.19,0.9285714285714287,-0.01,-0.19,-0.18,-0.99,-0.85,0.14,-0.12,-0.19,-0.07,-1.09,-8.75,-7.66,-7.8,-1.33,6.47,3.43,1.5,-1.9300000000000002,0,normal
25,4.800000190734863,-0.08120000000000001,0.16621572328352896,0.21,-0.44,0.65,-0.04,-0.9823999999999999,0.15081114017207087,-0.7,-1.36,0.6600000000000001,-0.99,-0.3484,0.13795168236258182,-0.12,-0.59,0.47,-0.31,-8.499600000000001,17.46819979276628,17.21,-63.3,80.50999999999999,-6.38,-27.0248,40.71411990124966,36.56,-98.44,135.0,-30.79,-8.2936,21.13557188722368,58.02,-38.61,96.63,-10.05,1.0656,0.1519067696538461,1.5,0.8,0.7,1.05,1.5,1.0656,0.1519067696538461,0.7,0.8,0.75,98.44,45.123200000000004,1.36,0.9823999999999999,-0.26,-0.14,0.12,-0.91,-0.74,0.17000000000000004,-0.22,-0.27,-0.05000000000000002,-9.03,13.51,22.54,-42.66,14.9,57.559999999999995,0.34,-8.62,-8.959999999999999,0,normal
20,3.799999952316284,-0.34099999999999997,0.19487917984444134,-0.06,-0.67,0.6100000000000001,-0.4,-0.14350000000000002,0.6881269390239902,1.2,-1.0,2.2,-0.075,0.5535,0.4397998946889608,1.46,-0.0,1.46,0.74,14.687999999999999,44.71578181311263,141.71,-36.09,177.8,2.975,-8.568,21.173185524695096,47.93,-60.52,108.45,-8.995000000000001,16.608,53.75608877141267,218.92,-39.15,258.07,6.485,1.015,0.2915385683612123,1.89,0.48,1.41,0.98,1.89,1.015,0.2915385683612123,1.41,0.48,0.42105263157894735,218.92,38.677,1.46,0.867,-0.13,-0.42,-0.29,-0.99,0.1,1.09,-0.0,0.79,0.79,-20.97,-10.47,10.499999999999998,-35.63,2.62,38.25,8.39,-3.82,-12.21,1,fall
25,3.1500000953674316,0.58,0.2704625667259704,1.43,0.25,1.18,0.58,-0.7092000000000002,0.26705055701121466,-0.34,-1.31,0.97,-0.69,0.20199999999999999,0.14335271186831453,0.46,-0.1,0.56,0.21,0.7635999999999993,77.93277738324657,113.57,-169.74,283.31,-7.1,-14.795600000000002,70.41864461206279,160.5,-112.75,273.25,-20.31,-2.445200000000001,38.214621451306655,70.78,-72.81,143.59,-6.23,0.9660000000000001,0.33417809623013894,1.56,0.48,1.08,1.06,1.56,0.9660000000000001,0.33417809623013894,1.08,0.48,0.4166666666666667,169.74,79.2284,1.43,0.7692,0.37,0.26,-0.10999999999999999,-0.47,-0.53,-0.06000000000000005,0.11,0.21,0.09999999999999999,-69.57,56.43,126.0,54.47,-24.2,-78.67,-10.9,-44.4,-33.5,0,normal
25,2.4800000190734863,-0.4604,0.5788456904334119,0.09,-2.0,2.09,-0.16,-0.6572,0.29855931850583173,0.18,-0.93,1.11,-0.77,0.017600000000000008,0.44926124545376345,0.87,-1.17,2.04,0.22,-14.956400000000004,73.25843073667357,136.18,-253.83,390.01,-9.24,26.263999999999996,76.29456386270256,260.67,-73.5,334.17,14.92,38.93879999999999,73.16284868474345,270.4,-152.93,423.33,26.53,1.052,0.3804164384811291,2.27,0.38,1.8900000000000001,0.96,2.27,1.052,0.3804164384811291,1.8900000000000001,0.38,0.625,270.4,78.5192,2.0,0.926,-0.06,-0.85,-0.79,-0.92,-0.58,0.3400000000000001,0.42,-0.26,-0.6799999999999999,-7.65,27.95,35.6,4.14,-49.19,-53.33,21.31,16.35,-4.959999999999997,1,fall
15,2.7899999618530273,-0.26333333333333336,0.6280316946809368,0.4,-2.0,2.4,-0.17,-0.5206666666666667,0.5367556861987274,0.23,-2.0,2.23,-0.48,0.3033333333333334,0.795798490885248,1.47,-1.53,3.0,0.66,31.281333333333333,60.76210847778956,152.0,-49.1,201.1,14.24,-2.3720000000000003,66.17767137465195,146.54,-147.02,293.56,-3.48,15.556666666666668,38.15803204469289,115.08,-36.2,151.28,15.76,1.1606666666666667,0.5828068372315217,2.54,0.61,1.9300000000000002,0.97,2.54,1.1606666666666667,0.5828068372315217,1.9300000000000002,0.61,0.35714285714285715,152.0,61.01466666666667,2.0,0.9373333333333332,0.25,-0.54,-0.79,-0.89,-0.48,0.41000000000000003,-0.28,0.75,1.03,-3.37,6.72,10.09,6.77,-3.48,-10.25,3.71,-14.01,-17.72,1,fall
24,4.6000001430511475,-0.07666666666666667,0.07056706133124388,0.05,-0.21,0.26,-0.07,-0.8675,0.1243155172377405,-0.6,-1.01,0.41000000000000003,-0.915,-0.3266666666666667,0.34436667347044697,0.13,-0.95,1.08,-0.355,3.8266666666666667,31.754904402677525,82.31,-42.92,125.23,-4.99,4.6866666666666665,11.699552450253465,32.89,-11.93,44.82,2.8200000000000003,-0.69375,12.18832292650919,15.32,-42.76,58.08,0.20500000000000002,0.9929166666666666,0.10699366769830929,1.25,0.67,0.58,0.99,1.25,0.9929166666666666,0.10699366769830929,0.58,0.67,0.5217391304347826,82.31,25.852500000000003,1.01,0.8866666666666667,-0.08,0.02,0.1,-0.92,-0.92,0.0,-0.3,0.02,0.32,-11.89,-3.67,8.22,-0.89,3.72,4.61,13.5,-0.25,-13.75,0,normal
25,2.4700000286102295,-0.078,0.5640109337001663,1.51,-1.11,2.62,0.09,-0.5988,0.5062552057345517,1.29,-1.22,2.51,-0.74,-0.4312,0.4688400580155241,0.18,-1.19,1.3699999999999999,-0.35,-39.3172,135.90068431027123,210.95,-484.06,695.01,-32.61,-44.574000000000005,127.71489775407305,137.86,-325.54,463.40000000000003,-20.31,22.030000000000005,149.794899835297,498.34,-328.52,826.8599999999999,-9.44,1.1004,0.3278017693667928,2.08,0.62,1.46,1.0,2.08,1.1004,0.3278017693667928,1.46,0.62,0.625,498.34,138.4452,1.51,0.9280000000000002,0.09,0.05,-0.039999999999999994,-0.96,-0.44,0.52,0.15,-0.98,-1.13,-22.35,-63.76,-41.41,-3.21,1.77,4.98,5.4,-18.41,-23.810000000000002,1,fall
19,3.6000001430511475,-0.31684210526315787,0.4334750105776822,0.05,-1.7,1.75,-0.28,-0.3926315789473685,0.6355473765473801,1.11,-1.59,2.7,-0.25,0.5784210526315791,0.596855306845756,2.0,-0.15,2.15,0.79,20.679473684210528,59.398673617222975,250.13,-32.65,282.78,6.16,-7.151052631578947,12.577226286134458,3.11,-44.17,47.28,-2.7,9.843157894736843,28.667370156606733,105.37,-30.58,135.95,4.43,1.0842105263157893,0.5754062892086066,3.07,0.29,2.78,0.98,3.07,1.0842105263157893,0.5754062892086066,2.78,0.29,0.4444444444444444,250.13,33.978421052631575,2.0,0.9410526315789471,0.02,-0.34,-0.36000000000000004,-1.02,0.02,1.04,-0.05,0.88,0.93,0.75,2.05,1.2999999999999998,-3.98,-0.01,3.97,4.01,4.43,0.41999999999999993,1,fall
18,3.4000000953674316,-0.4077777777777778,0.4498569126178516,0.14,-1.57,1.71,-0.48000000000000004,-0.4494444444444444,0.4013136110065107,0.44,-1.26,1.7,-0.37,0.34111111111111114,0.5432785970263582,1.03,-0.48,1.51,0.625,-3.966666666666667,45.57771953100614,68.17,-143.04,211.20999999999998,1.375,-11.33222222222222,56.52154233310003,80.5,-210.98,291.48,0.18,12.126666666666667,44.5813060268407,105.01,-103.94,208.95,1.955,1.021111111111111,0.2632129285419582,1.92,0.72,1.2,0.97,1.92,1.021111111111111,0.2632129285419582,1.2,0.72,0.5294117647058824,210.98,49.33444444444444,1.57,0.8333333333333334,-0.03,-0.61,-0.58,-0.92,-0.21,0.7100000000000001,-0.24,0.7,0.94,10.97,2.64,-8.33,-0.41,-0.35,0.06,-2.96,-2.11,0.8500000000000001,1,fall
