rows,duration,AccelX_mean,AccelX_std,AccelX_max,AccelX_min,AccelX_range,AccelX_median,AccelY_mean,AccelY_std,AccelY_max,AccelY_min,AccelY_range,AccelY_median,AccelZ_mean,AccelZ_std,AccelZ_max,AccelZ_min,AccelZ_range,AccelZ_median,GyroX_mean,GyroX_std,GyroX_max,GyroX_min,GyroX_range,GyroX_median,GyroY_mean,GyroY_std,GyroY_max,GyroY_min,GyroY_range,GyroY_median,GyroZ_mean,GyroZ_std,GyroZ_max,GyroZ_min,GyroZ_range,GyroZ_median,Total_A_mean,Total_A_std,Total_A_max,Total_A_min,Total_A_range,Total_A_median,A_peak,A_mean,A_std,A_range,A_min,A_peak_index_ratio,gyro_abs_peak,gyro_abs_mean,accel_abs_peak,accel_abs_mean,AccelX_first,AccelX_last,AccelX_delta,AccelY_first,AccelY_last,AccelY_delta,AccelZ_first,AccelZ_last,AccelZ_delta,GyroX_first,GyroX_last,GyroX_delta,GyroY_first,GyroY_last,GyroY_delta,GyroZ_first,GyroZ_last,GyroZ_delta,source_file,label,label_name
17,3.180000066757202,-0.4717647058823529,0.47727396867676597,0.09,-1.45,1.54,-0.54,-0.23470588235294118,0.7818097406583238,2.0,-1.82,3.8200000000000003,-0.19,0.30647058823529405,0.6931805426480769,2.0,-0.68,2.68,0.25,15.462352941176471,50.11194574767225,128.45,-78.31,206.76,10.5,5.589999999999999,67.6690811966588,186.6,-105.49,292.09,-4.83,14.39,59.85374487030866,198.89,-80.05,278.94,-3.37,1.0511764705882354,0.734905456104229,3.18,0.2,2.98,0.9,3.18,1.0511764705882354,0.734905456104229,2.98,0.2,0.4375,198.89,63.53058823529412,2.0,0.8852941176470588,0.09,-0.81,-0.9,-0.93,-0.04,0.89,-0.07,0.52,0.5900000000000001,10.5,-6.2,-16.7,-1.92,-4.83,-2.91,6.68,-0.05,-6.7299999999999995,fall_258.csv,1,fall
15,2.799999952316284,-0.3333333333333333,0.4333864436317887,0.31,-1.14,1.45,-0.35,-0.4566666666666667,0.7410481637197281,0.51,-1.88,2.3899999999999997,-0.4,0.32533333333333336,0.5284730925258253,1.56,-0.39,1.9500000000000002,0.33,23.691333333333333,81.88590510727775,250.13,-84.54,334.67,3.06,7.981333333333334,43.11468590807987,93.86,-72.75,166.61,-5.44,25.353999999999996,67.61984755127108,205.21,-54.35,259.56,3.76,1.0839999999999999,0.4648010327010903,2.06,0.48,1.58,0.97,2.06,1.0839999999999999,0.4648010327010903,1.58,0.48,0.42857142857142855,250.13,69.30199999999998,1.88,0.9159999999999999,0.01,-0.51,-0.52,-0.97,-0.02,0.95,0.01,0.5,0.49,3.06,47.53,44.47,-6.28,5.18,11.46,-1.08,-12.37,-11.29,fall_259.csv,1,fall
19,8.680000066757202,0.09473684210526317,0.44817368187211426,0.62,-1.6,2.22,0.12,-0.49526315789473685,0.7283342366207415,2.0,-1.65,3.65,-0.54,0.3942105263157895,0.8352266212064423,2.0,-1.75,3.75,0.41,19.933684210526316,84.27019409880513,196.05,-233.34,429.39,14.76,-13.055789473684213,58.299614093995274,60.78,-171.8,232.58,-3.55,15.762105263157892,73.23436159033449,250.13,-111.55,361.68,0.5,1.1526315789473685,0.6788539534085954,3.05,0.04,3.01,0.96,3.05,1.1526315789473685,0.6788539534085954,3.01,0.04,0.5555555555555556,250.13,58.972105263157886,2.0,1.0005263157894735,-0.05,0.1,0.15000000000000002,-1.06,-0.25,0.81,-0.16,0.88,1.04,31.51,1.67,-29.840000000000003,-0.05,-2.07,-2.02,8.46,-0.33,-8.790000000000001,fall_260.csv,1,fall
21,4.0,-0.05047619047619048,0.3846618799735189,1.01,-0.53,1.54,-0.03,-0.4666666666666666,0.48323217332182394,0.15,-2.0,2.15,-0.4,0.2785714285714286,0.7260047225348173,1.03,-1.74,2.77,0.6,18.021428571428572,93.53058052239996,234.35,-169.53,403.88,-3.82,6.252380952380953,53.24814897297012,208.65,-67.25,275.9,-1.42,-1.4128571428571435,40.27643655325743,92.69,-77.92,170.61,-3.71,0.9990476190476191,0.42238495193253234,2.17,0.42,1.75,0.96,2.17,0.9990476190476191,0.42238495193253234,1.75,0.42,0.35,234.35,61.61857142857142,2.0,0.8604761904761905,0.17,-0.3,-0.47,-0.8,-0.21,0.5900000000000001,-0.45,0.88,1.33,27.73,14.34,-13.39,-3.94,-13.07,-9.13,-20.89,-6.39,14.5,fall_261.csv,1,fall
19,3.5999999046325684,-0.3589473684210526,0.47125004847441077,0.39,-1.14,1.5299999999999998,-0.45,-0.29578947368421055,0.6408788738865965,0.67,-2.0,2.67,0.0,0.25315789473684214,0.6891706177361867,1.18,-1.19,2.37,0.63,12.38,90.04693412018227,250.13,-162.95,413.08,0.5,-20.67473684210526,78.75432858427678,114.14,-250.14,364.28,0.34,13.311578947368423,50.08271527773473,155.24,-55.18,210.42000000000002,3.53,1.0989473684210527,0.3653749175974683,2.27,0.72,1.55,0.97,2.27,1.0989473684210527,0.3653749175974683,1.55,0.72,0.4444444444444444,250.14,79.8221052631579,2.0,0.8863157894736841,0.15,-0.67,-0.8200000000000001,-0.99,0.0,0.99,-0.45,0.71,1.16,0.08,0.56,0.48000000000000004,8.11,3.47,-4.639999999999999,-14.31,3.53,17.84,fall_262.csv,1,fall
19,3.5999999046325684,-0.4610526315789474,0.4032354528180238,0.18,-1.15,1.3299999999999998,-0.51,-0.301578947368421,0.8130618615107186,2.0,-2.0,4.0,-0.1,0.31947368421052635,0.42335267257939563,1.0,-0.46,1.46,0.45,-2.856315789473685,57.06183626465886,141.22,-173.86,315.08000000000004,-2.47,10.724736842105264,67.78111146005378,128.79,-177.38,306.16999999999996,1.19,9.172105263157896,50.29978756073399,174.69,-48.62,223.31,-5.58,1.0726315789473686,0.46340337726270353,2.27,0.29,1.98,0.96,2.27,1.0726315789473686,0.46340337726270353,1.98,0.29,0.4444444444444444,177.38,51.223157894736836,2.0,0.9326315789473684,-0.09,-0.79,-0.7000000000000001,-1.02,-0.05,0.97,-0.13,0.54,0.67,-2.37,-1.27,1.1,24.32,1.19,-23.13,-5.57,0.18,5.75,fall_263.csv,1,fall
19,3.5999999046325684,-0.4005263157894737,0.47917143399611667,0.09,-1.87,1.9600000000000002,-0.38,-0.23947368421052637,0.8749188767741113,2.0,-1.86,3.8600000000000003,-0.19,0.5021052631578947,0.6512345451130015,2.0,-0.18,2.18,0.52,11.508947368421053,95.33473902779131,237.47,-245.15,482.62,6.76,-15.12473684210526,50.31728169751324,46.53,-188.42,234.95,-4.88,8.834210526315788,39.962068169673856,84.8,-79.46,164.26,8.98,1.1631578947368422,0.6997067054732365,2.98,0.15,2.83,0.97,2.98,1.1631578947368422,0.6997067054732365,2.83,0.15,0.5,245.15,62.05894736842106,2.0,0.9494736842105262,-0.03,-0.64,-0.61,-1.03,-0.19,0.8400000000000001,-0.03,0.62,0.65,-5.53,2.24,7.7700000000000005,8.43,1.25,-7.18,-7.27,1.63,8.899999999999999,fall_264.csv,1,fall
20,3.799999952316284,-0.2945,0.42036919863126837,0.4,-0.8,1.2000000000000002,-0.22,-0.277,0.583907887472529,1.18,-1.1,2.2800000000000002,-0.085,0.4514999999999999,0.6666907671082362,2.0,-0.65,2.65,0.52,17.353499999999997,76.91889024536785,250.13,-79.6,329.73,0.3950000000000001,-3.5824999999999996,41.438860464290606,104.6,-95.02,199.62,3.19,15.222000000000003,42.968633676206174,123.7,-54.87,178.57,3.2800000000000002,1.0370000000000001,0.46628543325216354,2.34,0.12,2.2199999999999998,0.96,2.34,1.0370000000000001,0.46628543325216354,2.2199999999999998,0.12,0.47368421052631576,250.13,52.48950000000001,2.0,0.9045000000000002,0.04,-0.8,-0.8400000000000001,-0.96,0.01,0.97,-0.12,0.54,0.66,-0.83,-2.37,-1.54,3.23,3.15,-0.08000000000000007,-2.45,3.41,5.86,fall_265.csv,1,fall
22,4.200000047683716,-0.48227272727272724,0.4647265639284882,0.73,-1.32,2.05,-0.65,-0.3727272727272728,0.5693787911331153,0.6,-1.91,2.51,-0.24,0.17727272727272728,0.5811170017276811,0.72,-1.99,2.71,0.325,18.301363636363636,45.631794606440025,163.73,-41.69,205.42,1.615,-8.852727272727272,59.442482658354244,140.29,-209.36,349.65,-1.645,5.109545454545454,37.91457898729128,107.11,-87.91,195.01999999999998,3.625,1.0477272727272728,0.38916188109444855,2.16,0.29,1.87,0.98,2.16,1.0477272727272728,0.38916188109444855,1.87,0.29,0.38095238095238093,209.36,50.347727272727276,1.99,0.9177272727272728,0.01,-0.77,-0.78,-0.87,-0.05,0.82,-0.02,0.53,0.55,15.41,2.32,-13.09,-13.52,-11.22,2.299999999999999,12.95,2.02,-10.93,fall_266.csv,1,fall
16,3.0,-0.488125,0.50339141497116,0.15,-1.32,1.47,-0.595,-0.25375000000000003,0.7965749598541663,1.88,-1.68,3.5599999999999996,-0.195,0.353125,0.6628596508060108,2.0,-0.82,2.82,0.435,29.942500000000003,46.80807800654356,128.8,-67.57,196.37,18.1,-6.6968749999999995,47.241648393305105,93.95,-100.1,194.05,-1.55,16.816249999999997,63.7099429053268,167.55,-55.36,222.91000000000003,-0.86,1.131875,0.6467376464481817,3.05,0.2,2.8499999999999996,0.995,3.05,1.131875,0.6467376464481817,2.8499999999999996,0.2,0.4666666666666667,167.55,64.97749999999999,2.0,0.9056249999999999,0.13,-0.71,-0.84,-0.96,-0.0,0.96,-0.21,0.83,1.04,12.76,13.67,0.9100000000000001,3.05,-39.5,-42.55,4.21,-1.52,-5.73,fall_267.csv,1,fall
21,4.0,-0.6323809523809525,0.5173674203301244,0.15,-2.0,2.15,-0.72,-0.2957142857142857,0.4548469130220785,0.23,-1.11,1.34,-0.04,0.41047619047619044,0.36534197939021723,1.08,-0.19,1.27,0.58,19.135238095238098,80.05650271021385,250.13,-62.84,312.97,-1.44,-16.81047619047619,60.13982536358003,60.74,-250.14,310.88,-8.2,12.95952380952381,64.62576293369312,250.13,-80.13,330.26,0.31,1.0261904761904763,0.4395620114440759,2.37,0.2,2.17,0.96,2.37,1.0261904761904763,0.4395620114440759,2.17,0.2,0.25,250.14,50.56904761904761,2.0,0.8557142857142855,-0.05,-0.72,-0.6699999999999999,-1.07,-0.03,1.04,-0.15,0.61,0.76,12.73,-1.44,-14.17,7.04,-2.16,-9.2,6.27,-1.17,-7.4399999999999995,fall_268.csv,1,fall
24,4.599999904632568,-0.5583333333333335,0.45469212389949304,0.23,-1.8,2.0300000000000002,-0.725,-0.31708333333333333,0.5427104213567999,0.38,-2.0,2.38,-0.06,0.26333333333333336,0.4319688662962591,0.65,-0.95,1.6,0.53,15.367500000000001,46.56622887607639,161.61,-39.5,201.11,-0.03,-14.45875,54.60397806120628,59.48,-200.52,260.0,-2.9050000000000002,-3.853333333333333,36.76011125813067,61.56,-149.56,211.12,-0.37,0.9770833333333333,0.43984660534314013,2.85,0.24,2.6100000000000003,0.95,2.85,0.9770833333333333,0.43984660534314013,2.6100000000000003,0.24,0.2608695652173913,200.52,40.23916666666667,2.0,0.8075,0.02,-0.7,-0.72,-0.94,-0.05,0.8899999999999999,-0.04,0.59,0.63,5.32,-0.11,-5.430000000000001,1.79,-11.12,-12.91,5.69,6.89,1.1999999999999993,fall_269.csv,1,fall
21,3.990000009536743,-0.44428571428571423,0.3742268219752752,0.5,-0.85,1.35,-0.57,-0.41285714285714287,0.5701240466525058,0.85,-1.79,2.64,-0.32,0.21857142857142856,0.3997034615097262,0.7,-0.73,1.43,0.41,32.18523809523809,90.213021932482,250.13,-29.53,279.65999999999997,2.87,8.580476190476192,50.05841882003371,155.09,-57.48,212.57,-1.64,21.43095238095238,66.49731369798045,242.26,-35.75,278.01,1.58,0.9676190476190476,0.2828233505548077,2.0,0.43,1.57,0.95,2.0,0.9676190476190476,0.2828233505548077,1.57,0.43,0.3,250.13,60.088571428571434,1.79,0.8190476190476191,-0.09,-0.79,-0.7000000000000001,-0.94,-0.14,0.7999999999999999,-0.24,0.49,0.73,6.65,9.82,3.17,28.58,-26.9,-55.48,-0.16,-6.63,-6.47,fall_270.csv,1,fall
18,3.4000000953674316,-0.2027777777777778,0.3053408039158011,0.49,-0.77,1.26,-0.28,-0.18722222222222223,0.7671782180827696,1.97,-1.13,3.0999999999999996,-0.09,0.6333333333333333,0.5569876965585928,1.61,-0.38,1.9900000000000002,0.84,38.29611111111111,74.45080532404396,250.13,-13.91,264.04,9.525,10.086666666666668,36.17193322095429,107.16,-45.22,152.38,3.0,-5.720555555555556,38.9972076635694,44.92,-103.18,148.10000000000002,1.7149999999999999,1.1205555555555557,0.4105444336806234,2.27,0.64,1.63,1.01,2.27,1.1205555555555557,0.4105444336806234,1.63,0.64,0.4117647058823529,250.13,51.86388888888889,1.97,1.0061111111111112,0.06,-0.38,-0.44,-1.03,-0.1,0.93,-0.14,0.85,0.99,9.16,-11.34,-20.5,0.12,4.0,3.88,-3.78,0.3,4.08,fall_271.csv,1,fall
21,4.0,-0.3028571428571429,0.30784968502733373,0.24,-1.11,1.35,-0.32,-0.3019047619047619,0.41797869619896955,0.14,-0.97,1.1099999999999999,-0.05,0.4671428571428571,0.43252910719560667,1.01,-0.37,1.38,0.51,31.312380952380956,86.37251917738429,250.13,-90.67,340.8,5.5,3.399047619047619,40.50954034604218,90.75,-65.73,156.48000000000002,2.23,5.955238095238096,42.68923044739126,130.79,-84.83,215.62,-0.3,0.9004761904761907,0.1591061340890473,1.22,0.54,0.6799999999999999,0.92,1.22,0.9004761904761907,0.1591061340890473,0.6799999999999999,0.54,0.3,250.13,62.52857142857143,1.11,0.82,-0.04,-0.38,-0.34,-0.94,0.02,0.96,0.07,0.82,0.75,30.63,6.51,-24.119999999999997,-11.82,-25.26,-13.440000000000001,7.96,-5.21,-13.17,fall_272.csv,1,fall
25,4.799999952316284,-0.282,0.28857408061016154,0.27,-1.12,1.3900000000000001,-0.32,-0.1856,0.4222171637123879,0.66,-1.19,1.85,-0.05,0.5952,0.5731427977970819,1.97,-0.75,2.7199999999999998,0.84,10.183200000000001,100.99768544047598,250.13,-222.23,472.36,-4.39,0.3707999999999974,55.46807902749112,167.07,-146.25,313.32,1.61,9.676400000000003,43.326693069438534,147.44,-48.19,195.63,1.18,0.9596000000000001,0.34822741611385705,2.3,0.33,1.9699999999999998,0.93,2.3,0.9596000000000001,0.34822741611385705,1.9699999999999998,0.33,0.20833333333333334,250.13,65.95519999999999,1.97,0.858,0.08,-0.34,-0.42000000000000004,-1.0,0.05,1.05,0.04,0.86,0.82,5.91,-5.56,-11.469999999999999,-11.34,5.23,16.57,-0.18,4.39,4.569999999999999,fall_273.csv,1,fall
20,3.799999952316284,-0.372,0.37262369899488623,0.61,-0.73,1.3399999999999999,-0.555,-0.365,0.4456042615311672,0.39,-1.46,1.85,-0.14,0.442,0.43360908904826145,0.91,-0.71,1.62,0.705,13.326999999999998,59.52559096724702,250.13,-35.62,285.75,-0.665,6.228,31.80738272460458,75.73,-70.07,145.8,-0.575,10.545000000000003,70.51996540734143,171.79,-203.82,375.61,2.205,0.9374999999999998,0.3079452275290116,1.73,0.34,1.39,0.935,1.73,0.9374999999999998,0.3079452275290116,1.39,0.34,0.21052631578947367,250.13,45.2495,1.46,0.752,0.14,-0.51,-0.65,-1.03,-0.13,0.9,0.1,0.7,0.6,-0.71,7.78,8.49,1.58,-21.16,-22.740000000000002,-5.04,3.5,8.54,fall_274.csv,1,fall
19,3.5999999046325684,-0.4468421052631578,0.3690987918276826,0.49,-0.9,1.3900000000000001,-0.6,-0.23789473684210524,0.6781394395072481,1.85,-1.5,3.35,-0.17,0.5373684210526315,0.4482167395513415,1.33,-0.72,2.05,0.7,27.765263157894736,74.29172649976435,250.13,-66.95,317.08,2.21,5.235263157894737,42.35420422112401,93.04,-62.97,156.01,-5.56,22.683684210526316,58.18870577798546,166.47,-47.26,213.73,1.72,1.0600000000000003,0.43246065973938286,2.45,0.39,2.06,0.96,2.45,1.0600000000000003,0.43246065973938286,2.06,0.39,0.2777777777777778,250.13,59.37947368421053,1.85,0.8415789473684211,0.19,-0.61,-0.8,-0.88,-0.17,0.71,-0.2,0.67,0.8700000000000001,15.8,2.21,-13.59,-10.9,-9.16,1.7400000000000002,1.72,4.33,2.6100000000000003,fall_275.csv,1,fall
17,3.2099997997283936,-0.5152941176470588,0.4449735616733148,0.19,-1.63,1.8199999999999998,-0.58,-0.44588235294117645,0.628152636939556,0.49,-2.0,2.49,-0.26,0.4276470588235294,0.6715330354100674,2.0,-1.16,3.16,0.56,4.958823529411763,69.99754199991176,175.88,-132.76,308.64,-0.34,7.284705882352942,44.79145511669149,141.92,-67.48,209.39999999999998,2.21,18.661764705882355,62.32531059241644,203.83,-66.89,270.72,4.95,1.1076470588235292,0.6529790330838035,2.63,0.37,2.26,0.95,2.63,1.1076470588235292,0.6529790330838035,2.26,0.37,0.4375,203.83,62.53588235294119,2.0,0.8788235294117647,0.19,-0.58,-0.77,-0.92,-0.14,0.78,-0.18,0.74,0.9199999999999999,6.5,-0.34,-6.84,6.76,-3.68,-10.44,-22.99,-1.08,21.909999999999997,fall_276.csv,1,fall
20,3.819999933242798,-0.382,0.46152607270822055,0.34,-2.0,2.34,-0.43,-0.28700000000000003,0.5245158168304014,0.57,-2.0,2.57,-0.165,0.6025,0.6215504806530199,2.0,-1.02,3.02,0.805,24.8935,55.32739326048174,227.91,-45.42,273.33,6.335000000000001,-2.916000000000001,46.83114656316939,105.11,-100.63,205.74,-4.515000000000001,3.6595,45.9879671304296,169.77,-71.59,241.36,1.67,1.004,0.6582224867818353,3.46,0.2,3.26,0.94,3.46,1.004,0.6582224867818353,3.26,0.2,0.21052631578947367,227.91,52.37399999999999,2.0,0.8055000000000001,0.13,-0.41,-0.54,-0.87,-0.12,0.75,-0.19,0.84,1.03,25.8,6.23,-19.57,-25.58,-9.6,15.979999999999999,-15.26,-6.21,9.05,fall_277.csv,1,fall
17,3.200000047683716,-0.4276470588235294,0.5055631687999619,0.12,-2.0,2.12,-0.39,-0.32411764705882357,0.6909419189006537,0.83,-2.0,2.83,-0.09,0.5941176470588235,0.7351620469625166,2.0,-0.65,2.65,0.79,25.254705882352937,90.10305898786449,250.13,-181.91,432.03999999999996,5.12,4.431764705882352,61.0053750946683,151.95,-73.96,225.90999999999997,-11.74,11.604117647058823,49.09859074591952,163.92,-64.24,228.15999999999997,1.05,1.1776470588235295,0.6962536302577235,3.02,0.46,2.56,0.99,3.02,1.1776470588235295,0.6962536302577235,2.56,0.46,0.3125,250.13,66.25235294117648,2.0,0.9858823529411765,-0.0,-0.26,-0.26,-0.98,-0.11,0.87,0.13,0.87,0.74,4.42,-0.01,-4.43,-13.09,-21.89,-8.8,1.79,10.82,9.030000000000001,fall_279.csv,1,fall
19,3.6100001335144043,-0.2989473684210527,0.36532929950391796,0.53,-0.81,1.34,-0.45,-0.23526315789473679,0.7508096993768544,2.0,-1.97,3.9699999999999998,-0.11,0.5347368421052632,0.6098302898808327,2.0,-0.41,2.41,0.74,2.8315789473684214,59.42248865942533,155.15,-152.35,307.5,-1.47,-5.286842105263155,71.54521065208671,162.21,-217.6,379.81,-0.25,-3.2421052631578955,38.91131463254292,100.24,-84.58,184.82,0.05,1.0757894736842106,0.5519693609600053,2.83,0.34,2.49,0.94,2.83,1.0757894736842106,0.5519693609600053,2.49,0.34,0.3333333333333333,217.6,55.4278947368421,2.0,0.9100000000000001,0.04,-0.54,-0.5800000000000001,-0.93,-0.06,0.8700000000000001,-0.07,0.78,0.8500000000000001,10.73,-3.5,-14.23,-22.01,-2.69,19.32,1.8,-1.87,-3.67,fall_280.csv,1,fall
21,4.0,-0.3014285714285714,0.27593995205996746,0.19,-0.92,1.11,-0.34,-0.339047619047619,0.5887181393664098,0.48,-2.0,2.48,-0.11,0.5499999999999999,0.5772607729614061,2.0,-0.5,2.5,0.81,12.884761904761904,65.29341502931575,250.13,-129.92,380.04999999999995,3.21,11.224285714285713,65.00928630368345,193.48,-98.92,292.4,-2.67,16.21857142857143,43.65720550902385,191.87,-18.29,210.16,2.69,1.0047619047619047,0.4833592768078321,2.98,0.34,2.64,0.94,2.98,1.0047619047619047,0.4833592768078321,2.64,0.34,0.3,250.13,54.62714285714286,2.0,0.8595238095238094,0.04,-0.34,-0.38,-0.96,-0.09,0.87,0.06,0.83,0.77,35.66,3.21,-32.449999999999996,-14.86,-12.84,2.0199999999999996,3.04,-0.24,-3.2800000000000002,fall_281.csv,1,fall
24,4.6000001430511475,-0.27999999999999997,0.3566145160302343,0.41,-0.77,1.18,-0.405,-0.37958333333333333,0.548868236081949,0.42,-2.0,2.42,-0.15000000000000002,0.5141666666666667,0.4560503086918931,1.02,-0.64,1.6600000000000001,0.775,4.029166666666669,67.14644365063229,222.21,-109.61,331.82,-0.385,5.827083333333333,26.01776040209033,76.65,-46.47,123.12,2.84,0.08000000000000067,40.14502210735473,78.94,-131.98,210.92,0.9099999999999999,1.0045833333333334,0.3028126004883099,2.14,0.39,1.75,0.945,2.14,1.0045833333333334,0.3028126004883099,1.75,0.39,0.17391304347826086,222.21,45.32041666666667,2.0,0.8783333333333333,0.13,-0.46,-0.5900000000000001,-1.01,-0.1,0.91,0.11,0.81,0.7000000000000001,-0.4,-1.39,-0.9899999999999999,-5.39,-8.01,-2.62,3.05,-2.69,-5.74,fall_282.csv,1,fall
20,3.8000001907348633,-0.1665,0.2533413549053197,0.28,-0.73,1.01,-0.2,-0.19749999999999998,0.5161178465999285,0.76,-0.99,1.75,-0.14,0.446,0.7840206764190799,2.0,-1.73,3.73,0.715,29.8765,103.0023167994421,250.13,-190.4,440.53,-2.2199999999999998,-8.1055,42.94981373343594,88.18,-106.19,194.37,0.11499999999999999,-5.833999999999999,52.623221950209896,51.24,-188.6,239.84,2.2199999999999998,1.0145,0.3781043437159141,2.23,0.51,1.72,0.945,2.23,1.0145,0.3781043437159141,1.72,0.51,0.3684210526315789,250.13,72.054,2.0,0.9349999999999998,0.15,-0.24,-0.39,-0.99,-0.11,0.88,0.08,0.9,0.8200000000000001,-1.65,-2.79,-1.1400000000000001,2.19,-1.69,-3.88,-3.64,-2.19,1.4500000000000002,fall_283.csv,1,fall
20,3.799999952316284,-0.335,0.28828896322230146,0.08,-1.09,1.1700000000000002,-0.395,-0.2819999999999999,0.7018516862369742,1.92,-1.03,2.95,-0.25,0.5195000000000001,0.47033554651524,1.49,-0.17,1.66,0.695,6.420500000000001,81.53706076799807,166.66,-250.14,416.79999999999995,1.1800000000000002,-13.641,37.26017415276983,72.62,-80.76,153.38,-4.275,18.051,47.1901087874188,135.69,-43.84,179.53,2.535,1.0610000000000004,0.3145740645782216,2.11,0.61,1.5,0.965,2.11,1.0610000000000004,0.3145740645782216,1.5,0.61,0.47368421052631576,250.14,52.9745,1.92,0.9505000000000001,-0.02,-0.46,-0.44,-0.98,-0.04,0.94,0.06,0.82,0.76,0.14,-0.23,-0.37,-2.44,-4.35,-1.9099999999999997,2.98,2.09,-0.8900000000000001,fall_284.csv,1,fall
16,3.0,-0.335,0.2353437202618049,0.09,-0.62,0.71,-0.395,-0.164375,0.6914329926560732,2.0,-0.99,2.99,-0.1,0.58375,0.6524096361438366,1.82,-0.52,2.34,0.835,21.475,80.40270816334485,219.94,-175.73,395.66999999999996,11.21,9.968124999999999,67.75752044053856,250.13,-44.04,294.17,-5.84,9.473749999999999,53.07288835491558,162.02,-82.92,244.94,1.02,1.07875,0.4813990029071518,2.11,0.4,1.71,0.965,2.11,1.07875,0.4813990029071518,1.71,0.4,0.3333333333333333,250.13,60.944374999999994,2.0,0.961875,-0.05,-0.39,-0.34,-0.93,-0.1,0.8300000000000001,-0.05,0.87,0.92,13.91,-1.99,-15.9,-14.4,-7.08,7.32,-3.21,0.42,3.63,fall_285.csv,1,fall
15,2.8000001907348633,-0.2693333333333333,0.32545499286529983,0.22,-0.9,1.12,-0.35,-0.2646666666666666,0.6357882246995982,0.53,-1.71,2.24,-0.08,0.3106666666666667,0.6257049357857636,1.05,-0.89,1.94,0.68,18.148000000000007,107.64209566893427,185.69,-250.14,435.83,20.42,-2.6906666666666683,76.22776588869016,186.6,-162.05,348.65,5.73,9.301333333333334,72.12007704086952,161.5,-128.57,290.07,-5.0,0.9746666666666669,0.3752116862836358,1.73,0.14,1.5899999999999999,1.0,1.73,0.9746666666666669,0.3752116862836358,1.5899999999999999,0.14,0.2857142857142857,250.14,88.41133333333332,1.71,0.8253333333333335,-0.08,-0.35,-0.26999999999999996,-0.87,-0.07,0.8,-0.48,0.8,1.28,43.65,-23.15,-66.8,-23.64,8.42,32.06,-22.53,29.47,52.0,fall_286.csv,1,fall
16,2.990000009536743,-0.5275,0.4958427169980416,0.14,-2.0,2.14,-0.51,-0.16937499999999997,0.6452231526120763,0.67,-2.0,2.67,-0.04,0.48187499999999994,0.6249503313597543,1.58,-0.6,2.18,0.715,10.73375,53.27031066488475,124.01,-85.86,209.87,12.11,-30.1525,61.64417014879293,48.19,-195.22,243.41,-22.534999999999997,5.460000000000001,55.233116998168164,128.62,-81.82,210.44,-8.79,1.07375,0.6309661903250706,2.86,0.17,2.69,0.95,2.86,1.07375,0.6309661903250706,2.69,0.17,0.26666666666666666,195.22,67.27562499999999,2.0,0.8418749999999999,0.14,-0.5,-0.64,-0.82,-0.03,0.7899999999999999,-0.39,0.72,1.1099999999999999,58.09,-0.39,-58.480000000000004,-23.08,-3.09,19.99,-8.05,-2.5,5.550000000000001,fall_287.csv,1,fall
18,3.4100000858306885,-0.44555555555555554,0.39470349589686,-0.02,-1.65,1.63,-0.375,-0.45722222222222214,0.6602032267821741,0.16,-2.0,2.16,-0.22499999999999998,0.3844444444444445,0.7716386095775987,1.33,-1.43,2.76,0.805,23.550555555555558,44.650711537999854,155.47,-31.79,187.26,8.6,-16.07611111111111,67.57830204670978,118.11,-148.86,266.97,-10.040000000000001,-33.50333333333334,71.48513058054554,35.34,-250.14,285.48,-9.725,1.1372222222222224,0.6353304425586971,2.73,0.43,2.3,0.97,2.73,1.1372222222222224,0.6353304425586971,2.3,0.43,0.23529411764705882,250.14,75.90944444444443,2.0,0.9844444444444443,-0.14,-0.36,-0.21999999999999997,-0.87,-0.03,0.84,-0.3,0.86,1.16,21.53,-1.01,-22.540000000000003,-12.14,-1.71,10.43,-2.67,-5.84,-3.17,fall_289.csv,1,fall
18,3.4000000953674316,-0.3572222222222223,0.44174527602328567,0.23,-1.9,2.13,-0.375,-0.26499999999999996,0.5852525849881349,0.8,-1.36,2.16,0.060000000000000005,0.565,0.4556604773164283,1.17,-0.2,1.3699999999999999,0.825,14.101111111111111,66.35085769106432,250.13,-88.97,339.1,3.1550000000000002,-9.913888888888886,67.06839197143456,73.82,-250.14,323.96,-1.195,0.5066666666666666,36.561834327776346,63.75,-126.19,189.94,3.835,1.038888888888889,0.3844612561966939,2.37,0.54,1.83,0.955,2.37,1.038888888888889,0.3844612561966939,1.83,0.54,0.47058823529411764,250.14,53.875555555555565,1.9,0.9383333333333334,0.02,-0.4,-0.42000000000000004,-0.98,0.07,1.05,0.08,0.85,0.77,8.41,-4.63,-13.04,1.14,-17.19,-18.330000000000002,3.53,-0.17,-3.6999999999999997,fall_290.csv,1,fall
