rows,duration,AccelX_mean,AccelX_std,AccelX_max,AccelX_min,AccelX_range,AccelX_median,AccelY_mean,AccelY_std,AccelY_max,AccelY_min,AccelY_range,AccelY_median,AccelZ_mean,AccelZ_std,AccelZ_max,AccelZ_min,AccelZ_range,AccelZ_median,GyroX_mean,GyroX_std,GyroX_max,GyroX_min,GyroX_range,GyroX_median,GyroY_mean,GyroY_std,GyroY_max,GyroY_min,GyroY_range,GyroY_median,GyroZ_mean,GyroZ_std,GyroZ_max,GyroZ_min,GyroZ_range,GyroZ_median,Total_A_mean,Total_A_std,Total_A_max,Total_A_min,Total_A_range,Total_A_median,A_peak,A_mean,A_std,A_range,A_min,A_peak_index_ratio,gyro_abs_peak,gyro_abs_mean,accel_abs_peak,accel_abs_mean,AccelX_first,AccelX_last,AccelX_delta,AccelY_first,AccelY_last,AccelY_delta,AccelZ_first,AccelZ_last,AccelZ_delta,GyroX_first,GyroX_last,GyroX_delta,GyroY_first,GyroY_last,GyroY_delta,GyroZ_first,GyroZ_last,GyroZ_delta,source_file,label,label_name
16,1.5499999523162842,-0.04625,0.09625487000666512,0.06,-0.32,0.38,-0.030000000000000002,-0.9668749999999999,0.08459462157844318,-0.84,-1.1,0.2600000000000001,-0.9550000000000001,0.14875,0.11848347282778866,0.37,-0.0,0.37,0.12,-6.876250000000001,21.230058839610724,38.06,-44.76,82.82,-3.91,-48.89812499999999,48.75037903698801,21.39,-140.73,162.12,-44.845,5.131875000000001,25.79086122867297,47.21,-49.47,96.68,10.594999999999999,0.99,0.09763879010584542,1.18,0.84,0.33999999999999997,0.99,1.18,0.99,0.09763879010584542,0.33999999999999997,0.84,0.3333333333333333,140.73,60.035624999999996,1.1,0.9668749999999999,-0.09,0.02,0.11,-1.02,-0.84,0.18000000000000005,0.29,0.03,-0.26,-17.22,-0.14,17.08,-57.62,-82.0,-24.380000000000003,31.4,33.62,2.219999999999999,normal_127.csv,0,normal
25,2.4800000190734863,-0.08280000000000001,0.11678042073338608,0.09,-0.38,0.47,-0.08,-0.9528,0.1335889216963742,-0.67,-1.3,0.63,-0.95,0.1432,0.08620324819866129,0.33,-0.01,0.34,0.14,-5.478399999999999,43.333420385809994,68.96,-123.79,192.75,-10.4,7.1564,47.410175321337924,110.49,-66.66,177.14999999999998,1.79,-5.5964,26.86884547823619,49.95,-64.83,114.78,-5.45,0.9783999999999999,0.14305243793798134,1.32,0.68,0.64,0.98,1.32,0.9783999999999999,0.14305243793798134,0.64,0.68,0.8333333333333334,123.79,53.142799999999994,1.3,0.9528,-0.03,0.09,0.12,-0.91,-0.8,0.10999999999999999,0.14,0.02,-0.12000000000000001,-10.4,56.11,66.51,24.55,-16.35,-40.900000000000006,-29.48,-21.63,7.850000000000001,normal_128.csv,0,normal
17,1.6600000858306885,-0.15294117647058825,0.12819734327796897,-0.0,-0.47,0.47,-0.1,-0.9617647058823531,0.12269042821862915,-0.72,-1.16,0.43999999999999995,-0.93,0.15941176470588236,0.10573969147364284,0.32,-0.04,0.36,0.15,4.5,55.774087621403545,122.72,-66.38,189.1,-21.97,-3.534117647058824,68.47207177554432,92.99,-96.61,189.6,-16.38,-5.034117647058824,32.79362343863962,52.5,-65.91,118.41,-1.42,0.9947058823529412,0.14577884135990138,1.26,0.72,0.54,0.98,1.26,0.9947058823529412,0.14577884135990138,0.54,0.72,0.0,122.72,74.32764705882354,1.16,0.9617647058823531,-0.47,-0.27,0.19999999999999996,-1.13,-1.02,0.10999999999999988,0.32,0.28,-0.03999999999999998,-53.98,-32.43,21.549999999999997,58.9,-32.43,-91.33,52.5,-59.44,-111.94,normal_129.csv,0,normal
25,2.450000047683716,-0.033600000000000005,0.10823893322953006,0.21,-0.34,0.55,-0.03,-0.9768000000000001,0.12051002724531544,-0.69,-1.15,0.45999999999999996,-1.01,0.0632,0.08787870428418176,0.19,-0.14,0.33,0.1,-13.201999999999998,38.966921548924034,60.81,-95.13,155.94,-16.38,-18.8364,56.98376705109388,142.14,-143.88,286.02,-27.05,-3.3627999999999996,19.59900646291371,29.14,-40.25,69.39,-1.76,0.9896,0.12060541723598764,1.21,0.71,0.5,1.02,1.21,0.9896,0.12060541723598764,0.5,0.71,0.7083333333333334,143.88,57.3424,1.15,0.9768000000000001,0.03,0.09,0.06,-1.03,-0.69,0.3400000000000001,0.08,0.1,0.020000000000000004,15.57,24.87,9.3,-42.4,-143.88,-101.47999999999999,3.66,-17.27,-20.93,normal_130.csv,0,normal
25,3.0899999141693115,-0.05080000000000001,0.07482869324886901,0.13,-0.2,0.33,-0.06,-0.9895999999999999,0.1623134827014277,-0.67,-1.31,0.64,-0.97,0.0764,0.13456349182944582,0.53,-0.11,0.64,0.07,-4.935599999999998,36.13463736269306,63.53,-79.56,143.09,-16.73,-58.55480000000001,91.76011429809796,65.59,-267.41,333.0,-30.78,5.298000000000001,34.01527671502909,81.89,-46.79,128.68,2.14,1.004,0.17139136501002608,1.42,0.68,0.7399999999999999,0.99,1.42,1.004,0.17139136501002608,0.7399999999999999,0.68,1.0,267.41,83.71440000000001,1.31,0.9895999999999999,-0.07,-0.07,0.0,-1.09,-1.31,-0.21999999999999997,0.0,0.53,0.53,-34.64,57.77,92.41,-52.89,-219.41,-166.51999999999998,64.03,81.89,17.86,normal_131.csv,0,normal
25,2.4800000190734863,-0.09360000000000002,0.14918891826584618,0.18,-0.45,0.63,-0.07,-0.9516000000000001,0.15813180156649917,-0.59,-1.2,0.61,-0.97,0.1548,0.15270123335018176,0.49,-0.17,0.66,0.15,-10.020800000000001,41.70396593051233,53.16,-115.59,168.75,-8.5,-91.0552,134.39814483218632,167.71,-281.33,449.03999999999996,-111.79,12.973999999999998,46.0589515367715,108.58,-70.32,178.89999999999998,6.58,0.9884,0.17057940477482425,1.29,0.6,0.6900000000000001,0.98,1.29,0.9884,0.17057940477482425,0.6900000000000001,0.6,0.5,281.33,143.342,1.2,0.9516000000000001,-0.06,-0.06,0.0,-0.89,-0.69,0.20000000000000007,0.22,0.23,0.010000000000000009,-36.03,-115.59,-79.56,-272.46,-101.82,170.64,4.21,108.58,104.37,normal_132.csv,0,normal
25,2.4800000190734863,-0.1928,0.14718242648722255,0.07,-0.4,0.47000000000000003,-0.19,-0.8084,0.11624973118248488,-0.55,-0.99,0.43999999999999995,-0.81,0.45520000000000005,0.1622528890343713,0.93,0.24,0.6900000000000001,0.44,-7.216,47.217589854488196,79.14,-88.11,167.25,-7.42,-8.042,81.09960717126398,121.77,-145.08,266.85,16.21,-16.548,59.47584958059308,70.56,-121.86,192.42000000000002,-8.47,0.9668000000000001,0.15385924303293144,1.39,0.66,0.7299999999999999,0.98,1.39,0.9668000000000001,0.15385924303293144,0.7299999999999999,0.66,0.7916666666666666,145.08,86.76280000000001,0.99,0.8084,-0.38,-0.28,0.09999999999999998,-0.82,-0.93,-0.1100000000000001,0.27,0.26,-0.010000000000000009,41.04,-61.51,-102.55,47.07,-44.17,-91.24000000000001,-95.96,-3.83,92.13,normal_133.csv,0,normal
25,2.490000009536743,-0.2612,0.13562571044360774,0.04,-0.57,0.61,-0.27,-0.7971999999999998,0.13217791040866098,-0.5,-0.98,0.48,-0.83,0.45559999999999995,0.15636708946151892,0.75,0.14,0.61,0.48,8.4952,61.412927257486544,106.23,-123.22,229.45,16.24,5.3576,58.60601947752466,128.58,-100.9,229.48000000000002,8.32,-8.86,36.69020498261991,73.54,-60.83,134.37,-13.6,0.9700000000000002,0.17561795656101534,1.23,0.54,0.69,0.97,1.23,0.9700000000000002,0.17561795656101534,0.69,0.54,0.25,128.58,66.8676,0.98,0.7971999999999998,-0.37,-0.21,0.16,-0.83,-0.84,-0.010000000000000009,0.31,0.35,0.03999999999999998,16.12,50.38,34.260000000000005,26.47,40.12,13.649999999999999,-4.61,-34.96,-30.35,normal_134.csv,0,normal
15,1.440000057220459,-0.272,0.1533995716142277,-0.07,-0.61,0.54,-0.25,-0.8,0.13271882200458876,-0.56,-1.01,0.44999999999999996,-0.82,0.484,0.1549562150138825,0.74,0.23,0.51,0.51,-4.081999999999999,52.803026726018,56.79,-101.4,158.19,8.73,26.711333333333336,42.35516259082519,109.3,-61.59,170.89,33.94,-34.815333333333335,24.899467827550815,-1.53,-95.63,94.1,-31.96,0.9873333333333333,0.18990473802359312,1.23,0.69,0.54,1.05,1.23,0.9873333333333333,0.18990473802359312,0.54,0.69,0.14285714285714285,109.3,62.660666666666664,1.01,0.8,-0.25,-0.27,-0.020000000000000018,-0.88,-0.95,-0.06999999999999995,0.52,0.56,0.040000000000000036,-27.5,-101.4,-73.9,63.21,109.3,46.089999999999996,-31.96,-42.66,-10.699999999999996,normal_135.csv,0,normal
25,2.4700000286102295,-0.242,0.2006240264773888,0.07,-0.58,0.6499999999999999,-0.23,-0.8320000000000001,0.10428326807307103,-0.6,-1.0,0.4,-0.83,0.3732,0.14305360300717118,0.67,0.18,0.49000000000000005,0.38,12.993200000000003,65.25438546692986,129.33,-139.51,268.84000000000003,32.46,26.3492,94.05159882213593,179.5,-160.69,340.19,16.76,-26.976399999999998,58.79496817188809,67.69,-116.41,184.1,-20.11,0.9688000000000001,0.1397712416772492,1.18,0.67,0.5099999999999999,0.97,1.18,0.9688000000000001,0.1397712416772492,0.5099999999999999,0.67,0.25,179.5,100.94120000000001,1.0,0.8320000000000001,-0.44,-0.06,0.38,-0.82,-0.74,0.07999999999999996,0.23,0.18,-0.05000000000000002,74.98,-44.81,-119.79,107.82,-130.31,-238.13,-20.11,26.58,46.69,normal_136.csv,0,normal
20,1.9599997997283936,-0.126,0.09287229488870583,-0.01,-0.36,0.35,-0.11,-0.9175000000000001,0.14260268691644445,-0.64,-1.12,0.4800000000000001,-0.95,0.277,0.09364546803882463,0.43,0.1,0.32999999999999996,0.29500000000000004,-11.8965,47.73502060718547,65.08,-82.27,147.35,-32.355,-50.907999999999994,81.6569459835991,119.68,-243.01,362.69,-58.224999999999994,9.664,37.95988525300166,88.09,-64.15,152.24,24.33,0.9760000000000002,0.1399774417916198,1.15,0.68,0.46999999999999986,0.995,1.15,0.9760000000000002,0.1399774417916198,0.46999999999999986,0.68,0.42105263157894735,243.01,87.36699999999999,1.12,0.9175000000000001,-0.12,-0.21,-0.09,-1.01,-1.05,-0.040000000000000036,0.23,0.31,0.07999999999999999,-31.02,-82.27,-51.25,-50.79,-92.31,-41.52,24.49,-21.8,-46.29,normal_137.csv,0,normal
25,2.380000114440918,-0.1332,0.1352380617035505,0.12,-0.43,0.55,-0.12,-0.9211999999999999,0.1390239787470732,-0.67,-1.44,0.7699999999999999,-0.89,0.2364,0.11157508682497182,0.54,-0.07,0.6100000000000001,0.23,-17.689999999999998,34.723356932570134,84.78,-117.11,201.89,-20.55,-46.635600000000004,56.83293448638152,85.94,-136.69,222.63,-49.07,8.2168,46.522724440141445,71.21,-106.78,177.99,18.64,0.9739999999999999,0.1486887128646063,1.55,0.75,0.8,0.94,1.55,0.9739999999999999,0.1486887128646063,0.8,0.75,0.7916666666666666,136.69,75.43400000000001,1.44,0.9211999999999999,-0.14,0.12,0.26,-0.82,-0.93,-0.1100000000000001,0.32,0.15,-0.17,-20.55,18.11,38.66,-136.69,-24.95,111.74,34.93,53.07,18.14,normal_138.csv,0,normal
25,2.429999828338623,-0.07840000000000001,0.11047925898858423,0.01,-0.5,0.51,-0.04,-0.9664,0.14340734523261586,-0.77,-1.57,0.8,-0.97,0.1616,0.07898734075787081,0.41,0.08,0.32999999999999996,0.13,-1.4188,21.097584443090476,56.11,-40.79,96.9,-0.34,-42.683600000000006,28.032843665957255,53.79,-86.82,140.60999999999999,-42.84,7.528799999999999,17.09188216668954,55.62,-19.25,74.87,5.05,0.99,0.1510794492973813,1.6,0.81,0.79,0.97,1.6,0.99,0.1510794492973813,0.79,0.81,1.0,86.82,48.158,1.57,0.9664,-0.03,0.01,0.04,-0.99,-1.57,-0.5800000000000001,0.12,0.32,0.2,-40.79,56.11,96.9,-28.41,53.79,82.2,-12.03,-2.18,9.85,normal_139.csv,0,normal
25,2.450000047683716,-0.10520000000000002,0.17246062352510114,0.11,-0.54,0.65,-0.05,-0.9316,0.15447977213862013,-0.42,-1.18,0.76,-0.95,0.226,0.16181264886693295,0.68,-0.06,0.74,0.18,4.543600000000001,40.19658970609323,77.79,-82.21,160.0,8.58,0.7879999999999991,32.377364263736276,72.41,-61.99,134.4,-7.76,-3.930000000000001,40.47121785911563,92.61,-91.89,184.5,-5.65,0.9867999999999999,0.189356806056714,1.43,0.43,1.0,0.99,1.43,0.9867999999999999,0.189356806056714,1.0,0.43,0.4166666666666667,92.61,44.54600000000001,1.18,0.9316,0.0,-0.02,-0.02,-0.98,-0.95,0.030000000000000027,0.12,0.37,0.25,1.42,4.12,2.7,-10.58,23.37,33.95,-15.73,-5.65,10.08,normal_140.csv,0,normal
23,2.2699999809265137,-0.13347826086956524,0.17966151749766898,0.07,-0.58,0.6499999999999999,-0.07,-0.9147826086956521,0.1695949603994334,-0.32,-1.16,0.8399999999999999,-0.93,0.23521739130434782,0.15117327701612632,0.56,0.01,0.55,0.18,3.3347826086956522,37.99839971146694,66.99,-112.24,179.23,-1.85,-3.644347826086957,19.638304830121935,19.95,-51.12,71.07,-2.05,-4.305652173913045,38.05447253920561,49.72,-72.12,121.84,-4.26,0.9739130434782608,0.20513275369944264,1.37,0.34,1.03,0.97,1.37,0.9739130434782608,0.20513275369944264,1.03,0.34,0.5,112.24,44.022608695652174,1.16,0.9147826086956521,0.02,-0.02,-0.04,-0.97,-0.97,0.0,0.09,0.22,0.13,40.26,-7.69,-47.949999999999996,-17.56,-11.48,6.079999999999998,-1.1,-11.21,-10.110000000000001,normal_141.csv,0,normal
25,2.4700000286102295,-0.04159999999999999,0.16826764394856192,0.18,-0.46,0.64,-0.02,-0.9523999999999999,0.1526237203058555,-0.69,-1.56,0.8700000000000001,-0.96,0.1276,0.13137985639612593,0.36,-0.27,0.63,0.14,-13.8464,24.737373695146648,34.03,-76.44,110.47,-9.02,-18.12,26.316633523306127,25.18,-83.39,108.57,-16.53,-5.82,41.44336356201477,49.42,-98.7,148.12,6.35,0.9847999999999999,0.15422170188833131,1.57,0.77,0.8,0.97,1.57,0.9847999999999999,0.15422170188833131,0.8,0.77,0.625,98.7,40.7836,1.56,0.9523999999999999,-0.0,0.09,0.09,-0.96,-0.99,-0.030000000000000027,0.17,-0.01,-0.18000000000000002,-7.13,-18.96,-11.830000000000002,-6.72,-25.5,-18.78,-12.7,2.34,15.04,normal_142.csv,0,normal
25,2.450000047683716,-0.06799999999999999,0.19295940851208404,0.16,-0.46,0.62,0.0,-0.9359999999999999,0.11113055385446435,-0.6,-1.09,0.4900000000000001,-0.95,0.1984,0.1293792873685738,0.5,0.05,0.45,0.16,-3.9364000000000003,27.866888487952867,37.25,-49.94,87.19,-1.89,-4.199600000000001,16.91814717987759,40.27,-30.86,71.13,-5.57,-6.9860000000000015,42.25677647825652,58.55,-93.28,151.82999999999998,-1.05,0.9811999999999999,0.1404255437352241,1.27,0.63,0.64,0.98,1.27,0.9811999999999999,0.1404255437352241,0.64,0.63,0.375,93.28,38.7716,1.09,0.9359999999999999,0.09,0.08,-0.009999999999999995,-1.06,-0.97,0.09000000000000008,0.06,0.09,0.03,18.11,-20.49,-38.599999999999994,2.95,-11.31,-14.260000000000002,6.88,-3.31,-10.19,normal_143.csv,0,normal
25,2.4800000190734863,0.09160000000000001,0.1429067294893188,0.44,-0.18,0.62,0.04,-0.97,0.1456594201096059,-0.77,-1.45,0.6799999999999999,-0.96,0.0264,0.13567362799502833,0.42,-0.29,0.71,0.03,-10.1456,62.116099636084684,149.73,-194.41,344.14,-0.26,-22.8164,38.977593550654206,81.57,-136.0,217.57,-18.52,-4.881199999999999,27.911075209194887,27.59,-118.67,146.26,-2.05,0.9932,0.15868522300453813,1.51,0.78,0.73,0.98,1.51,0.9932,0.15868522300453813,0.73,0.78,0.5833333333333334,194.41,47.9176,1.45,0.97,0.1,0.18,0.07999999999999999,-0.96,-0.96,0.0,0.03,-0.04,-0.07,2.35,4.96,2.61,-16.6,-14.57,2.030000000000001,-3.02,15.21,18.23,normal_144.csv,0,normal
25,3.359999895095825,-0.038,0.18108469473333927,0.18,-0.52,0.7,0.04,-0.9479999999999998,0.14100827398891647,-0.52,-1.2,0.6799999999999999,-0.97,0.13079999999999997,0.11206099529571682,0.35,-0.05,0.39999999999999997,0.1,-4.6575999999999995,27.574227743794868,37.37,-66.76,104.13,-4.58,-7.2192,21.377999773910872,46.23,-50.43,96.66,-10.46,-3.5240000000000005,41.47258080145644,46.14,-95.48,141.62,6.0,0.9788,0.16143419712068444,1.29,0.52,0.77,0.98,1.29,0.9788,0.16143419712068444,0.77,0.52,0.4583333333333333,95.48,39.536,1.2,0.9479999999999998,0.18,0.03,-0.15,-0.96,-0.97,-0.010000000000000009,-0.05,-0.04,0.010000000000000002,-10.7,-54.55,-43.849999999999994,-17.24,-22.15,-4.91,3.89,-6.21,-10.1,normal_145.csv,0,normal
25,2.359999895095825,0.0944,0.1605220649422793,0.57,-0.15,0.72,0.04,-0.9671999999999998,0.16957102739953347,-0.69,-1.66,0.97,-0.96,0.016000000000000004,0.09119576013536301,0.16,-0.31,0.47,0.02,-5.617600000000001,45.34259019582656,123.66,-164.52,288.18,-3.65,-25.683199999999996,39.235587345334,95.27,-143.22,238.49,-19.15,-6.2132000000000005,36.231379898277865,50.09,-143.34,193.43,-4.06,0.9872,0.17824421449236438,1.76,0.73,1.03,0.97,1.76,0.9872,0.17824421449236438,1.03,0.73,0.7083333333333334,164.52,44.1744,1.66,0.9671999999999998,0.08,0.18,0.09999999999999999,-0.98,-0.99,-0.010000000000000009,0.01,0.02,0.01,-6.44,-10.67,-4.2299999999999995,-12.6,-3.04,9.559999999999999,-4.06,-14.26,-10.2,normal_146.csv,0,normal
20,1.940000057220459,-0.09399999999999999,0.14808958881632928,0.14,-0.38,0.52,-0.095,-0.9670000000000002,0.14974012576179405,-0.53,-1.25,0.72,-0.98,0.11250000000000002,0.08650372672227542,0.33,-0.01,0.34,0.11499999999999999,-2.2465,22.496492656458813,36.43,-54.58,91.00999999999999,-5.78,-18.4065,31.753119908874606,33.34,-105.53,138.87,-14.870000000000001,2.842,33.10380747699099,44.85,-61.25,106.1,1.9449999999999998,0.9919999999999998,0.15902995414634777,1.27,0.55,0.72,0.98,1.27,0.9919999999999998,0.15902995414634777,0.72,0.55,0.8947368421052632,105.53,39.077999999999996,1.25,0.9670000000000002,0.07,-0.03,-0.1,-0.98,-1.03,-0.050000000000000044,0.02,0.04,0.02,-3.94,-54.58,-50.64,-20.38,-21.24,-0.8599999999999994,-3.71,-0.93,2.78,normal_147.csv,0,normal
25,2.4800000190734863,-0.10719999999999999,0.15672481190502882,0.22,-0.31,0.53,-0.12,-0.964,0.13307266185559427,-0.72,-1.5,0.78,-0.95,0.022000000000000006,0.07494442385305705,0.14,-0.15,0.29000000000000004,0.04,-10.8996,25.176943400659262,25.3,-65.37,90.67,-5.28,-3.5183999999999975,33.80119656166036,88.53,-69.82,158.35,1.3,-3.3691999999999998,30.95682220448346,34.09,-82.83,116.92,7.89,0.9863999999999998,0.13130371916540165,1.53,0.76,0.77,0.96,1.53,0.9863999999999998,0.13130371916540165,0.77,0.76,0.8333333333333334,88.53,37.842800000000004,1.5,0.964,0.03,0.17,0.14,-1.0,-1.02,-0.020000000000000018,0.02,0.11,0.09,-16.61,2.78,19.39,1.3,-3.02,-4.32,19.13,-16.96,-36.09,normal_148.csv,0,normal
25,2.4800000190734863,-0.1176,0.23065630997944397,0.15,-0.59,0.74,-0.02,-0.9431999999999999,0.08716459525900791,-0.77,-1.16,0.3899999999999999,-0.95,0.08920000000000002,0.1402058011163114,0.39,-0.13,0.52,0.08,1.2639999999999996,26.700037765266675,46.93,-44.27,91.2,5.71,-22.5392,39.622091472645245,53.42,-96.87,150.29000000000002,-9.74,2.8528,46.64407469693588,109.28,-80.93,190.21,5.95,0.9868000000000001,0.11778228502905971,1.23,0.79,0.43999999999999995,0.97,1.23,0.9868000000000001,0.11778228502905971,0.43999999999999995,0.79,0.4583333333333333,109.28,53.15600000000001,1.16,0.9431999999999999,0.02,-0.06,-0.08,-1.03,-0.97,0.06000000000000005,-0.1,-0.03,0.07,-24.53,-12.05,12.48,-9.74,-72.93,-63.190000000000005,-20.02,-4.43,15.59,normal_149.csv,0,normal
25,2.4200000762939453,-0.015600000000000008,0.13070577645995604,0.33,-0.22,0.55,-0.05,-0.9772,0.19522465691266222,-0.75,-1.83,1.08,-0.96,0.016399999999999998,0.08245604889879213,0.21,-0.2,0.41000000000000003,0.02,-3.6115999999999984,37.93856543589035,148.93,-61.11,210.04000000000002,-7.77,-3.697600000000001,44.51695232155947,178.98,-76.99,255.96999999999997,-6.69,-10.6504,33.899090017285125,95.85,-81.28,177.13,-9.21,0.9892,0.1952972094014659,1.84,0.77,1.07,0.96,1.84,0.9892,0.1952972094014659,1.07,0.77,0.8333333333333334,178.98,39.7316,1.83,0.9772,-0.02,0.29,0.31,-0.97,-0.9,0.06999999999999995,0.02,-0.06,-0.08,-8.11,-61.11,-53.0,-8.58,2.95,11.530000000000001,10.0,-21.51,-31.51,normal_150.csv,0,normal
25,2.4700000286102295,-0.035199999999999995,0.1930915154359024,0.25,-0.42,0.6699999999999999,0.02,-0.944,0.10136567466356645,-0.66,-1.12,0.4600000000000001,-0.96,0.1192,0.1297086478741234,0.44,-0.05,0.49,0.08,-0.9343999999999995,35.06339557145029,72.4,-79.25,151.65,0.53,-8.9124,33.10915498770695,52.53,-61.13,113.66,-5.37,-1.9555999999999996,44.59464411787586,44.55,-106.35,150.89999999999998,17.42,0.9767999999999999,0.12249897958758674,1.23,0.67,0.5599999999999999,0.98,1.23,0.9767999999999999,0.12249897958758674,0.5599999999999999,0.67,0.5,106.35,50.02440000000001,1.12,0.944,0.17,0.03,-0.14,-0.96,-1.06,-0.10000000000000009,-0.02,0.06,0.08,12.0,-11.77,-23.77,-2.67,-23.16,-20.490000000000002,17.42,20.76,3.34,normal_151.csv,0,normal
25,2.440000057220459,0.1208,0.1796969671419081,0.44,-0.21,0.65,0.08,-0.9640000000000001,0.20242282479997165,-0.59,-1.84,1.25,-0.95,-0.0108,0.08957864328808142,0.16,-0.3,0.45999999999999996,0.0,-7.1208,23.706351455534726,37.47,-78.2,115.67,-2.64,-19.063599999999997,30.23080132910803,32.43,-107.77,140.2,-15.05,-9.5032,35.305152565407035,40.84,-82.38,123.22,-0.09,0.9911999999999999,0.1979755877206413,1.85,0.67,1.1800000000000002,0.95,1.85,0.9911999999999999,0.1979755877206413,1.1800000000000002,0.67,0.5416666666666666,107.77,37.964800000000004,1.84,0.9640000000000001,-0.0,0.23,0.23,-0.96,-0.96,0.0,-0.05,-0.0,0.05,-10.18,-0.27,9.91,-15.05,-7.57,7.48,-0.09,3.19,3.28,normal_152.csv,0,normal
25,3.2100000381469727,-0.056799999999999996,0.17343874999549552,0.21,-0.45,0.66,-0.03,-0.9700000000000002,0.11514483632943918,-0.69,-1.31,0.6200000000000001,-0.97,0.0536,0.08138795979750323,0.32,-0.06,0.38,0.05,1.6864000000000008,16.277439366599815,31.04,-34.93,65.97,6.47,-0.23799999999999932,39.627639659712266,100.15,-68.53,168.68,-5.59,0.9468000000000001,34.3538110112983,50.11,-66.08,116.19,11.53,0.9896,0.1332128622418521,1.42,0.69,0.73,0.99,1.42,0.9896,0.1332128622418521,0.73,0.69,0.5833333333333334,100.15,41.26240000000001,1.31,0.9700000000000002,0.21,0.07,-0.13999999999999999,-0.96,-1.05,-0.09000000000000008,-0.05,0.03,0.08,-12.14,9.74,21.880000000000003,-16.15,-2.58,13.569999999999999,0.78,28.67,27.89,normal_153.csv,0,normal
25,2.4800000190734863,0.061200000000000004,0.15969554366564734,0.46,-0.21,0.67,0.01,-0.9688,0.1507846145997661,-0.85,-1.66,0.8099999999999999,-0.96,0.031599999999999996,0.13230898180647702,0.21,-0.34,0.55,0.04,-5.888,36.96075576427878,99.95,-112.9,212.85000000000002,-2.44,-13.966000000000001,36.31640113869582,99.92,-73.37,173.29000000000002,-7.88,-13.357599999999998,33.23492418626326,26.55,-118.57,145.12,-5.77,0.99,0.16327379867367983,1.74,0.87,0.87,0.97,1.74,0.99,0.16327379867367983,0.87,0.87,0.7916666666666666,118.57,36.4788,1.66,0.9688,0.02,0.28,0.26,-0.98,-0.89,0.08999999999999997,0.04,0.13,0.09,1.74,-10.38,-12.120000000000001,-21.18,-13.65,7.529999999999999,2.99,26.55,23.560000000000002,normal_154.csv,0,normal
25,2.4700000286102295,0.039999999999999994,0.11105554165971789,0.3,-0.15,0.44999999999999996,0.05,-0.9752,0.1161579384573722,-0.62,-1.3,0.68,-0.97,0.046000000000000006,0.099079092984679,0.37,-0.1,0.47,0.05,-1.6548000000000005,32.09517813213276,112.82,-52.12,164.94,0.08,-24.608,39.71209314134256,43.25,-112.5,155.75,-14.92,4.0268,26.908794987265164,80.37,-39.21,119.58000000000001,1.86,0.9875999999999999,0.11913857477744143,1.36,0.64,0.7200000000000001,0.98,1.36,0.9875999999999999,0.11913857477744143,0.7200000000000001,0.64,0.4166666666666667,112.82,41.471199999999996,1.3,0.9752,0.05,-0.07,-0.12000000000000001,-0.93,-0.93,0.0,-0.06,0.03,0.09,24.44,13.74,-10.700000000000001,-48.0,-4.58,43.42,-4.7,34.75,39.45,normal_155.csv,0,normal
25,3.200000047683716,-0.03400000000000001,0.12175795661885921,0.37,-0.2,0.5700000000000001,-0.06,-0.9895999999999999,0.17950116062763125,-0.84,-1.81,0.9700000000000001,-0.96,0.0632,0.1078857420298592,0.29,-0.29,0.58,0.06,-4.144400000000001,36.311771745996275,116.93,-89.42,206.35000000000002,-2.87,-14.091600000000001,35.77378575623963,78.21,-85.91,164.12,-17.94,-15.282800000000002,32.35392525387505,25.22,-125.34,150.56,-7.65,1.0028,0.18893385085791273,1.87,0.85,1.02,0.98,1.87,1.0028,0.18893385085791273,1.02,0.85,0.875,125.34,35.84400000000001,1.81,0.9895999999999999,-0.11,0.08,0.19,-0.97,-1.12,-0.15000000000000013,0.02,0.16,0.14,6.7,-11.1,-17.8,11.45,78.21,66.75999999999999,25.22,-76.54,-101.76,normal_156.csv,0,normal
25,3.309999942779541,0.06680000000000001,0.22713285392768115,0.29,-0.32,0.61,0.13,-0.9676,0.06043453758682478,-0.84,-1.09,0.2500000000000001,-0.96,0.0796,0.15417738701465486,0.4,-0.13,0.53,0.03,2.1415999999999995,28.95659879889211,87.21,-67.34,154.55,3.08,0.7988000000000003,15.082605135276422,44.84,-26.03,70.87,-3.33,5.426,30.009657056798677,58.17,-57.79,115.96000000000001,0.63,1.0084,0.07414400402819726,1.18,0.88,0.29999999999999993,0.99,1.18,1.0084,0.07414400402819726,0.29999999999999993,0.88,0.875,87.21,33.458,1.09,0.9676,0.25,-0.18,-0.43,-0.84,-0.86,-0.020000000000000018,0.07,0.32,0.25,-67.34,-16.4,50.940000000000005,-4.79,3.02,7.8100000000000005,-30.4,-57.79,-27.39,normal_157.csv,0,normal
